fixture_id,team_id,team_name,player_id,player_name,minutes,number,position,rating,captain,substitute,offsides,shots_total,shots_on,goals_total,goals_conceded,assists,saves,passes_total,passes_key,passes_accuracy,tackles_total,tackles_blocks,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,dribbles_past,fouls_drawn,fouls_committed,cards_yellow,cards_red,penalty_won,penalty_committed,penalty_scored,penalty_missed,penalty_saved
1208494,531,Athletic Club,312468,Alex Padilla,90.0,26,G,6.7,0,0,0.0,0.0,0.0,0.0,1,0.0,1.0,36.0,0.0,19.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0
1208494,531,Athletic Club,47299,Andoni Gorosabel,81.0,2,D,6.2,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,20.0,0.0,16.0,1.0,0.0,0.0,6.0,2.0,1.0,1.0,1.0,0.0,3.0,1,0,0.0,0.0,0,0,0.0
1208494,531,Athletic Club,47271,Yeray Álvarez,90.0,5,D,6.9,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,59.0,0.0,52.0,1.0,0.0,2.0,10.0,5.0,1.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,0,0,0.0
1208494,531,Athletic Club,183849,Aitor Paredes,81.0,4,D,6.6,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,56.0,1.0,49.0,0.0,1.0,0.0,6.0,4.0,0.0,0.0,1.0,2.0,1.0,0,0,0.0,0.0,0,0,0.0
1208494,531,Athletic Club,47273,Yuri Berchiche,90.0,17,D,7.2,0,0,1.0,1.0,1.0,0.0,0,0.0,0.0,46.0,0.0,40.0,1.0,0.0,1.0,7.0,4.0,1.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0
1208494,531,Athletic Club,182617,Beñat Prados,57.0,24,M,6.3,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,28.0,1.0,20.0,1.0,0.0,0.0,12.0,6.0,2.0,1.0,2.0,1.0,1.0,1,0,0.0,0.0,0,0,0.0
1208494,531,Athletic Club,47418,Mikel Vesga,57.0,6,M,6.5,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,38.0,0.0,27.0,2.0,0.0,1.0,6.0,2.0,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0.0,0,0,0.0
1208494,531,Athletic Club,47294,Iñaki Williams,90.0,9,M,6.7,1,0,0.0,1.0,0.0,0.0,0,0.0,0.0,22.0,0.0,15.0,1.0,0.0,0.0,8.0,4.0,1.0,1.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0.0
1208494,531,Athletic Club,128398,Oihan Sancet,90.0,8,M,7.2,0,0,0.0,1.0,1.0,1.0,0,0.0,0.0,23.0,0.0,18.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,0,0,0.0
1208494,531,Athletic Club,30510,Álex Berenguer,72.0,7,M,6.5,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,17.0,0.0,11.0,1.0,0.0,0.0,14.0,7.0,5.0,2.0,0.0,1.0,1.0,0,0,0.0,0.0,0,0,0.0
1208494,531,Athletic Club,47291,Gorka Guruzeta,90.0,12,F,6.9,0,0,0.0,0.0,0.0,0.0,0,1.0,0.0,21.0,2.0,16.0,0.0,1.0,0.0,12.0,1.0,1.0,0.0,0.0,1.0,3.0,0,0,0.0,0.0,0,0,0.0
1208494,531,Athletic Club,898,Ander Herrera,33.0,21,M,6.6,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,32.0,1.0,27.0,1.0,0.0,0.0,9.0,5.0,2.0,1.0,0.0,2.0,2.0,1,0,0.0,0.0,0,0,0.0
1208494,531,Athletic Club,332308,Unai Gómez,33.0,20,M,6.3,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,8.0,0.0,7.0,0.0,0.0,0.0,7.0,3.0,2.0,1.0,0.0,1.0,1.0,1,0,0.0,0.0,0,0,0.0
1208494,531,Athletic Club,183799,Nico Williams,18.0,10,F,7.2,0,1,0.0,2.0,2.0,0.0,0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0
1208494,531,Athletic Club,47278,Daniel Vivian,9.0,3,D,6.7,0,1,1.0,0.0,0.0,0.0,0,0.0,0.0,18.0,0.0,18.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0
1208494,531,Athletic Club,47276,Íñigo Lekue,9.0,15,D,6.9,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,14.0,1.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0.0
1208494,531,Athletic Club,332302,Oier Gastesi,0.0,34,G,0.0,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0
1208494,531,Athletic Club,332305,Unai Eguíluz,0.0,27,D,0.0,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0
