id_partida,id_league,referee,date,Stadium,Home_Team,home.id,Away_Team,away.id,home.winner,Gols_Home,Gols_Away,Half_Time_Gols_Home,Half_Time_Gols_Away,Empate
689031,71,Leandro Vuaden,2021-07-25T21:15:00+00:00,Estádio Urbano Caldeira,Santos,128,Atletico Goianiense,144,False,0,1,0,1,0
689036,71,Thiago Luis Scarascati,2021-07-25T21:15:00+00:00,Arena da Baixada,Atletico Paranaense,134,Internacional,119,True,2,1,2,0,0
689035,71,Vinicius Gonçalves Dias Araujo,2021-07-25T23:30:00+00:00,Estádio Adelmar da Costa Carvalho,Sport Recife,123,Ceara,129,False,0,0,0,0,1
689037,71,Leo Simão,2021-07-26T21:00:00+00:00,Estádio Alfredo Jaconi,Juventude,152,Chapecoense-sc,132,True,1,0,1,0,0
689038,71,Ramon Abatti,2021-07-26T23:00:00+00:00,Arena Pantanal,Cuiaba,1193,Corinthians,131,False,1,2,0,2,0
689041,71,Luiz Flavio De Oliveira,2021-07-31T22:00:00+00:00,Estádio Cícero Pompeu de Toledo,Sao Paulo,126,Palmeiras,121,False,0,0,0,0,1
689043,71,Paulo Cesar Zanovelli,2021-07-31T23:00:00+00:00,Estádio José Pinheiro Borda,Internacional,119,Cuiaba,1193,False,0,0,0,0,1
689046,71,Ricardo Marques Ribeiro,2021-08-01T00:00:00+00:00,Estádio Nabi Abi Chedid,RB Bragantino,794,Gremio,130,True,1,0,0,0,0
689040,71,Leandro Vuaden,2021-08-01T19:00:00+00:00,Neo Química Arena,Corinthians,131,Flamengo,127,False,1,3,0,3,0
689042,71,Braulio da Silva Machado,2021-08-01T19:00:00+00:00,Estádio Governador Magalhães Pinto,Atletico-MG,1062,Atletico Paranaense,134,True,2,0,0,0,0
