fixture_id,team_id,team_name,shots_on_goal,shots_off_goal,total_shots,blocked_shots,shots_insidebox,shots_outsidebox,fouls,corner_kicks,offsides,ball_possession,yellow_cards,red_cards,goalkeeper_saves,total_passes,passes_accurate,passes_%
837992,124,Fluminense,6,11,26,9,15,11,14,8,0.0,66%,1.0,0.0,1,545,481,88%
837992,128,Santos,1,2,3,0,2,1,18,1,4.0,34%,0.0,0.0,6,285,204,72%
837998,144,Atletico Goianiense,3,2,10,5,9,1,7,4,1.0,44%,3.0,0.0,2,402,331,82%
837998,127,Flamengo,3,5,12,4,9,3,11,10,2.0,56%,2.0,0.0,2,501,439,88%
837994,121,Palmeiras,4,9,18,5,11,7,17,11,3.0,56%,4.0,0.0,6,377,306,81%
837994,129,Ceara,9,8,19,2,12,7,14,8,0.0,44%,10.0,1.0,2,308,214,69%
838000,147,Coritiba,9,3,17,5,7,10,10,7,3.0,52%,2.0,0.0,0,449,384,86%
838000,151,Goias,0,5,7,2,4,3,12,3,2.0,48%,3.0,0.0,6,420,351,84%
837995,120,Botafogo,4,4,9,1,4,5,6,2,0.0,56%,1.0,0.0,5,472,398,84%
837995,131,Corinthians,8,5,15,2,12,3,18,4,1.0,44%,4.0,0.0,3,382,305,80%
837991,1062,Atletico-MG,5,8,15,2,7,8,12,3,2.0,53%,2.0,0.0,1,533,466,87%
837991,119,Internacional,1,4,6,1,3,3,18,3,0.0,47%,4.0,0.0,3,475,404,85%
837997,154,Fortaleza EC,5,7,22,10,9,13,22,7,1.0,65%,2.0,0.0,3,446,375,84%
837997,1193,Cuiaba,4,3,9,2,2,7,23,1,0.0,35%,3.0,0.0,5,247,172,70%
837993,126,Sao Paulo,8,7,18,3,7,11,17,5,2.0,54%,1.0,0.0,0,514,453,88%
837993,134,Atletico Paranaense,0,5,7,2,3,4,14,5,2.0,46%,3.0,0.0,4,434,377,87%
837999,145,Avai,2,8,13,3,7,6,20,6,3.0,58%,2.0,0.0,1,542,459,85%
837999,125,America Mineiro,1,3,7,3,2,5,18,1,2.0,42%,2.0,2.0,1,393,297,76%
837996,152,Juventude,7,3,13,3,7,6,16,5,5.0,50%,4.0,0.0,1,417,339,81%
837996,794,RB Bragantino,2,8,15,5,7,8,17,4,1.0,50%,5.0,0.0,6,419,334,80%
838008,151,Goias,6,2,9,1,7,2,16,2,0.0,24%,4.0,0.0,5,195,122,63%
838008,121,Palmeiras,6,11,22,5,17,5,7,6,2.0,76%,0.0,0.0,5,605,510,84%
838001,125,America Mineiro,9,9,22,4,12,10,19,5,2.0,46%,3.0,0.0,3,378,307,81%
838001,152,Juventude,4,3,13,6,5,8,11,5,2.0,54%,0.0,1.0,5,444,364,82%
838004,131,Corinthians,4,6,14,4,8,6,22,7,1.0,54%,1.0,0.0,5,596,515,86%
838004,145,Avai,5,7,15,3,8,7,12,2,5.0,46%,1.0,0.0,1,504,431,86%
838009,1193,Cuiaba,1,1,5,3,2,3,18,2,1.0,39%,2.0,0.0,3,332,244,73%
838009,124,Fluminense,3,8,12,1,6,6,14,5,0.0,61%,1.0,0.0,1,525,456,87%
838005,128,Santos,7,5,15,3,7,8,22,4,2.0,35%,2.0,0.0,5,287,223,78%
838005,147,Coritiba,6,9,22,7,10,12,10,7,0.0,65%,4.0,0.0,6,516,450,87%
838002,127,Flamengo,8,9,19,2,14,5,17,2,2.0,53%,2.0,0.0,0,423,366,87%
838002,126,Sao Paulo,1,4,6,1,2,4,25,3,1.0,47%,6.0,0.0,5,368,309,84%
838006,119,Internacional,5,8,18,5,14,4,15,8,0.0,51%,5.0,0.0,2,473,391,83%
838006,154,Fortaleza EC,3,2,7,2,3,4,13,5,3.0,49%,5.0,0.0,3,454,349,77%
838010,134,Atletico Paranaense,3,6,12,3,4,8,9,2,1.0,44%,2.0,0.0,4,411,334,81%
838010,1062,Atletico-MG,5,10,17,2,11,6,14,5,0.0,56%,3.0,0.0,3,519,437,84%
838003,794,RB Bragantino,8,3,18,7,10,8,12,13,1.0,58%,1.0,0.0,3,486,428,88%
838003,144,Atletico Goianiense,3,2,5,0,2,3,9,2,2.0,42%,4.0,0.0,4,366,289,79%
838007,129,Ceara,4,7,18,7,11,7,16,4,1.0,65%,1.0,1.0,0,467,373,80%
838007,120,Botafogo,3,5,11,3,6,5,15,2,2.0,35%,4.0,0.0,3,256,178,70%
838022,127,Flamengo,2,9,17,6,9,8,15,9,1.0,56%,3.0,0.0,2,444,383,86%
838022,121,Palmeiras,2,3,10,5,5,5,21,6,1.0,44%,4.0,0.0,2,347,265,76%
838020,134,Atletico Paranaense,2,6,11,3,5,6,15,6,2.0,41%,4.0,0.0,6,354,267,75%
838020,127,Flamengo,6,3,11,2,8,3,10,5,1.0,59%,2.0,0.0,1,501,409,82%
838013,794,RB Bragantino,3,8,15,4,10,5,13,6,1.0,33%,5.0,0.0,6,243,164,67%
838013,126,Sao Paulo,7,12,24,5,18,6,12,9,2.0,67%,2.0,0.0,2,496,413,83%
838014,121,Palmeiras,7,9,20,4,13,7,13,12,3.0,44%,1.0,0.0,1,339,267,79%
838014,131,Corinthians,1,3,7,3,1,6,13,3,0.0,56%,2.0,0.0,4,426,361,85%
838012,124,Fluminense,2,4,13,7,6,7,15,5,4.0,57%,5.0,0.0,3,503,430,85%
838012,119,Internacional,4,4,12,4,6,6,12,4,2.0,43%,3.0,0.0,2,381,294,77%
838011,1062,Atletico-MG,5,12,20,3,7,13,10,3,0.0,61%,2.0,0.0,2,657,588,89%
838011,147,Coritiba,4,5,11,2,6,5,8,3,0.0,39%,1.0,0.0,3,413,351,85%
838015,128,Santos,8,5,18,5,11,7,16,3,2.0,39%,2.0,0.0,2,324,246,76%
