fixture_id,team_id,team_name,shots_on_goal,shots_off_goal,total_shots,blocked_shots,shots_insidebox,shots_outsidebox,fouls,corner_kicks,offsides,ball_possession,yellow_cards,red_cards,goalkeeper_saves,total_passes,passes_accurate,passes_%,expected_goals
878271,548,Real Sociedad,4,3,9,2,6,3,17,2,1.0,53%,1.0,0.0,4.0,487,422,87%,1.95
878271,541,Real Madrid,5,2,10,3,4,6,9,6,2.0,47%,5.0,1.0,2.0,430,373,87%,0.81
878265,532,Valencia,1,5,8,2,5,3,14,6,5.0,32%,4.0,,3.0,219,153,70%,1.17
878265,533,Villarreal,4,6,11,1,5,6,13,6,2.0,68%,2.0,,0.0,496,426,86%,0.66
878263,530,Atletico Madrid,8,5,18,5,16,2,12,5,2.0,61%,3.0,,0.0,604,540,89%,2.86
878263,724,Cadiz,1,1,2,0,0,2,9,2,3.0,39%,2.0,,3.0,382,327,86%,0.05
878269,546,Getafe,4,8,14,2,10,4,21,1,,34%,7.0,0.0,1.0,280,170,61%,2.57
878269,538,Celta Vigo,1,5,7,1,5,2,14,5,,66%,5.0,1.0,3.0,527,419,80%,0.25
878270,536,Sevilla,6,8,18,4,13,5,15,9,5.0,64%,1.0,,2.0,505,430,85%,2.68
878270,540,Espanyol,3,4,7,0,4,3,11,0,0.0,36%,2.0,,3.0,294,221,75%,1.01
878268,547,Girona,7,8,17,2,12,5,9,9,1.0,63%,4.0,,1.0,496,424,85%,1.69
878268,798,Mallorca,2,4,8,2,6,2,13,5,3.0,37%,0.0,,4.0,291,212,73%,1.44
878262,531,Athletic Club,6,9,21,6,15,6,13,13,2.0,63%,1.0,1.0,1.0,531,430,81%,1.55
878262,543,Real Betis,2,8,12,2,6,6,7,2,2.0,37%,3.0,0.0,7.0,330,247,75%,1.23
878266,728,Rayo Vallecano,6,5,16,5,10,6,18,3,5.0,51%,,,3.0,404,306,76%,1.41
878266,720,Valladolid,4,1,7,2,5,2,15,4,3.0,49%,,,4.0,388,278,72%,0.56
878278,798,Mallorca,3,3,8,2,7,1,16,3,1.0,43%,5.0,,3.0,320,229,72%,1.32
878278,724,Cadiz,4,5,14,5,11,3,14,7,3.0,57%,4.0,,2.0,405,317,78%,0.76
878281,548,Real Sociedad,6,10,18,2,14,4,22,7,1.0,51%,5.0,0.0,4.0,408,345,85%,2.77
878281,547,Girona,6,7,13,0,10,3,12,4,1.0,49%,3.0,1.0,4.0,398,320,80%,1.24
878280,727,Osasuna,7,6,18,5,9,9,7,4,4.0,56%,,,2.0,513,432,84%,1.88
878280,723,Almeria,3,3,8,2,2,6,7,1,2.0,44%,,,4.0,388,303,78%,0.45
878274,533,Villarreal,11,4,17,2,10,7,11,7,3.0,57%,4.0,,3.0,471,387,82%,3.25
878274,531,Athletic Club,5,6,11,0,10,1,13,5,3.0,43%,3.0,,7.0,342,260,76%,3.11
878277,541,Real Madrid,3,5,16,8,3,13,5,1,4.0,77%,1.0,,2.0,847,768,91%,0.86
878277,546,Getafe,2,5,9,2,3,6,23,3,5.0,23%,4.0,,2.0,245,176,72%,0.75
878273,538,Celta Vigo,6,3,10,1,6,4,13,5,2.0,64%,3.0,0.0,3.0,481,387,80%,0.75
878273,532,Valencia,5,4,12,3,6,6,19,4,1.0,36%,5.0,1.0,5.0,272,182,67%,1.30
878275,797,Elche,4,10,15,1,14,1,16,3,0.0,50%,2.0,,4.0,464,394,85%,1.42
878275,530,Atletico Madrid,4,4,13,5,10,3,3,5,3.0,50%,0.0,,3.0,471,399,85%,1.52
878279,720,Valladolid,6,15,28,7,13,15,9,8,3.0,55%,2.0,,2.0,375,296,79%,1.83
878279,536,Sevilla,5,7,17,5,11,6,16,3,1.0,45%,1.0,,4.0,319,237,74%,2.65
878276,540,Espanyol,7,6,15,2,12,3,12,4,3.0,30%,1.0,,1.0,301,235,78%,3.15
878276,529,Barcelona,5,6,15,4,9,6,9,3,3.0,70%,3.0,,5.0,727,664,91%,2.94
878272,543,Real Betis,5,2,11,4,6,5,11,6,2.0,49%,3.0,0.0,4.0,405,320,79%,1.58
878272,728,Rayo Vallecano,4,7,16,5,10,6,9,5,4.0,51%,2.0,1.0,1.0,416,350,84%,1.30
878285,724,Cadiz,4,7,11,0,6,5,18,4,1.0,47%,4.0,0.0,2.0,260,170,65%,2.23
878285,720,Valladolid,2,3,6,1,5,1,18,3,1.0,53%,4.0,1.0,2.0,298,212,71%,0.69
878287,547,Girona,3,2,9,4,7,2,16,3,2.0,45%,2.0,,3.0,406,339,83%,1.23
878287,533,Villarreal,5,1,10,4,5,5,11,1,2.0,55%,1.0,,2.0,509,450,88%,1.95
878282,531,Athletic Club,3,4,10,3,9,1,17,8,0.0,48%,4.0,,2.0,431,347,81%,1.00
878282,538,Celta Vigo,3,2,8,3,3,5,12,5,2.0,52%,1.0,,1.0,463,375,81%,0.45
878289,546,Getafe,5,3,9,1,6,3,19,5,1.0,38%,3.0,,3.0,255,170,67%,1.51
878289,797,Elche,4,6,13,3,12,1,11,6,0.0,62%,1.0,,4.0,416,311,75%,1.22
878286,723,Almeria,3,4,12,5,5,7,11,4,1.0,54%,1.0,,3.0,411,341,83%,1.60
878286,798,Mallorca,3,3,7,1,4,3,15,6,3.0,46%,2.0,,0.0,344,270,78%,0.77
878284,529,Barcelona,4,4,13,5,8,5,8,8,2.0,67%,4.0,,4.0,664,582,88%,1.56
878284,548,Real Sociedad,6,4,13,3,12,1,16,2,2.0,33%,4.0,,3.0,321,251,78%,2.00
878290,728,Rayo Vallecano,5,7,15,3,10,5,8,4,2.0,64%,2.0,,4.0,494,407,82%,2.02
878290,540,Espanyol,6,3,10,1,7,3,11,4,1.0,36%,2.0,,4.0,271,171,63%,1.64
878283,530,Atletico Madrid,5,6,15,4,9,6,6,8,5.0,54%,0.0,,2.0,548,466,85%,1.94
878283,727,Osasuna,2,7,12,3,8,4,11,10,1.0,46%,2.0,,2.0,456,387,85%,0.69
878291,532,Valencia,6,1,11,4,9,2,13,2,2.0,27%,5.0,0.0,5.0,235,174,74%,1.00
878291,541,Real Madrid,5,7,13,1,9,4,4,9,2.0,73%,2.0,1.0,5.0,678,596,88%,1.39
878288,536,Sevilla,4,5,10,1,6,4,14,4,2.0,54%,2.0,0.0,0.0,402,316,79%,1.13
878288,543,Real Betis,0,2,5,3,0,5,11,3,2.0,46%,2.0,1.0,4.0,354,264,75%,0.12
878293,538,Celta Vigo,7,4,16,5,7,9,13,9,3.0,40%,,,3.0,356,297,83%,1.19
878293,547,Girona,4,5,11,2,7,4,13,3,0.0,60%,,,6.0,557,504,90%,1.24
878301,548,Real Sociedad,2,10,15,3,11,4,20,10,3.0,73%,0.0,0.0,2.0,578,498,86%,1.85
878301,723,Almeria,2,0,2,0,2,0,8,2,4.0,27%,1.0,1.0,1.0,224,134,60%,0.11
878298,720,Valladolid,4,2,8,2,6,2,13,2,3.0,30%,1.0,,6.0,270,200,74%,2.32
878298,529,Barcelona,6,6,16,4,10,6,9,6,2.0,70%,0.0,,2.0,625,550,88%,1.77
878299,533,Villarreal,7,3,13,3,7,6,14,7,1.0,65%,1.0,,8.0,567,489,86%,2.40
878299,724,Cadiz,8,5,16,3,11,5,8,6,1.0,35%,2.0,,5.0,288,219,76%,1.73
878300,541,Real Madrid,3,6,12,3,6,6,11,5,4.0,61%,1.0,,5.0,717,655,91%,1.29
878300,728,Rayo Vallecano,6,6,15,3,8,7,14,2,0.0,39%,3.0,,1.0,450,384,85%,0.68
878294,797,Elche,7,8,20,5,12,8,12,9,5.0,72%,1.0,0.0,2.0,555,488,88%,1.50
878294,536,Sevilla,3,6,9,0,7,2,10,5,5.0,28%,4.0,1.0,6.0,211,152,72%,0.69
878297,540,Espanyol,13,3,26,10,17,9,6,16,4.0,45%,2.0,,4.0,435,367,84%,3.11
878297,530,Atletico Madrid,7,6,16,3,11,5,9,1,4.0,55%,3.0,,10.0,583,511,88%,2.29
878292,543,Real Betis,4,7,11,0,6,5,8,2,1.0,71%,2.0,1.0,1.0,622,510,82%,1.22
878292,546,Getafe,2,5,9,2,4,5,12,5,1.0,29%,5.0,0.0,4.0,240,137,57%,0.49
878295,798,Mallorca,3,0,4,1,3,1,15,2,,40%,4.0,,5.0,326,243,75%,0.54
878295,532,Valencia,5,4,15,6,12,3,12,4,,60%,2.0,,2.0,485,399,82%,1.96
878296,727,Osasuna,3,3,9,3,5,4,17,3,2.0,49%,3.0,,5.0,391,289,74%,0.81
878296,531,Athletic Club,5,5,10,0,7,3,13,6,2.0,51%,3.0,,1.0,400,325,81%,0.67
878311,536,Sevilla,1,8,11,2,5,6,23,1,1.0,33%,2.0,1.0,1.0,351,291,83%,1.20
878311,541,Real Madrid,3,2,6,1,4,2,10,1,2.0,67%,4.0,0.0,0.0,737,675,92%,0.77
878304,529,Barcelona,9,11,28,8,21,7,4,14,0.0,78%,,0.0,1.0,713,649,91%,3.64
878304,798,Mallorca,1,0,3,2,3,0,9,3,1.0,22%,,1.0,5.0,196,132,67%,0.09
878303,530,Atletico Madrid,5,3,11,3,7,4,8,6,2.0,50%,2.0,,4.0,514,428,83%,0.69
878303,548,Real Sociedad,5,4,10,1,9,1,10,4,0.0,50%,2.0,,3.0,512,437,85%,1.21
878302,531,Athletic Club,8,9,27,10,19,8,7,19,1.0,64%,1.0,,1.0,533,462,87%,2.57
878302,797,Elche,2,3,6,1,5,1,10,3,2.0,36%,1.0,,7.0,303,228,75%,0.96
878310,532,Valencia,4,8,19,7,11,8,12,10,2.0,53%,0.0,,3.0,415,330,80%,2.68
878310,540,Espanyol,5,2,9,2,6,3,12,3,0.0,47%,3.0,,2.0,376,285,76%,1.14
878305,546,Getafe,6,8,16,2,12,4,11,1,4.0,50%,4.0,,1.0,401,269,67%,2.65
878305,727,Osasuna,2,7,10,1,5,5,6,1,1.0,50%,1.0,,4.0,404,268,66%,0.63
878309,547,Girona,3,5,9,1,8,1,14,8,2.0,54%,0.0,,6.0,501,438,87%,1.08
878309,543,Real Betis,7,9,18,2,12,6,12,5,3.0,46%,1.0,,2.0,442,386,87%,2.46
878308,723,Almeria,7,10,23,6,16,7,11,2,0.0,49%,0.0,,2.0,370,284,77%,1.59
878308,720,Valladolid,2,2,8,4,5,3,16,4,7.0,51%,4.0,,7.0,391,307,79%,0.48
878306,724,Cadiz,3,7,13,3,12,1,16,3,3.0,49%,9.0,,4.0,380,285,75%,1.70
878306,538,Celta Vigo,4,3,9,2,3,6,10,3,0.0,51%,6.0,,1.0,398,301,76%,0.61
878307,728,Rayo Vallecano,4,10,15,1,8,7,9,4,9.0,31%,3.0,,1.0,235,167,71%,1.36
878307,533,Villarreal,2,3,7,2,5,2,9,6,1.0,69%,4.0,,2.0,557,464,83%,0.43
878316,533,Villarreal,7,12,22,3,10,12,9,12,2.0,66%,3.0,0.0,1.0,610,552,90%,1.59
878316,530,Atletico Madrid,3,2,9,4,8,1,12,1,0.0,34%,2.0,1.0,5.0,315,255,81%,1.81
878315,541,Real Madrid,2,4,9,3,6,3,11,5,1.0,64%,2.0,,8.0,633,575,91%,1.76
878315,531,Athletic Club,9,2,15,4,8,7,14,6,4.0,36%,2.0,,1.0,340,277,81%,2.36
878314,548,Real Sociedad,6,7,17,4,11,6,10,5,2.0,56%,0.0,,3.0,498,418,84%,1.80
878314,536,Sevilla,4,4,9,1,5,4,13,2,3.0,44%,1.0,,4.0,399,311,78%,0.43
878321,727,Osasuna,7,5,14,2,11,3,12,5,3.0,37%,1.0,,5.0,317,252,79%,1.80
878321,547,Girona,6,3,11,2,6,5,9,2,2.0,63%,5.0,,5.0,545,483,89%,0.92
878313,798,Mallorca,4,4,8,0,7,1,14,2,2.0,47%,,,4.0,340,261,77%,2.25
878313,728,Rayo Vallecano,4,12,21,5,9,12,15,6,0.0,53%,,,0.0,355,286,81%,1.12
878317,538,Celta Vigo,9,3,12,0,3,9,13,2,7.0,27%,2.0,,1.0,239,178,74%,0.66
878317,529,Barcelona,2,5,9,2,5,4,9,4,3.0,73%,2.0,,7.0,651,579,89%,1.25
878320,540,Espanyol,8,3,12,1,7,5,11,7,2.0,63%,2.0,,1.0,458,395,86%,0.59
878320,723,Almeria,4,4,11,3,8,3,12,5,0.0,37%,4.0,,5.0,264,201,76%,1.79
878312,543,Real Betis,3,3,8,2,6,2,11,4,3.0,61%,3.0,0.0,2.0,568,482,85%,0.63
878312,532,Valencia,3,5,10,2,5,5,11,4,4.0,39%,0.0,1.0,2.0,350,278,79%,1.17
878318,720,Valladolid,0,12,15,3,7,8,9,6,2.0,80%,1.0,,1.0,587,491,84%,0.90
878318,546,Getafe,1,2,4,1,3,1,25,1,1.0,20%,3.0,,0.0,157,65,41%,0.50
878319,797,Elche,5,5,12,2,8,4,18,7,3.0,67%,4.0,,2.0,487,394,81%,1.58
878319,724,Cadiz,3,7,14,4,7,7,8,4,0.0,33%,3.0,,4.0,239,163,68%,2.55
