fixture_id,team,formation,coach,player_id,player_name,number,position,grid,status
1035037,Burnley,5-4-1,V. Kompany,162489,J. Trafford,1,G,1:1,starter
1035037,Burnley,5-4-1,V. Kompany,19331,C. Roberts,14,D,2:5,starter
1035037,Burnley,5-4-1,V. Kompany,323449,A. Al Dakhil,28,D,2:4,starter
1035037,Burnley,5-4-1,V. Kompany,17597,D. O'Shea,2,D,2:3,starter
1035037,Burnley,5-4-1,V. Kompany,25628,J. Beyer,5,D,2:2,starter
1035037,Burnley,5-4-1,V. Kompany,8661,Vitinho,22,D,2:1,starter
1035037,Burnley,5-4-1,V. Kompany,359603,L. Koleosho,30,M,3:4,starter
1035037,Burnley,5-4-1,V. Kompany,1934,S. Berge,16,M,3:3,starter
1035037,Burnley,5-4-1,V. Kompany,19827,J. Cullen,24,M,3:2,starter
1035037,Burnley,5-4-1,V. Kompany,98936,L. Foster,17,M,3:1,starter
1035037,Burnley,5-4-1,V. Kompany,123469,Z. Amdouni,25,F,4:1,starter
1035037,Burnley,5-4-1,V. Kompany,22,J. Bruun Larsen,34,F,,substitute
1035037,Burnley,5-4-1,V. Kompany,129169,A. Zaroury,19,F,,substitute
1035037,Burnley,5-4-1,V. Kompany,8589,B. Manuel,10,F,,substitute
1035037,Burnley,5-4-1,V. Kompany,18948,N. Redmond,15,M,,substitute
1035037,Burnley,5-4-1,V. Kompany,19268,J. Brownhill,8,M,,substitute
1035037,Burnley,5-4-1,V. Kompany,47903,H. Ekdal,18,D,,substitute
1035037,Burnley,5-4-1,V. Kompany,2790,J. Guðmunds­son,7,M,,substitute
1035037,Burnley,5-4-1,V. Kompany,18922,J. Cork,4,M,,substitute
1035037,Burnley,5-4-1,V. Kompany,616,A. Murić,49,G,,substitute
1035037,Manchester City,4-2-3-1,Pep Guardiola,617,Ederson,31,G,1:1,starter
1035037,Manchester City,4-2-3-1,Pep Guardiola,627,K. Walker,2,D,2:4,starter
1035037,Manchester City,4-2-3-1,Pep Guardiola,5,M. Akanji,25,D,2:3,starter
1035037,Manchester City,4-2-3-1,Pep Guardiola,18861,N. Aké,6,D,2:2,starter
1035037,Manchester City,4-2-3-1,Pep Guardiola,284230,R. Lewis,82,D,2:1,starter
1035037,Manchester City,4-2-3-1,Pep Guardiola,629,K. De Bruyne,17,M,3:2,starter
1035037,Manchester City,4-2-3-1,Pep Guardiola,44,Rodri,16,M,3:1,starter
1035037,Manchester City,4-2-3-1,Pep Guardiola,636,Bernardo Silva,20,M,4:3,starter
1035037,Manchester City,4-2-3-1,Pep Guardiola,6009,J. Álvarez,19,M,4:2,starter
1035037,Manchester City,4-2-3-1,Pep Guardiola,631,P. Foden,47,M,4:1,starter
1035037,Manchester City,4-2-3-1,Pep Guardiola,1100,E. Haaland,9,F,5:1,starter
1035037,Manchester City,4-2-3-1,Pep Guardiola,2291,M. Kovačić,8,M,,substitute
1035037,Manchester City,4-2-3-1,Pep Guardiola,622,Aymeric Laporte,14,D,,substitute
1035037,Manchester City,4-2-3-1,Pep Guardiola,129033,J. Gvardiol,24,D,,substitute
1035037,Manchester City,4-2-3-1,Pep Guardiola,152982,C. Palmer,80,M,,substitute
1035037,Manchester City,4-2-3-1,Pep Guardiola,158697,J. McAtee,87,M,,substitute
1035037,Manchester City,4-2-3-1,Pep Guardiola,19187,J. Grealish,10,M,,substitute
1035037,Manchester City,4-2-3-1,Pep Guardiola,25004,S. Ortega,18,G,,substitute
1035037,Manchester City,4-2-3-1,Pep Guardiola,23,Sergio Gómez,21,M,,substitute
1035037,Manchester City,4-2-3-1,Pep Guardiola,19130,K. Phillips,4,M,,substitute
1035038,Arsenal,4-3-3,Mikel Arteta,20355,A. Ramsdale,1,G,1:1,starter
1035038,Arsenal,4-3-3,Mikel Arteta,49,T. Partey,5,D,2:4,starter
1035038,Arsenal,4-3-3,Mikel Arteta,19959,B. White,4,D,2:3,starter
1035038,Arsenal,4-3-3,Mikel Arteta,22090,W. Saliba,2,D,2:2,starter
1035038,Arsenal,4-3-3,Mikel Arteta,38746,J. Timber,12,D,2:1,starter
1035038,Arsenal,4-3-3,Mikel Arteta,37127,M. Ødegaard,8,M,3:3,starter
1035038,Arsenal,4-3-3,Mikel Arteta,2937,D. Rice,41,M,3:2,starter
1035038,Arsenal,4-3-3,Mikel Arteta,978,K. Havertz,29,M,3:1,starter
1035038,Arsenal,4-3-3,Mikel Arteta,1460,B. Saka,7,F,4:3,starter
1035038,Arsenal,4-3-3,Mikel Arteta,1468,E. Nketiah,14,F,4:2,starter
