fixture_id,team,formation,coach,player_id,player_name,number,position,grid,status
605067,Eibar,4-4-2,Mendilibar,2813,M. Dmitrović,1,G,1:1,starter
605067,Eibar,4-4-2,Mendilibar,47383,Paulo Oliveira,4,D,2:4,starter
605067,Eibar,4-4-2,Mendilibar,47378,Bigas,3,D,2:3,starter
605067,Eibar,4-4-2,Mendilibar,46757,Rober Correa,20,D,2:2,starter
605067,Eibar,4-4-2,Mendilibar,47387,P. Diop,8,M,2:1,starter
605067,Eibar,4-4-2,Mendilibar,2600,T. Inui,14,M,3:4,starter
605067,Eibar,4-4-2,Mendilibar,47392,Pedro León,21,M,3:3,starter
605067,Eibar,4-4-2,Mendilibar,47385,Sergio Álvarez,6,D,3:2,starter
605067,Eibar,4-4-2,Mendilibar,46799,Edu Expósito,10,M,3:1,starter
605067,Eibar,4-4-2,Mendilibar,47396,Kike,17,F,4:2,starter
605067,Eibar,4-4-2,Mendilibar,47395,Sergi Enrich,9,F,4:1,starter
605067,Eibar,4-4-2,Mendilibar,1328,D. Kądzior,19,F,,substitute
605067,Eibar,4-4-2,Mendilibar,47413,Recio,18,M,,substitute
605067,Eibar,4-4-2,Mendilibar,41149,Rafa,11,D,,substitute
605067,Eibar,4-4-2,Mendilibar,183777,Dufur,29,M,,substitute
605067,Eibar,4-4-2,Mendilibar,46940,E. Burgos,2,D,,substitute
605067,Eibar,4-4-2,Mendilibar,183716,Eñaut Mendia,28,M,,substitute
605067,Eibar,4-4-2,Mendilibar,46680,José Martínez,5,D,,substitute
605067,Eibar,4-4-2,Mendilibar,181867,Miguel Atienza,33,M,,substitute
605067,Eibar,4-4-2,Mendilibar,46709,Álvaro Tejero,22,D,,substitute
605067,Eibar,4-4-2,Mendilibar,46809,Quique González,7,F,,substitute
605067,Eibar,4-4-2,Mendilibar,47476,Yoel,13,G,,substitute
605067,Eibar,4-4-2,Mendilibar,183891,Unai Arieta,32,F,,substitute
605067,Celta Vigo,4-3-3,Óscar García,47427,Iván Villar,1,G,1:1,starter
605067,Celta Vigo,4-3-3,Óscar García,47432,Hugo Mallo,2,D,2:4,starter
605067,Celta Vigo,4-3-3,Óscar García,2870,N. Araújo,4,D,2:3,starter
605067,Celta Vigo,4-3-3,Óscar García,47433,L. Olaza,15,D,2:2,starter
605067,Celta Vigo,4-3-3,Óscar García,1926,J. Aidoo,18,D,2:1,starter
605067,Celta Vigo,4-3-3,Óscar García,47443,O. Yokuşlu,5,M,3:3,starter
605067,Celta Vigo,4-3-3,Óscar García,2433,R. Tapia,14,M,3:2,starter
605067,Celta Vigo,4-3-3,Óscar García,47446,E. Mor,11,F,3:1,starter
605067,Celta Vigo,4-3-3,Óscar García,47440,Brais Méndez,23,M,4:3,starter
605067,Celta Vigo,4-3-3,Óscar García,47445,Iago Aspas,10,F,4:2,starter
605067,Celta Vigo,4-3-3,Óscar García,2058,Nolito,9,F,4:1,starter
605067,Celta Vigo,4-3-3,Óscar García,162212,Miguel Baeza,27,M,,substitute
605067,Celta Vigo,4-3-3,Óscar García,934,Santi Mina,22,F,,substitute
605067,Celta Vigo,4-3-3,Óscar García,47435,Fran Beltrán,8,M,,substitute
605067,Celta Vigo,4-3-3,Óscar García,182501,José Fontán,29,D,,substitute
605067,Celta Vigo,4-3-3,Óscar García,47080,Jorge Sáenz,16,D,,substitute
605067,Celta Vigo,4-3-3,Óscar García,47434,Kevin Vázquez,20,D,,substitute
605067,Celta Vigo,4-3-3,Óscar García,192434,Miguel Rodríguez,32,F,,substitute
605067,Celta Vigo,4-3-3,Óscar García,47431,Juncà,17,D,,substitute
605067,Celta Vigo,4-3-3,Óscar García,182538,Iago Domínguez,26,G,,substitute
605067,Celta Vigo,4-3-3,Óscar García,1461,Denis Suárez,6,M,,substitute
605067,Celta Vigo,4-3-3,Óscar García,182504,Gabri Veiga,31,M,,substitute
605067,Celta Vigo,4-3-3,Óscar García,46692,Vadillo,7,M,,substitute
605069,Granada CF,4-2-3-1,Diego Martínez,46672,Rui Silva,1,G,1:1,starter
605069,Granada CF,4-2-3-1,Diego Martínez,46683,Germán Sánchez,6,D,2:4,starter
605069,Granada CF,4-2-3-1,Diego Martínez,47251,D. Foulquier,2,D,2:3,starter
605069,Granada CF,4-2-3-1,Diego Martínez,46795,Domingos Duarte,22,D,2:2,starter
605069,Granada CF,4-2-3-1,Diego Martínez,46682,Carlos Neva,15,D,2:1,starter
605069,Granada CF,4-2-3-1,Diego Martínez,46687,Montoro,19,M,3:2,starter
605069,Granada CF,4-2-3-1,Diego Martínez,46689,Antonio Puertas,10,M,3:1,starter
605069,Granada CF,4-2-3-1,Diego Martínez,47085,Luis Milla,5,M,4:3,starter
605069,Granada CF,4-2-3-1,Diego Martínez,2449,Y. Herrera,21,M,4:2,starter
605069,Granada CF,4-2-3-1,Diego Martínez,1375,Soldado,9,F,4:1,starter
605069,Granada CF,4-2-3-1,Diego Martínez,2459,D. Machís,11,M,5:1,starter
605069,Granada CF,4-2-3-1,Diego Martínez,2051,M. Gonalons,4,M,,substitute
605069,Granada CF,4-2-3-1,Diego Martínez,46693,Fede Vico,14,M,,substitute
605069,Granada CF,4-2-3-1,Diego Martínez,18902,Kenedy,24,F,,substitute
605069,Granada CF,4-2-3-1,Diego Martínez,46685,R. Azeez,12,M,,substitute
605069,Granada CF,4-2-3-1,Diego Martínez,46677,Víctor Díaz,16,D,,substitute
605069,Granada CF,4-2-3-1,Diego Martínez,47063,Alberto Soro,26,M,,substitute
605069,Granada CF,4-2-3-1,Diego Martínez,46679,Quini,17,D,,substitute
605069,Granada CF,4-2-3-1,Diego Martínez,147797,Antoñín Cortés,7,F,,substitute
605069,Granada CF,4-2-3-1,Diego Martínez,46673,Aarón Escandell,13,G,,substitute
605069,Granada CF,4-2-3-1,Diego Martínez,96476,Andorinha,35,G,,substitute
605069,Granada CF,4-2-3-1,Diego Martínez,741,Vallejo,20,D,,substitute
605069,Granada CF,4-2-3-1,Diego Martínez,47265,Jorge Molina,23,F,,substitute
605069,Athletic Club,4-2-3-1,Gaizka Garitano,47270,Unai Simón,1,G,1:1,starter
605069,Athletic Club,4-2-3-1,Gaizka Garitano,47272,Balenziaga,24,D,2:4,starter
605069,Athletic Club,4-2-3-1,Gaizka Garitano,47275,De Marcos,18,M,2:3,starter
605069,Athletic Club,4-2-3-1,Gaizka Garitano,2670,Íñigo Martínez,4,D,2:2,starter
605069,Athletic Club,4-2-3-1,Gaizka Garitano,47274,Capa,21,D,2:1,starter
605069,Athletic Club,4-2-3-1,Gaizka Garitano,47271,Yeray,5,D,3:2,starter
605069,Athletic Club,4-2-3-1,Gaizka Garitano,47282,Raúl García,22,F,3:1,starter
605069,Athletic Club,4-2-3-1,Gaizka Garitano,47281,Dani García,14,M,4:3,starter
605069,Athletic Club,4-2-3-1,Gaizka Garitano,47418,Mikel Vesga,6,M,4:2,starter
605069,Athletic Club,4-2-3-1,Gaizka Garitano,2672,Muniain,10,M,4:1,starter
605069,Athletic Club,4-2-3-1,Gaizka Garitano,182563,Jon Morcillo,32,M,5:1,starter
605069,Athletic Club,4-2-3-1,Gaizka Garitano,47285,Unai López,8,M,,substitute
605069,Athletic Club,4-2-3-1,Gaizka Garitano,47294,Williams,9,F,,substitute
605069,Athletic Club,4-2-3-1,Gaizka Garitano,128398,Oihan Sancet,16,M,,substitute
605069,Athletic Club,4-2-3-1,Gaizka Garitano,104853,Asier Villalibre,20,F,,substitute
605069,Athletic Club,4-2-3-1,Gaizka Garitano,182639,Unai Vencedor,27,M,,substitute
605069,Athletic Club,4-2-3-1,Gaizka Garitano,125,Jokin Ezkieta,13,G,,substitute
605069,Athletic Club,4-2-3-1,Gaizka Garitano,47279,Iñigo Córdoba,11,M,,substitute
605069,Athletic Club,4-2-3-1,Gaizka Garitano,47277,Unai Núñez,3,D,,substitute
605069,Athletic Club,4-2-3-1,Gaizka Garitano,182560,Oier Zarraga,28,M,,substitute
605069,Athletic Club,4-2-3-1,Gaizka Garitano,47276,Lekue,15,D,,substitute
605069,Athletic Club,4-2-3-1,Gaizka Garitano,47273,Yuri,17,D,,substitute
605069,Athletic Club,4-2-3-1,Gaizka Garitano,47292,K. Kodro,19,F,,substitute
605068,Cadiz,4-2-3-1,Álvaro,46755,David Gil,13,G,1:1,starter
605068,Cadiz,4-2-3-1,Álvaro,46998,Juan Cala,16,D,2:4,starter
605068,Cadiz,4-2-3-1,Álvaro,47100,Isaac Carcelén,20,D,2:3,starter
605068,Cadiz,4-2-3-1,Álvaro,46762,M. López,4,D,2:2,starter
605068,Cadiz,4-2-3-1,Álvaro,46759,A. Espino,22,D,2:1,starter
605068,Cadiz,4-2-3-1,Álvaro,46760,Sergio González,23,M,3:2,starter
605068,Cadiz,4-2-3-1,Álvaro,46772,José Mari,6,M,3:1,starter
605068,Cadiz,4-2-3-1,Álvaro,46775,Salvi,7,M,4:3,starter
605068,Cadiz,4-2-3-1,Álvaro,47199,Y. Bodiger,12,M,4:2,starter
605068,Cadiz,4-2-3-1,Álvaro,47061,Jorge Pombo,11,M,4:1,starter
605068,Cadiz,4-2-3-1,Álvaro,50502,Álvaro Negredo,18,F,5:1,starter
605068,Cadiz,4-2-3-1,Álvaro,47084,F. Malbašić,24,F,,substitute
605068,Cadiz,4-2-3-1,Álvaro,50009,J. Jønsson,2,M,,substitute
605068,Cadiz,4-2-3-1,Álvaro,46769,Álex,8,M,,substitute
605068,Cadiz,4-2-3-1,Álvaro,46824,Alejo,14,M,,substitute
605068,Cadiz,4-2-3-1,Álvaro,47525,A. Lozano,9,F,,substitute
605068,Cadiz,4-2-3-1,Álvaro,179070,Marc Baró,27,D,,substitute
605068,Cadiz,4-2-3-1,Álvaro,47561,Carlos Akapo,15,D,,substitute
605068,Cadiz,4-2-3-1,Álvaro,48573,J. Rhyner,19,D,,substitute
605068,Cadiz,4-2-3-1,Álvaro,46754,Alberto Cifuentes,1,G,,substitute
605068,Cadiz,4-2-3-1,Álvaro,125386,J. Flere,26,G,,substitute
605068,Cadiz,4-2-3-1,Álvaro,47229,Fali Jiménez,3,D,,substitute
605068,Cadiz,4-2-3-1,Álvaro,13114,A. Fernández,17,M,,substitute
605068,Osasuna,4-4-2,Arrasate,46646,Sergio Herrera,1,G,1:1,starter
605068,Osasuna,4-4-2,Arrasate,46654,Aridane,23,D,2:4,starter
605068,Osasuna,4-4-2,Arrasate,46656,Oier,6,M,2:3,starter
605068,Osasuna,4-4-2,Arrasate,46967,Juan Cruz,3,D,2:2,starter
605068,Osasuna,4-4-2,Arrasate,46653,David García,5,D,2:1,starter
605068,Osasuna,4-4-2,Arrasate,46657,Nacho Vidal,2,D,3:4,starter
605068,Osasuna,4-4-2,Arrasate,46665,Iñigo Pérez,21,M,3:3,starter
605068,Osasuna,4-4-2,Arrasate,46666,Roberto Torres,10,M,3:2,starter
605068,Osasuna,4-4-2,Arrasate,46658,Rubén García,14,F,3:1,starter
605068,Osasuna,4-4-2,Arrasate,46662,Moncayola,27,M,4:2,starter
605068,Osasuna,4-4-2,Arrasate,392,Adrián,20,F,4:1,starter
605068,Osasuna,4-4-2,Arrasate,1825,Lucas Torró,24,M,,substitute
605068,Osasuna,4-4-2,Arrasate,47393,Cardona,17,F,,substitute
605068,Osasuna,4-4-2,Arrasate,46667,Kike Barja,11,F,,substitute
605068,Osasuna,4-4-2,Arrasate,47581,Enric Gallego,19,F,,substitute
