fixture_id,team_id,team_name,shots_on_goal,shots_off_goal,total_shots,blocked_shots,shots_insidebox,shots_outsidebox,fouls,corner_kicks,offsides,ball_possession,yellow_cards,red_cards,goalkeeper_saves,total_passes,passes_accurate,passes_%
605067,545,Eibar,1,5,8,2,4,4,17,3,0.0,50%,4.0,1.0,3.0,331,182,55%
605067,538,Celta Vigo,3,3,6,0,6,0,13,3,5.0,50%,4.0,0.0,1.0,338,192,57%
605069,715,Granada CF,2,2,4,0,2,2,8,1,5.0,40%,3.0,,2.0,332,230,69%
605069,531,Athletic Club,2,7,9,0,7,2,10,2,0.0,60%,4.0,,0.0,470,364,77%
605068,724,Cadiz,3,7,12,2,6,6,14,6,2.0,52%,2.0,,2.0,362,244,67%
605068,727,Osasuna,4,2,6,0,4,2,21,2,1.0,48%,2.0,,3.0,336,205,61%
605065,542,Alaves,2,3,7,2,6,1,19,6,8.0,41%,3.0,,3.0,299,223,75%
605065,543,Real Betis,4,5,11,2,4,7,17,4,3.0,59%,3.0,,2.0,428,336,79%
605072,720,Valladolid,3,5,8,0,8,0,15,5,1.0,40%,4.0,,1.0,262,173,66%
605072,548,Real Sociedad,2,6,8,0,4,4,17,3,1.0,60%,1.0,,1.0,393,297,76%
605073,533,Villarreal,4,7,15,4,11,4,10,6,4.0,65%,1.0,,2.0,549,471,86%
605073,726,Huesca,3,4,10,3,8,2,22,6,4.0,35%,1.0,,3.0,280,210,75%
605071,532,Valencia,8,4,14,2,8,6,9,3,4.0,44%,1.0,,6.0,370,298,81%
605071,539,Levante,8,9,19,2,11,8,14,4,1.0,56%,4.0,,4.0,460,394,86%
605083,533,Villarreal,8,6,14,0,12,2,5,4,9.0,57%,1.0,,3.0,434,339,78%
605083,545,Eibar,4,6,12,2,7,5,12,3,5.0,43%,1.0,,5.0,305,216,71%
605077,546,Getafe,1,3,6,2,4,2,19,4,2.0,55%,4.0,,3.0,418,272,65%
605077,727,Osasuna,3,6,10,1,3,7,13,1,3.0,45%,2.0,,1.0,346,194,56%
605076,538,Celta Vigo,6,10,23,7,14,9,12,6,2.0,51%,3.0,,2.0,430,351,82%
605076,532,Valencia,3,4,9,2,5,4,13,6,0.0,49%,1.0,,4.0,401,326,81%
605079,726,Huesca,1,3,5,1,3,2,18,2,4.0,70%,3.0,,2.0,582,499,86%
605079,724,Cadiz,4,2,6,0,3,3,23,1,0.0,30%,3.0,,0.0,235,146,62%
605075,543,Real Betis,6,6,16,4,10,6,18,5,1.0,56%,3.0,,2.0,511,413,81%
605075,720,Valladolid,2,3,9,4,6,3,10,3,4.0,44%,0.0,,4.0,390,295,76%
605078,715,Granada CF,3,5,10,2,8,2,9,4,5.0,56%,0.0,,2.0,369,280,76%
605078,542,Alaves,3,0,5,2,2,3,12,4,0.0,44%,3.0,,1.0,289,197,68%
605081,548,Real Sociedad,1,4,6,1,5,1,17,1,2.0,32%,2.0,,4.0,330,251,76%
605081,541,Real Madrid,4,5,16,7,8,8,12,11,3.0,68%,2.0,,1.0,693,614,89%
605085,542,Alaves,0,8,9,1,5,4,13,1,2.0,47%,2.0,,4.0,320,174,54%
605085,546,Getafe,4,6,11,1,8,3,13,5,3.0,53%,2.0,,0.0,352,230,65%
605092,532,Valencia,2,2,5,1,3,2,14,4,2.0,47%,0.0,,3.0,368,283,77%
605092,726,Huesca,4,9,17,4,10,7,20,4,3.0,53%,1.0,,1.0,397,330,83%
605094,797,Elche,2,2,5,1,2,3,11,2,1.0,40%,3.0,,4.0,338,260,77%
605094,548,Real Sociedad,7,7,27,13,20,7,12,11,2.0,60%,1.0,,2.0,492,423,86%
605088,543,Real Betis,5,5,15,5,9,6,9,8,1.0,45%,5.0,1.0,2.0,455,373,82%
605088,541,Real Madrid,4,7,11,0,10,1,10,3,8.0,55%,2.0,0.0,3.0,539,466,86%
605091,727,Osasuna,4,4,8,0,4,4,15,3,2.0,41%,2.0,,2.0,295,184,62%
605091,539,Levante,5,5,11,1,9,2,16,7,7.0,59%,0.0,,2.0,434,312,72%
605089,545,Eibar,1,6,7,0,3,4,15,5,5.0,49%,1.0,,3.0,328,205,63%
605089,531,Athletic Club,5,3,9,1,7,2,12,4,4.0,51%,1.0,,0.0,355,222,63%
605086,530,Atletico Madrid,10,7,17,0,15,2,16,1,2.0,55%,3.0,,6.0,514,428,83%
605086,715,Granada CF,6,3,11,2,5,6,14,1,0.0,45%,2.0,,4.0,404,305,75%
605093,720,Valladolid,4,5,10,1,6,4,26,4,2.0,53%,3.0,,0.0,352,261,74%
605093,538,Celta Vigo,1,3,5,1,3,2,17,1,2.0,47%,4.0,,3.0,321,229,71%
605090,724,Cadiz,5,6,12,1,6,6,9,6,0.0,24%,4.0,,2.0,209,128,61%
605090,536,Sevilla,5,8,14,1,12,2,14,5,2.0,76%,2.0,,4.0,706,640,91%
605087,529,Barcelona,9,3,17,5,15,2,9,8,1.0,56%,0.0,,1.0,685,611,89%
605087,533,Villarreal,1,2,5,2,5,0,10,4,4.0,44%,1.0,,6.0,517,438,85%
605102,548,Real Sociedad,3,5,11,3,5,6,16,9,1.0,65%,1.0,,4.0,520,432,83%
605102,532,Valencia,5,1,9,3,4,5,15,3,4.0,35%,5.0,,3.0,273,194,71%
605098,546,Getafe,4,1,8,3,6,2,15,1,3.0,30%,4.0,0.0,2.0,267,155,58%
605098,543,Real Betis,2,4,10,4,5,5,17,4,1.0,70%,4.0,1.0,1.0,625,525,84%
605104,533,Villarreal,6,4,10,0,7,3,11,2,4.0,58%,0.0,,2.0,549,458,83%
605104,542,Alaves,3,5,8,0,7,1,13,0,2.0,42%,2.0,,2.0,377,286,76%
605100,726,Huesca,3,4,9,2,5,4,13,5,1.0,36%,1.0,,2.0,359,272,76%
605100,530,Atletico Madrid,2,7,16,7,9,7,10,7,2.0,64%,0.0,,3.0,626,539,86%
605101,541,Real Madrid,5,6,15,4,12,3,11,4,2.0,63%,2.0,,5.0,576,500,87%
605101,720,Valladolid,5,6,11,0,6,5,7,7,1.0,37%,1.0,,4.0,322,256,80%
605097,545,Eibar,4,7,12,1,6,6,9,3,0.0,61%,2.0,,1.0,504,418,83%
605097,797,Elche,2,1,5,2,5,0,14,2,1.0,39%,2.0,,4.0,331,220,66%
605095,531,Athletic Club,4,7,13,2,7,6,14,5,7.0,72%,3.0,0.0,1.0,526,440,84%
605095,724,Cadiz,1,2,3,0,2,1,16,2,2.0,28%,5.0,2.0,4.0,211,127,60%
605103,536,Sevilla,2,11,16,3,10,6,14,2,1.0,65%,6.0,,1.0,570,504,88%
605103,539,Levante,1,2,3,0,1,2,17,4,1.0,35%,2.0,,1.0,307,232,76%
605096,538,Celta Vigo,3,2,10,5,6,4,22,3,1.0,43%,5.0,0.0,2.0,425,345,81%
605096,529,Barcelona,4,2,7,1,4,3,10,7,2.0,57%,5.0,1.0,3.0,557,477,86%
