id_partida,id_league,referee,date,venue.name,home.name,home.id,away.name,away.id,home.winner,home,away,halftime.home,halftime.away
1005651,71,Paulo Cesar Zanovelli da Silva,2023-04-15T19:00:00+00:00,Allianz Parque,Palmeiras,121,Cuiaba,1193,True,2,1,1,1
1005658,71,Braulio da Silva Machado,2023-04-15T19:00:00+00:00,Estádio Raimundo Sampaio,America Mineiro,125,Fluminense,124,False,0,3,0,0
1005650,71,Ramon Abatti,2023-04-15T21:30:00+00:00,Estádio Nilton Santos,Botafogo,120,Sao Paulo,126,True,2,1,1,1
1005656,71,Rafael Rodrigo Klein,2023-04-15T21:30:00+00:00,Arena da Baixada,Atletico Paranaense,134,Goias,151,True,2,0,1,0
1005657,71,Edina Alves Batista,2023-04-15T21:30:00+00:00,Estádio Governador Plácido Aderaldo Castelo,Fortaleza EC,154,Internacional,119,,1,1,0,0
1005653,71,Maguielson Lima Barbosa,2023-04-15T21:30:00+00:00,Estádio Nabi Abi Chedid,RB Bragantino,794,Bahia,118,True,2,1,0,1
1005654,71,Raphael Claus,2023-04-16T00:00:00+00:00,Estádio Governador Magalhães Pinto,Atletico-MG,1062,Vasco DA Gama,133,False,1,2,1,2
1005649,71,Rodrigo José Pereira de Lima,2023-04-16T19:00:00+00:00,Estadio Jornalista Mário Filho,Flamengo,127,Coritiba,147,True,3,0,1,0
1005652,71,Anderson Daronco,2023-04-16T19:00:00+00:00,Neo Química Arena,Corinthians,131,Cruzeiro,135,True,2,1,0,0
1005655,71,Wilton Pereira Sampaio,2023-04-16T21:30:00+00:00,Estádio Alfredo Jaconi,Gremio,130,Santos,128,True,1,0,1,0
1005659,71,Paulo Cesar Zanovelli da Silva,2023-04-22T19:00:00+00:00,Estadio Jornalista Mário Filho,Fluminense,124,Atletico Paranaense,134,True,2,0,1,0
1005661,71,Wagner do Nascimento Magalhaes,2023-04-22T21:30:00+00:00,Estádio Cícero Pompeu de Toledo,Sao Paulo,126,America Mineiro,125,True,3,0,1,0
1005668,71,Caio Max Augusto Vieira,2023-04-22T21:30:00+00:00,Arena Pantanal,Cuiaba,1193,RB Bragantino,794,,1,1,0,0
1005664,71,Flavio Rodrigues De Souza,2023-04-23T00:00:00+00:00,Estádio Raimundo Sampaio,Cruzeiro,135,Gremio,130,True,1,0,0,0
1005665,71,Ramon Abatti,2023-04-23T14:00:00+00:00,Estádio José Pinheiro Borda,Internacional,119,Flamengo,127,True,2,1,0,0
1005662,71,Braulio da Silva Machado,2023-04-23T19:00:00+00:00,Estádio Urbano Caldeira,Santos,128,Atletico-MG,1062,,0,0,0,0
1005660,71,Rafael Rodrigo Klein,2023-04-23T19:00:00+00:00,Estadio Jornalista Mário Filho,Vasco DA Gama,133,Palmeiras,121,,2,2,2,1
1005666,71,Wilton Pereira Sampaio,2023-04-23T21:30:00+00:00,Estádio Major Antônio Couto Pereira,Coritiba,147,Fortaleza EC,154,False,0,3,0,0
1005663,71,Bruno Arleu de Araujo,2023-04-23T22:00:00+00:00,Estádio de Hailé Pinheiro,Goias,151,Corinthians,131,True,3,1,1,1
1005667,71,Raphael Claus,2023-04-24T23:00:00+00:00,Arena Fonte Nova,Bahia,118,Botafogo,120,False,1,2,1,1
1005676,71,Rafael Rodrigo Klein,2023-04-29T19:30:00+00:00,Estádio Major Antônio Couto Pereira,Coritiba,147,Sao Paulo,126,,1,1,1,0
1005677,71,Raphael Claus,2023-04-29T19:30:00+00:00,Estádio Governador Plácido Aderaldo Castelo,Fortaleza EC,154,Fluminense,124,True,4,2,2,1
1005671,71,Wilton Pereira Sampaio,2023-04-29T21:30:00+00:00,Allianz Parque,Palmeiras,121,Corinthians,131,True,2,1,2,0
1005672,71,Anderson Daronco,2023-04-29T21:30:00+00:00,Estádio Urbano Caldeira,Santos,128,America Mineiro,125,True,3,2,2,1
1005673,71,Braulio da Silva Machado,2023-04-29T21:30:00+00:00,Estádio Nabi Abi Chedid,RB Bragantino,794,Cruzeiro,135,False,0,3,0,1
1005674,71,Ramon Abatti,2023-04-30T00:00:00+00:00,Estádio Raimundo Sampaio,Atletico-MG,1062,Atletico Paranaense,134,True,2,1,1,0
1005669,71,Edina Alves Batista,2023-04-30T19:00:00+00:00,Estadio Jornalista Mário Filho,Flamengo,127,Botafogo,120,False,2,3,0,2
1005675,71,Rodrigo José Pereira de Lima,2023-04-30T21:30:00+00:00,Estádio José Pinheiro Borda,Internacional,119,Goias,151,True,1,0,0,0
1005678,71,Bruno Arleu de Araujo,2023-04-30T21:30:00+00:00,Arena Pantanal,Cuiaba,1193,Gremio,130,False,1,2,1,1
1005670,71,Flavio Rodrigues De Souza,2023-05-01T23:00:00+00:00,Estádio São Januário,Vasco DA Gama,133,Bahia,118,False,0,1,0,1
1005684,71,Bruno Arleu de Araujo,2023-05-06T19:00:00+00:00,Estádio Raimundo Sampaio,Cruzeiro,135,Santos,128,True,2,1,1,0
1005679,71,Wilton Pereira Sampaio,2023-05-07T00:00:00+00:00,Estadio Jornalista Mário Filho,Fluminense,124,Vasco DA Gama,133,,1,1,0,1
1005688,71,Denis Ribeiro Serafim,2023-05-07T14:00:00+00:00,Estádio Raimundo Sampaio,America Mineiro,125,Cuiaba,1193,False,1,2,1,0
1005687,71,Bruno Mota Correia,2023-05-07T19:00:00+00:00,Arena Fonte Nova,Bahia,118,Coritiba,147,True,3,1,1,0
1005681,71,Braulio da Silva Machado,2023-05-07T19:00:00+00:00,Estádio Cícero Pompeu de Toledo,Sao Paulo,126,Internacional,119,True,2,0,1,0
1005686,71,Raphael Claus,2023-05-07T19:00:00+00:00,Arena da Baixada,Atletico Paranaense,134,Flamengo,127,True,2,1,1,1
1005680,71,Flavio Rodrigues De Souza,2023-05-07T21:30:00+00:00,Estádio Nilton Santos,Botafogo,120,Atletico-MG,1062,True,2,0,1,0
1005685,71,Paulo Cesar Zanovelli da Silva,2023-05-07T21:30:00+00:00,Arena do Grêmio,Gremio,130,RB Bragantino,794,,3,3,1,1
1005683,71,Wagner do Nascimento Magalhaes,2023-05-07T21:30:00+00:00,Estádio de Hailé Pinheiro,Goias,151,Palmeiras,121,False,0,5,0,1
1005682,71,Ramon Abatti,2023-05-08T23:00:00+00:00,Neo Química Arena,Corinthians,131,Fortaleza EC,154,,1,1,0,0
1005695,71,Bruno Arleu de Araujo,2023-05-10T22:00:00+00:00,Estádio José Pinheiro Borda,Internacional,119,Atletico Paranaense,134,False,0,2,0,0
1005692,71,Wagner do Nascimento Magalhaes,2023-05-10T22:00:00+00:00,Estádio Urbano Caldeira,Santos,128,Bahia,118,True,3,0,2,0
1005693,71,Rafael Rodrigo Klein,2023-05-10T22:00:00+00:00,Estádio Nabi Abi Chedid,RB Bragantino,794,America Mineiro,125,,2,2,2,1
1005689,71,Sávio Pereira,2023-05-10T23:00:00+00:00,Estadio Jornalista Mário Filho,Flamengo,127,Goias,151,True,2,0,1,0
1005698,71,Wilton Pereira Sampaio,2023-05-10T23:00:00+00:00,Arena Pantanal,Cuiaba,1193,Atletico-MG,1062,False,0,4,0,1
1005691,71,Braulio da Silva Machado,2023-05-11T00:30:00+00:00,Allianz Parque,Palmeiras,121,Gremio,130,True,4,1,1,1
1005694,71,Flavio Rodrigues De Souza,2023-05-11T00:30:00+00:00,Estádio Governador Magalhães Pinto,Cruzeiro,135,Fluminense,124,False,0,2,0,1
1005696,71,Ramon Abatti,2023-05-11T22:00:00+00:00,Estádio Major Antônio Couto Pereira,Coritiba,147,Vasco DA Gama,133,,1,1,1,0
1005690,71,Anderson Daronco,2023-05-11T22:30:00+00:00,Estádio Nilton Santos,Botafogo,120,Corinthians,131,True,3,0,1,0
1005697,71,Paulo Cesar Zanovelli da Silva,2023-05-11T23:00:00+00:00,Estádio Governador Plácido Aderaldo Castelo,Fortaleza EC,154,Sao Paulo,126,,0,0,0,0
