fixture_id,time_elapsed,time_extra,team_id,team_name,team_logo,player_id,player_name,assist_id,assist_name,type,detail,comments
1035037,4,,50,Manchester City,https://media.api-sports.io/football/teams/50.png,1100,E. Haaland,44.0,Rodri,Goal,Normal Goal,
1035037,23,,50,Manchester City,https://media.api-sports.io/football/teams/50.png,629,K. De Bruyne,2291.0,M. Kovačić,subst,Substitution 1,
1035037,36,,50,Manchester City,https://media.api-sports.io/football/teams/50.png,1100,E. Haaland,6009.0,J. Álvarez,Goal,Normal Goal,
1035037,61,,44,Burnley,https://media.api-sports.io/football/teams/44.png,359603,L. Koleosho,22.0,J. Bruun Larsen,subst,Substitution 1,
1035037,61,,44,Burnley,https://media.api-sports.io/football/teams/44.png,123469,Z. Amdouni,129169.0,A. Zaroury,subst,Substitution 2,
1035037,74,,44,Burnley,https://media.api-sports.io/football/teams/44.png,25628,J. Beyer,8589.0,B. Manuel,subst,Substitution 3,
1035037,75,,50,Manchester City,https://media.api-sports.io/football/teams/50.png,44,Rodri,,,Goal,Normal Goal,
1035037,79,,50,Manchester City,https://media.api-sports.io/football/teams/50.png,18861,N. Aké,622.0,Aymeric Laporte,subst,Substitution 2,
1035037,79,,50,Manchester City,https://media.api-sports.io/football/teams/50.png,284230,R. Lewis,129033.0,J. Gvardiol,subst,Substitution 3,
1035037,80,,50,Manchester City,https://media.api-sports.io/football/teams/50.png,1100,E. Haaland,152982.0,C. Palmer,subst,Substitution 4,
1035037,90,4.0,44,Burnley,https://media.api-sports.io/football/teams/44.png,129169,Anass Zaroury,,,Card,Red Card,Foul
1035037,90,3.0,44,Burnley,https://media.api-sports.io/football/teams/44.png,129169,Anass Zaroury,,,Var,Card upgrade,
1035037,90,1.0,44,Burnley,https://media.api-sports.io/football/teams/44.png,98936,L. Foster,18948.0,N. Redmond,subst,Substitution 4,
1035037,90,1.0,44,Burnley,https://media.api-sports.io/football/teams/44.png,1934,S. Berge,19268.0,J. Brownhill,subst,Substitution 5,
1035037,90,5.0,50,Manchester City,https://media.api-sports.io/football/teams/50.png,627,K. Walker,158697.0,J. McAtee,subst,Substitution 5,
1035038,26,,42,Arsenal,https://media.api-sports.io/football/teams/42.png,1468,E. Nketiah,127769.0,Gabriel Martinelli,Goal,Normal Goal,
1035038,28,,65,Nottingham Forest,https://media.api-sports.io/football/teams/65.png,2771,Ola Aina,,,Card,Yellow Card,Foul
1035038,32,,42,Arsenal,https://media.api-sports.io/football/teams/42.png,1460,B. Saka,22090.0,W. Saliba,Goal,Normal Goal,
1035038,45,5.0,42,Arsenal,https://media.api-sports.io/football/teams/42.png,38746,Jurriën Timber,,,Card,Yellow Card,Foul
1035038,50,,42,Arsenal,https://media.api-sports.io/football/teams/42.png,38746,J. Timber,2597.0,T. Tomiyasu,subst,Substitution 1,
1035038,71,,65,Nottingham Forest,https://media.api-sports.io/football/teams/65.png,275170,Danilo,8598.0,T. Awoniyi,subst,Substitution 1,
1035038,72,,65,Nottingham Forest,https://media.api-sports.io/football/teams/65.png,2771,O. Aina,138780.0,N. Williams,subst,Substitution 2,
1035038,74,,42,Arsenal,https://media.api-sports.io/football/teams/42.png,1468,E. Nketiah,1946.0,L. Trossard,subst,Substitution 2,
1035038,80,,65,Nottingham Forest,https://media.api-sports.io/football/teams/65.png,129711,B. Johnson,153430.0,A. Elanga,subst,Substitution 3,
1035038,81,,65,Nottingham Forest,https://media.api-sports.io/football/teams/65.png,24882,Orel Mangala,,,Card,Yellow Card,Foul
1035038,82,,65,Nottingham Forest,https://media.api-sports.io/football/teams/65.png,8598,T. Awoniyi,153430.0,A. Elanga,Goal,Normal Goal,
1035038,86,,42,Arsenal,https://media.api-sports.io/football/teams/42.png,127769,Gabriel Martinelli,22224.0,Gabriel Magalhães,subst,Substitution 3,
1035038,90,2.0,42,Arsenal,https://media.api-sports.io/football/teams/42.png,19959,Benjamin White,,,Card,Yellow Card,Time wasting
1035038,90,,65,Nottingham Forest,https://media.api-sports.io/football/teams/65.png,1746,J. Worrall,18931.0,C. Wood,subst,Substitution 4,
1035038,90,,65,Nottingham Forest,https://media.api-sports.io/football/teams/65.png,24882,O. Mangala,2991.0,C. Kouyaté,subst,Substitution 5,
1035039,39,,48,West Ham,https://media.api-sports.io/football/teams/48.png,19428,Jarrod Bowen,,,Card,Yellow Card,Argument
1035039,49,,48,West Ham,https://media.api-sports.io/football/teams/48.png,18819,Michail Antonio,,,Card,Yellow Card,Foul
1035039,51,,48,West Ham,https://media.api-sports.io/football/teams/48.png,19428,J. Bowen,1243.0,T. Souček,Goal,Normal Goal,
1035039,60,,35,Bournemouth,https://media.api-sports.io/football/teams/35.png,6610,M. Senesi,18866.0,C. Mepham,subst,Substitution 1,
1035039,60,,35,Bournemouth,https://media.api-sports.io/football/teams/35.png,196855,J. Anthony,792.0,J. Kluivert,subst,Substitution 2,
1035039,67,,35,Bournemouth,https://media.api-sports.io/football/teams/35.png,1125,R. Christie,19804.0,K. Moore,subst,Substitution 3,
1035039,75,,35,Bournemouth,https://media.api-sports.io/football/teams/35.png,18870,D. Brooks,19281.0,A. Semenyo,subst,Substitution 4,
1035039,75,,35,Bournemouth,https://media.api-sports.io/football/teams/35.png,19070,M. Aarons,20093.0,J. Hill,subst,Substitution 5,
1035039,78,,48,West Ham,https://media.api-sports.io/football/teams/48.png,18819,M. Antonio,18955.0,D. Ings,subst,Substitution 1,
1035039,82,,35,Bournemouth,https://media.api-sports.io/football/teams/35.png,18883,D. Solanke,,,Goal,Normal Goal,
1035039,86,,48,West Ham,https://media.api-sports.io/football/teams/48.png,1697,Pablo Fornals,261.0,T. Kehrer,subst,Substitution 2,
1035039,87,,48,West Ham,https://media.api-sports.io/football/teams/48.png,2284,Emerson Palmieri,,,Card,Yellow Card,Foul
1035039,90,7.0,35,Bournemouth,https://media.api-sports.io/football/teams/35.png,18866,Chris Mepham,,,Card,Yellow Card,Argument
1035039,90,4.0,48,West Ham,https://media.api-sports.io/football/teams/48.png,1646,Lucas Paquetá,,,Card,Yellow Card,Persistent fouling
1035039,90,4.0,48,West Ham,https://media.api-sports.io/football/teams/48.png,1646,Lucas Paquetá,665.0,M. Cornet,subst,Substitution 3,
1035041,30,,36,Fulham,https://media.api-sports.io/football/teams/36.png,2294,Willian,,,Card,Yellow Card,Foul
1035041,46,,36,Fulham,https://media.api-sports.io/football/teams/36.png,2294,Willian,19004.0,B. De Cordova-Reid,subst,Substitution 1,
1035041,58,,36,Fulham,https://media.api-sports.io/football/teams/36.png,2887,R. Jiménez,2825.0,A. Mitrović,subst,Substitution 2,
1035041,58,,36,Fulham,https://media.api-sports.io/football/teams/36.png,19025,T. Cairney,899.0,Andreas Pereira,subst,Substitution 3,
