id_partida,id_league,referee,date,venue.name,home.name,home.id,away.name,away.id,home.winner,home,away,halftime.home,halftime.away
327992,71,"Bruno Arleu de Araujo, Brazil",2020-08-08T22:30:00+00:00,Estádio Major Antônio Couto Pereira,Coritiba,147,Internacional,119,False,0,1,0,0
327991,71,"Edina Alves Batista, Brazil",2020-08-09T00:00:00+00:00,Estádio Adelmar da Costa Carvalho,Sport Recife,123,Ceara,129,True,3,2,3,1
327993,71,"Braulio Da Silva Machado, Brazil",2020-08-09T00:00:00+00:00,Estádio Governador Plácido Aderaldo Castelo,Fortaleza EC,154,Atletico Paranaense,134,False,0,2,0,2
327985,71,"Raphael Claus, Brazil",2020-08-09T19:00:00+00:00,Estadio do Maracanã,Flamengo,127,Atletico-MG,1062,False,0,1,0,1
327988,71,"Ricardo Marques Ribeiro, Brazil",2020-08-09T19:00:00+00:00,Estádio Urbano Caldeira,Santos,128,Bragantino,794,,1,1,0,0
327990,71,"Wilton Pereira Sampaio, Brazil",2020-08-10T00:00:00+00:00,Arena do Grêmio,Gremio,130,Fluminense,124,True,1,0,1,0
328002,71,"Diego Pombo Lopez, Brazil",2020-08-12T22:15:00+00:00,Arena da Baixada,Atletico Paranaense,134,Goias,151,True,2,1,1,1
327998,71,"Andre Luiz de Freitas Castro, Brazil",2020-08-12T22:15:00+00:00,Estádio Nabi Abi Chedid,Bragantino,794,Botafogo,120,,1,1,1,0
327999,71,"Wagner do Nascimento Magalhaes, Brazil",2020-08-12T22:15:00+00:00,Estádio Governador Magalhães Pinto,Atletico-MG,1062,Corinthians,131,True,3,2,0,2
328001,71,"Flavio Rodrigues De Souza, Brazil",2020-08-12T23:30:00+00:00,Estádio Governador Roberto Santos,Bahia,118,Coritiba,147,True,1,0,1,0
328004,71,"Luiz Flavio De Oliveira, Brazil",2020-08-12T23:30:00+00:00,Estádio Olímpico Pedro Ludovico Teixeira,Atletico Goianiense,144,Flamengo,127,True,3,0,2,0
