fixture_id,team_id,team_name,shots_on_goal,shots_off_goal,total_shots,blocked_shots,shots_insidebox,shots_outsidebox,fouls,corner_kicks,offsides,ball_possession,yellow_cards,red_cards,goalkeeper_saves,total_passes,passes_accurate,passes_%,expected_goals,goals_prevented
1208596,537,Leganes,5,2,8,1,2,6,15,1,0.0,45%,4.0,,3.0,411,327,80%,0.33,-2.0
1208594,530,Atletico Madrid,3,8,15,4,11,4,13,9,1.0,57%,1.0,,1.0,541,455,84%,1.63,0.0
1208594,534,Las Palmas,1,0,1,0,1,0,13,1,0.0,43%,1.0,,1.0,410,314,77%,0.02,0.0
1212921,529,Barcelona,9,3,14,2,6,8,13,9,3.0,77%,0.0,,2.0,760,696,92%,1.83,0.0
1212921,540,Espanyol,3,3,10,4,7,3,14,5,6.0,23%,3.0,,6.0,209,140,67%,0.97,0.0
1208601,536,Sevilla,0,5,8,3,6,2,6,5,1.0,55%,2.0,,1.0,497,393,79%,1.09,0.0
1208601,548,Real Sociedad,3,4,9,2,6,3,17,9,2.0,45%,1.0,,0.0,414,329,79%,1.37,0.0
1208593,531,Athletic Club,8,7,17,2,13,4,9,6,3.0,49%,,,3.0,475,403,85%,4.01,2.0
1208593,543,Real Betis,4,1,7,2,4,3,8,2,0.0,51%,,,7.0,496,411,83%,0.84,2.0
1208595,538,Celta Vigo,3,7,10,0,8,2,12,0,4.0,58%,1.0,0.0,2.0,575,479,83%,1.95,0.0
1208595,546,Getafe,2,3,10,5,6,4,11,2,2.0,42%,4.0,1.0,3.0,410,320,78%,0.56,0.0
1208609,728,Rayo Vallecano,6,15,34,13,22,12,9,12,4.0,64%,1.0,,1.0,517,426,82%,2.19,0.0
1208609,534,Las Palmas,3,6,11,2,8,3,13,4,2.0,36%,3.0,,6.0,303,208,69%,0.90,0.0
1208608,541,Real Madrid,8,4,18,6,15,3,9,11,2.0,68%,0.0,,0.0,626,564,90%,3.06,0.0
1208608,727,Osasuna,0,1,2,1,0,2,16,3,1.0,32%,2.0,,4.0,288,214,74%,0.05,0.0
1208610,533,Villarreal,3,5,13,5,9,4,17,7,3.0,63%,1.0,,3.0,478,403,84%,1.52,-1.0
1208610,542,Alaves,3,3,9,3,6,3,21,2,1.0,37%,3.0,,0.0,285,207,73%,0.50,-1.0
1208604,537,Leganes,4,3,8,1,3,5,7,0,3.0,43%,2.0,0.0,2.0,379,258,68%,1.05,0.0
1208604,536,Sevilla,2,7,13,4,7,6,10,6,3.0,57%,1.0,1.0,3.0,494,377,76%,0.58,0.0
1208602,543,Real Betis,6,10,19,3,12,7,12,2,1.0,56%,3.0,,0.0,567,486,86%,1.38,0.0
1208602,538,Celta Vigo,2,1,3,0,3,0,8,0,4.0,44%,0.0,,4.0,449,377,84%,1.25,0.0
1208606,798,Mallorca,6,5,13,2,11,2,10,7,3.0,53%,1.0,,1.0,530,475,90%,0.61,0.0
1208606,530,Atletico Madrid,2,4,9,3,4,5,16,2,1.0,47%,3.0,,5.0,479,423,88%,0.65,0.0
1208603,546,Getafe,0,3,8,5,2,6,25,5,2.0,47%,3.0,,1.0,383,311,81%,0.61,0.0
1208603,547,Girona,2,0,3,1,2,1,16,2,0.0,53%,3.0,,0.0,472,381,81%,0.19,0.0
1208605,720,Valladolid,3,2,6,1,4,2,12,5,2.0,35%,4.0,,0.0,288,205,71%,0.61,0.0
1208605,531,Athletic Club,1,11,17,5,10,7,12,5,3.0,65%,4.0,,2.0,544,473,87%,1.36,0.0
1208607,548,Real Sociedad,6,4,14,4,11,3,17,7,3.0,30%,3.0,,1.0,270,187,69%,1.85,0.0
1208607,529,Barcelona,0,5,11,6,7,4,6,6,4.0,70%,1.0,,5.0,611,519,85%,0.64,0.0
1208612,546,Getafe,5,4,12,3,8,4,15,3,4.0,56%,3.0,,3.0,330,250,76%,0.59,-1.0
1208612,720,Valladolid,3,3,6,0,4,2,15,2,4.0,44%,2.0,,3.0,263,158,60%,1.13,-1.0
1208617,532,Valencia,5,2,11,4,9,2,10,2,4.0,49%,4.0,,2.0,415,333,80%,1.59,-1.0
1208617,543,Real Betis,3,4,7,0,3,4,16,4,6.0,51%,2.0,,1.0,432,356,82%,0.97,-1.0
1208619,530,Atletico Madrid,8,1,11,2,6,5,18,5,3.0,70%,3.0,,0.0,591,505,85%,1.65,0.0
1208619,542,Alaves,1,1,4,2,1,3,19,0,2.0,30%,3.0,,6.0,258,175,68%,0.86,0.0
1208614,534,Las Palmas,3,6,14,5,7,7,10,4,1.0,62%,4.0,0.0,1.0,483,410,85%,1.21,0.0
1208614,798,Mallorca,3,6,9,0,8,1,18,3,0.0,38%,2.0,1.0,1.0,300,228,76%,1.70,0.0
1212923,547,Girona,5,5,12,2,8,4,4,6,,76%,0.0,,0.0,772,699,91%,3.36,0.0
1212923,540,Espanyol,1,3,9,5,5,4,19,3,,24%,3.0,,1.0,236,177,75%,0.42,0.0
1208616,538,Celta Vigo,8,4,15,3,10,5,13,5,2.0,41%,5.0,0.0,2.0,388,294,76%,2.60,0.0
1208616,529,Barcelona,4,4,9,1,5,4,9,1,3.0,59%,5.0,1.0,6.0,584,491,84%,1.72,0.0
1208613,727,Osasuna,3,1,4,0,3,1,12,0,0.0,41%,6.0,,5.0,348,255,73%,1.08,0.0
1208613,533,Villarreal,7,7,17,3,14,3,13,8,5.0,59%,5.0,,1.0,497,409,82%,2.57,0.0
1208618,536,Sevilla,3,6,11,2,8,3,14,8,0.0,52%,2.0,0.0,1.0,411,338,82%,0.89,0.0
1208618,728,Rayo Vallecano,1,4,9,4,4,5,14,3,3.0,48%,5.0,1.0,2.0,381,301,79%,0.85,0.0
1208615,537,Leganes,0,3,4,1,0,4,17,2,2.0,32%,2.0,,5.0,294,231,79%,0.12,0.0
1208615,541,Real Madrid,9,3,16,4,10,6,11,4,1.0,68%,0.0,,0.0,631,561,89%,1.90,0.0
1208611,531,Athletic Club,4,3,12,5,10,2,18,4,1.0,40%,3.0,,1.0,313,229,73%,1.34,0.0
1208611,548,Real Sociedad,1,4,6,1,5,1,9,4,3.0,60%,4.0,,3.0,490,405,83%,0.70,0.0
1208621,798,Mallorca,3,4,9,2,7,2,9,3,3.0,48%,1.0,,0.0,444,347,78%,0.69,0.0
1208621,532,Valencia,1,6,7,0,5,2,14,6,0.0,52%,1.0,,1.0,464,367,79%,1.28,0.0
1208620,529,Barcelona,8,7,27,12,16,11,7,7,2.0,70%,,,1.0,618,546,88%,2.30,0.0
1208620,534,Las Palmas,3,1,5,1,5,0,11,0,5.0,30%,,,7.0,263,170,65%,0.50,0.0
1208622,542,Alaves,7,4,18,7,13,5,15,13,1.0,60%,1.0,,2.0,352,277,79%,1.05,0.0
1208622,537,Leganes,3,0,6,3,6,0,15,8,2.0,40%,4.0,,6.0,259,179,69%,0.98,0.0
1212924,540,Espanyol,5,3,9,1,6,3,13,2,2.0,21%,2.0,,1.0,183,120,66%,0.85,-1.0
1212924,538,Celta Vigo,2,8,16,6,11,5,7,5,0.0,79%,2.0,,2.0,726,648,89%,1.50,-1.0
1208624,720,Valladolid,1,5,9,3,7,2,6,3,1.0,45%,1.0,,4.0,479,410,86%,0.47,0.0
1208624,530,Atletico Madrid,9,2,13,2,10,3,11,5,3.0,55%,2.0,,1.0,608,532,88%,3.99,0.0
1208627,533,Villarreal,4,6,13,3,12,1,8,1,4.0,36%,2.0,,4.0,372,300,81%,2.02,0.0
1208627,547,Girona,6,3,13,4,6,7,13,5,2.0,64%,6.0,,2.0,665,614,92%,0.54,0.0
1208626,541,Real Madrid,4,7,13,2,8,5,7,5,4.0,69%,2.0,,3.0,620,556,90%,2.58,0.0
1208626,546,Getafe,3,3,8,2,4,4,26,3,3.0,31%,6.0,,2.0,270,201,74%,0.40,0.0
1208623,728,Rayo Vallecano,4,3,7,0,4,3,14,1,6.0,47%,3.0,,5.0,398,299,75%,0.18,0.0
1208623,531,Athletic Club,7,4,12,1,6,6,8,7,0.0,53%,0.0,,3.0,447,338,76%,0.71,0.0
1208625,548,Real Sociedad,1,1,2,0,2,0,28,0,5.0,41%,3.0,,2.0,360,268,74%,0.79,-1.0
1208625,543,Real Betis,2,4,7,1,4,3,10,4,1.0,59%,2.0,,0.0,524,429,82%,0.39,-1.0
1208628,536,Sevilla,5,5,12,2,6,6,11,5,5.0,65%,1.0,,2.0,478,396,83%,1.34,0.0
1208628,727,Osasuna,3,2,7,2,6,1,15,1,1.0,35%,1.0,,4.0,256,171,67%,0.75,0.0
1208661,798,Mallorca,1,2,6,3,5,1,13,2,11.0,40%,4.0,,4.0,318,239,75%,0.92,0.0
1208661,529,Barcelona,9,7,20,4,15,5,13,5,0.0,60%,3.0,,0.0,500,417,83%,4.93,0.0
1208656,531,Athletic Club,3,1,9,5,8,1,21,5,4.0,37%,3.0,,4.0,341,272,80%,1.80,0.0
1208656,541,Real Madrid,5,2,10,3,8,2,9,2,3.0,63%,3.0,,1.0,618,537,87%,1.82,0.0
1208631,538,Celta Vigo,5,6,12,1,4,8,9,3,0.0,50%,1.0,0.0,4.0,511,429,84%,0.87,-1.0
1208631,798,Mallorca,4,3,9,2,7,2,12,3,3.0,50%,0.0,1.0,3.0,501,426,85%,0.84,-1.0
1208633,534,Las Palmas,5,4,11,2,5,6,17,3,0.0,58%,4.0,,1.0,510,433,85%,1.10,0.0
1208633,720,Valladolid,2,4,9,3,5,4,13,3,3.0,42%,2.0,,3.0,356,279,78%,1.41,0.0
1208635,543,Real Betis,6,6,12,0,8,4,15,6,0.0,38%,1.0,,2.0,311,229,74%,2.87,0.0
1208635,529,Barcelona,3,5,9,1,7,2,14,4,4.0,62%,2.0,,3.0,521,446,86%,0.46,0.0
1208636,532,Valencia,6,6,14,2,10,4,5,9,2.0,61%,2.0,,0.0,462,379,82%,1.22,0.0
1208636,728,Rayo Vallecano,1,4,6,1,4,2,12,4,3.0,39%,2.0,,5.0,311,208,67%,0.90,0.0
1208632,547,Girona,4,5,10,1,6,4,6,6,1.0,42%,3.0,,4.0,469,422,90%,0.33,0.0
1208632,541,Real Madrid,7,1,10,2,6,4,7,3,1.0,58%,2.0,,4.0,673,624,93%,0.97,0.0
1208634,537,Leganes,2,6,11,3,5,6,12,5,5.0,56%,2.0,,2.0,424,317,75%,0.64,0.0
1208634,548,Real Sociedad,5,3,15,7,10,5,15,3,1.0,44%,2.0,,2.0,335,252,75%,1.81,0.0
1208629,531,Athletic Club,4,6,12,2,7,5,15,3,1.0,42%,2.0,,1.0,392,320,82%,1.08,0.0
1208629,533,Villarreal,1,7,11,3,7,4,10,3,2.0,58%,1.0,,2.0,555,467,84%,0.53,0.0
1208637,727,Osasuna,8,5,16,3,11,5,13,8,4.0,60%,5.0,,1.0,472,390,83%,1.84,0.0
1208637,542,Alaves,3,2,6,1,4,2,14,3,3.0,40%,3.0,,6.0,324,241,74%,1.54,0.0
1208630,530,Atletico Madrid,9,4,14,1,10,4,11,5,1.0,57%,4.0,,0.0,666,566,85%,2.04,-1.0
1208630,536,Sevilla,3,1,4,0,3,1,8,3,0.0,43%,3.0,,5.0,514,422,82%,0.39,-1.0
1212925,546,Getafe,6,7,15,2,7,8,14,3,1.0,41%,3.0,,1.0,315,228,72%,0.37,0.0
1212925,540,Espanyol,1,5,9,3,6,3,15,3,1.0,59%,6.0,,5.0,437,324,74%,0.79,0.0
1208645,720,Valladolid,1,1,2,0,1,1,10,1,4.0,33%,4.0,1.0,1.0,277,208,75%,0.55,0.0
1208645,532,Valencia,2,4,14,8,9,5,10,7,1.0,67%,3.0,0.0,0.0,521,459,88%,0.85,0.0
1212926,540,Espanyol,3,4,9,2,4,5,13,5,5.0,42%,3.0,,0.0,344,276,80%,0.32,0.0
1212926,727,Osasuna,0,5,6,1,3,3,13,4,0.0,58%,1.0,,3.0,502,426,85%,0.29,0.0
1208644,798,Mallorca,2,5,8,1,6,2,10,2,1.0,31%,5.0,1.0,,289,233,81%,1.14,0.0
1208644,547,Girona,1,5,13,7,8,5,14,4,1.0,69%,2.0,0.0,,625,579,93%,0.82,0.0
1208643,536,Sevilla,3,5,8,0,2,6,12,3,3.0,45%,7.0,,2.0,424,342,81%,0.58,0.0
1208643,538,Celta Vigo,2,7,10,1,8,2,9,4,4.0,55%,3.0,,2.0,514,435,85%,1.17,0.0
1208640,728,Rayo Vallecano,5,5,14,4,6,8,18,4,0.0,34%,4.0,,3.0,310,236,76%,1.64,0.0
1208640,541,Real Madrid,6,5,13,2,7,6,8,3,1.0,66%,2.0,,2.0,625,551,88%,0.65,0.0
1208638,530,Atletico Madrid,3,6,11,2,10,1,13,8,1.0,57%,3.0,,1.0,489,400,82%,1.67,0.0
1208638,546,Getafe,1,3,7,3,3,4,15,3,0.0,43%,1.0,,2.0,374,279,75%,0.21,0.0
1208641,542,Alaves,3,2,6,1,3,3,14,2,2.0,52%,2.0,,1.0,419,323,77%,0.93,0.0
1208641,531,Athletic Club,2,7,9,0,5,4,17,4,2.0,48%,2.0,,2.0,379,294,78%,0.62,0.0
1208642,533,Villarreal,4,9,17,4,13,4,19,5,3.0,62%,5.0,0.0,2.0,534,462,87%,2.05,0.0
1208642,543,Real Betis,4,3,10,3,6,4,10,5,0.0,38%,4.0,1.0,2.0,343,271,79%,0.79,0.0
1208646,548,Real Sociedad,4,6,15,5,10,5,17,8,5.0,61%,2.0,,3.0,418,333,80%,1.11,0.0
1208646,534,Las Palmas,3,3,9,3,4,5,12,6,4.0,39%,3.0,,4.0,275,186,68%,0.85,0.0
1208639,529,Barcelona,4,11,20,5,15,5,5,8,3.0,80%,0.0,,3.0,778,691,89%,2.67,1.0
1208639,537,Leganes,4,1,6,1,3,3,13,2,1.0,20%,2.0,,3.0,199,114,57%,0.43,1.0
1208599,533,Villarreal,5,5,14,4,11,3,10,7,0.0,45%,4.0,1.0,1.0,371,288,78%,1.32,1.0
1208599,728,Rayo Vallecano,3,7,18,8,12,6,15,7,1.0,55%,3.0,0.0,4.0,454,369,81%,1.49,1.0
1212922,540,Espanyol,3,3,10,4,8,2,13,4,5.0,46%,1.0,,3.0,406,314,77%,1.88,0.0
1212922,532,Valencia,4,7,14,3,9,5,11,7,2.0,54%,0.0,,2.0,478,396,83%,2.08,0.0
1208650,547,Girona,7,6,23,10,16,7,13,9,0.0,71%,3.0,,1.0,720,660,92%,2.58,0.0
1208650,720,Valladolid,1,0,1,0,0,1,7,1,1.0,29%,1.0,,4.0,298,236,79%,0.02,0.0
1208649,546,Getafe,5,10,18,3,8,10,19,3,4.0,55%,4.0,,1.0,335,224,67%,0.83,0.0
1208649,798,Mallorca,2,5,9,2,5,4,13,0,8.0,45%,3.0,,5.0,281,187,67%,1.90,0.0
1208648,538,Celta Vigo,7,2,11,2,4,7,19,4,3.0,41%,3.0,,1.0,337,250,74%,1.21,0.0
1208648,548,Real Sociedad,1,3,7,3,6,1,13,7,1.0,59%,5.0,,5.0,478,384,80%,0.32,0.0
1208653,727,Osasuna,3,2,6,1,4,2,10,4,3.0,53%,0.0,,6.0,429,337,79%,0.60,0.0
1208653,531,Athletic Club,8,3,13,2,10,3,13,3,0.0,47%,1.0,,2.0,391,316,81%,1.18,0.0
1208654,529,Barcelona,7,6,19,6,14,5,11,11,2.0,63%,0.0,,2.0,647,579,89%,2.54,0.0
1208654,530,Atletico Madrid,4,1,5,0,2,3,8,3,4.0,37%,3.0,,6.0,392,305,78%,0.63,0.0
1208655,532,Valencia,3,4,8,1,6,2,20,5,0.0,62%,2.0,,1.0,469,363,77%,1.44,0.0
1208655,542,Alaves,3,5,11,3,7,4,15,4,2.0,38%,1.0,,1.0,293,193,66%,1.61,0.0
1208651,541,Real Madrid,8,4,16,4,14,2,5,6,3.0,59%,1.0,,2.0,634,572,90%,2.00,-2.0
1208651,536,Sevilla,5,4,10,1,6,4,14,6,1.0,41%,2.0,,3.0,426,373,88%,1.32,-2.0
1212927,534,Las Palmas,4,6,10,0,4,6,9,2,2.0,58%,4.0,,2.0,491,428,87%,0.91,0.0
1212927,540,Espanyol,2,4,9,3,5,4,16,2,2.0,42%,2.0,,2.0,350,290,83%,0.73,0.0
1208652,537,Leganes,3,1,5,1,4,1,17,1,2.0,36%,1.0,2.0,4.0,291,218,75%,1.25,0.0
1208652,533,Villarreal,9,6,18,3,13,5,15,5,1.0,64%,2.0,0.0,1.0,516,452,88%,3.29,0.0
1208647,543,Real Betis,5,6,14,3,10,4,9,5,2.0,56%,0.0,,3.0,438,364,83%,2.14,0.0
1208647,728,Rayo Vallecano,4,4,10,2,7,3,14,5,5.0,44%,4.0,,4.0,346,263,76%,0.91,0.0
1208600,532,Valencia,5,3,8,0,6,2,16,2,0.0,38%,2.0,0.0,3.0,374,304,81%,0.89,0.0
1208600,541,Real Madrid,5,8,17,4,8,9,9,5,4.0,62%,3.0,1.0,4.0,622,553,89%,2.01,0.0
1208663,728,Rayo Vallecano,5,3,8,0,4,4,18,3,1.0,50%,2.0,0.0,6.0,439,356,81%,0.63,-1.0
1208663,538,Celta Vigo,7,6,23,10,16,7,9,3,0.0,50%,3.0,1.0,3.0,434,335,77%,2.23,-1.0
1208660,542,Alaves,2,7,11,2,5,6,16,6,1.0,43%,1.0,,0.0,343,272,79%,1.30,0.0
1208660,547,Girona,1,2,3,0,2,1,11,3,1.0,57%,4.0,,2.0,468,402,86%,0.49,0.0
1208662,720,Valladolid,1,6,12,5,8,4,21,1,1.0,42%,2.0,,3.0,352,282,80%,1.14,0.0
1208662,543,Real Betis,3,9,14,2,8,6,10,8,0.0,58%,4.0,,0.0,467,404,87%,0.74,0.0
1212928,540,Espanyol,5,5,15,5,7,8,15,8,2.0,53%,2.0,0.0,5.0,460,395,86%,0.69,0.0
1212928,537,Leganes,6,7,14,1,9,5,19,4,1.0,47%,2.0,1.0,4.0,423,354,84%,1.99,0.0
1208659,536,Sevilla,5,6,15,4,7,8,16,10,5.0,54%,1.0,,0.0,448,370,83%,0.44,0.0
1208659,532,Valencia,1,3,5,1,4,1,8,1,1.0,46%,2.0,,4.0,397,322,81%,0.58,0.0
1208664,534,Las Palmas,7,4,15,4,7,8,14,4,2.0,64%,2.0,,1.0,456,368,81%,1.35,0.0
1208664,546,Getafe,3,5,12,4,9,3,17,5,3.0,36%,3.0,,6.0,252,175,69%,1.11,0.0
1208657,530,Atletico Madrid,5,3,9,1,9,0,8,4,1.0,51%,2.0,,1.0,555,472,85%,2.54,1.0
1208657,727,Osasuna,1,4,6,1,3,3,14,0,2.0,49%,0.0,,4.0,533,455,85%,0.28,1.0
1208658,548,Real Sociedad,3,2,6,1,3,3,17,3,2.0,57%,4.0,,5.0,466,398,85%,0.66,0.0
1208658,533,Villarreal,5,4,15,6,11,4,6,7,2.0,43%,2.0,,2.0,339,258,76%,1.10,0.0
1212929,540,Espanyol,4,7,12,1,6,6,13,1,1.0,36%,2.0,,3.0,341,276,81%,1.01,0.0
1212929,720,Valladolid,4,5,11,2,5,6,16,7,0.0,64%,2.0,,2.0,621,543,87%,1.24,0.0
1208665,547,Girona,4,3,7,0,6,1,6,7,0.0,60%,0.0,,4.0,530,447,84%,1.22,0.0
1208665,536,Sevilla,6,4,14,4,11,3,15,4,3.0,40%,4.0,,3.0,348,297,85%,2.66,0.0
1208668,537,Leganes,3,4,9,2,5,4,16,2,2.0,32%,1.0,,3.0,304,240,79%,0.41,0.0
1208668,530,Atletico Madrid,4,11,19,4,12,7,6,9,2.0,68%,3.0,,2.0,626,552,88%,2.42,0.0
1208673,543,Real Betis,2,0,7,5,6,1,12,2,,50%,4.0,1.0,2.0,427,332,78%,0.53,0.0
1208673,542,Alaves,5,3,9,1,6,3,24,3,,50%,5.0,0.0,1.0,412,320,78%,1.49,0.0
1208669,546,Getafe,4,5,10,1,7,3,9,2,2.0,22%,3.0,,4.0,190,116,61%,1.32,0.0
1208669,529,Barcelona,5,7,21,9,11,10,9,10,4.0,78%,2.0,,3.0,670,578,86%,2.35,0.0
1208667,538,Celta Vigo,1,2,3,0,1,2,14,3,3.0,59%,1.0,1.0,4.0,619,523,84%,0.59,0.0
1208667,531,Athletic Club,6,5,14,3,8,6,6,4,0.0,41%,0.0,0.0,0.0,434,346,80%,1.83,0.0
1208672,541,Real Madrid,13,9,25,3,21,4,11,8,6.0,61%,0.0,0.0,1.0,565,521,92%,5.90,1.0
1208672,534,Las Palmas,2,3,6,1,5,1,13,2,0.0,39%,1.0,1.0,9.0,356,292,82%,1.16,1.0
1208666,727,Osasuna,3,3,12,6,8,4,9,6,2.0,52%,3.0,,3.0,414,339,82%,0.76,0.0
1208666,728,Rayo Vallecano,3,3,8,2,5,3,13,3,2.0,48%,2.0,,2.0,399,308,77%,0.76,0.0
1208671,532,Valencia,2,2,7,3,6,1,10,4,2.0,35%,3.0,,3.0,269,184,68%,1.64,0.0
1208671,548,Real Sociedad,3,3,9,3,7,2,12,7,3.0,65%,4.0,,1.0,512,410,80%,0.81,0.0
1208670,533,Villarreal,7,4,14,3,12,2,9,6,1.0,44%,1.0,,3.0,391,335,86%,2.44,0.0
1208670,798,Mallorca,2,5,9,2,5,4,12,5,1.0,56%,3.0,,4.0,503,444,88%,0.52,0.0
1208677,534,Las Palmas,7,5,16,4,6,10,14,4,4.0,51%,7.0,1.0,3.0,403,321,80%,0.79,0.0
1208677,727,Osasuna,4,6,16,6,11,5,17,2,1.0,49%,8.0,0.0,6.0,375,286,76%,2.70,0.0
1208679,798,Mallorca,3,7,16,6,10,6,12,4,1.0,48%,2.0,1.0,2.0,351,282,80%,1.01,0.0
1208679,543,Real Betis,3,2,8,3,4,4,18,4,1.0,52%,2.0,0.0,3.0,396,324,82%,0.46,0.0
1208675,530,Atletico Madrid,8,8,20,4,11,9,10,5,,59%,4.0,,0.0,587,512,87%,1.71,0.0
1208675,533,Villarreal,1,8,11,2,11,0,14,6,,41%,2.0,,7.0,399,325,81%,2.23,0.0
1212930,536,Sevilla,4,13,25,8,14,11,13,5,,75%,1.0,,0.0,654,575,88%,1.20,0.0
1212930,540,Espanyol,1,2,6,3,5,1,14,1,,25%,4.0,,3.0,218,133,61%,0.69,0.0
1208682,720,Valladolid,2,3,6,1,4,2,10,1,2.0,32%,3.0,1.0,1.0,312,268,86%,0.19,0.0
1208682,541,Real Madrid,4,7,20,9,10,10,12,7,3.0,68%,3.0,0.0,2.0,694,643,93%,1.99,0.0
1208681,728,Rayo Vallecano,7,8,17,2,8,9,19,4,0.0,57%,3.0,,4.0,527,442,84%,2.41,0.0
1208681,547,Girona,5,4,12,3,9,3,9,1,1.0,43%,1.0,,5.0,400,311,78%,0.99,0.0
1208680,548,Real Sociedad,4,5,13,4,7,6,11,5,1.0,57%,3.0,,1.0,366,241,66%,0.96,0.0
1208680,546,Getafe,4,8,13,1,8,5,15,2,2.0,43%,6.0,,4.0,281,185,66%,1.45,0.0
1208674,531,Athletic Club,3,16,29,10,18,11,10,16,0.0,68%,1.0,,2.0,526,460,87%,2.08,0.0
1208674,537,Leganes,2,2,5,1,3,2,8,1,1.0,32%,1.0,,3.0,269,190,71%,0.86,0.0
1208676,529,Barcelona,11,6,22,5,16,6,10,14,0.0,72%,0.0,,1.0,707,638,90%,4.45,-1.0
1208676,532,Valencia,2,3,7,2,6,1,12,4,4.0,28%,1.0,,5.0,265,199,75%,1.43,-1.0
1208678,542,Alaves,1,2,3,0,2,1,15,3,1.0,50%,2.0,,1.0,473,369,78%,0.95,0.0
1208678,538,Celta Vigo,2,2,5,1,1,4,14,4,0.0,50%,3.0,,0.0,464,372,80%,0.12,0.0
1208688,537,Leganes,1,2,5,2,2,3,7,2,2.0,33%,2.0,1.0,2.0,278,201,72%,0.96,0.0
1208688,728,Rayo Vallecano,3,8,19,8,11,8,19,9,0.0,67%,4.0,0.0,1.0,554,494,89%,2.33,0.0
1208684,546,Getafe,1,5,7,1,5,2,15,6,0.0,45%,4.0,,0.0,308,226,73%,0.99,0.0
1208684,536,Sevilla,1,10,13,2,6,7,12,5,2.0,55%,6.0,,1.0,383,303,79%,0.94,0.0
1208687,533,Villarreal,8,9,22,5,15,7,9,3,2.0,53%,1.0,,1.0,481,417,87%,3.49,-2.0
1208687,720,Valladolid,2,4,8,2,5,3,14,6,1.0,47%,2.0,,3.0,428,363,85%,0.52,-2.0
1208683,530,Atletico Madrid,5,8,17,4,7,10,9,10,2.0,53%,2.0,,1.0,461,395,86%,1.29,0.0
1208683,798,Mallorca,1,2,10,7,5,5,14,4,0.0,47%,3.0,,3.0,415,348,84%,0.48,0.0
1212931,540,Espanyol,2,2,5,1,3,2,14,1,0.0,24%,2.0,,7.0,242,187,77%,0.31,0.0
1212931,541,Real Madrid,7,8,21,6,14,7,3,8,1.0,76%,0.0,,1.0,793,725,91%,1.33,0.0
1208691,529,Barcelona,4,3,11,4,7,4,8,5,2.0,71%,5.0,,0.0,625,554,89%,0.98,0.0
1208691,542,Alaves,0,1,3,2,2,1,20,2,11.0,29%,2.0,,3.0,251,179,71%,0.09,0.0
1208690,532,Valencia,5,2,8,1,8,0,9,5,2.0,46%,1.0,,1.0,449,373,83%,1.47,0.0
1208690,538,Celta Vigo,2,1,3,0,2,1,17,2,2.0,54%,2.0,,3.0,519,427,82%,0.46,0.0
1208686,727,Osasuna,4,3,11,4,6,5,10,3,1.0,37%,3.0,,2.0,318,248,78%,0.65,-1.0
1208686,548,Real Sociedad,3,7,13,3,11,2,8,5,1.0,63%,3.0,,2.0,531,452,85%,1.75,-1.0
1208689,543,Real Betis,6,4,10,0,7,3,10,3,3.0,52%,3.0,,2.0,442,350,79%,1.12,0.0
1208689,531,Athletic Club,4,5,12,3,9,3,20,7,2.0,48%,1.0,,4.0,394,306,78%,1.52,0.0
1208685,547,Girona,4,4,12,4,11,1,12,11,6.0,47%,2.0,,1.0,426,368,86%,2.03,0.0
1208685,534,Las Palmas,2,5,10,3,7,3,12,3,3.0,53%,2.0,,3.0,497,421,85%,1.29,0.0
1208694,728,Rayo Vallecano,6,9,20,5,11,9,11,4,0.0,69%,2.0,,3.0,571,491,86%,2.53,0.0
1208694,720,Valladolid,3,4,8,1,5,3,15,2,1.0,31%,2.0,,4.0,259,168,65%,0.42,0.0
1208699,538,Celta Vigo,6,4,14,4,8,6,11,4,2.0,55%,3.0,,3.0,558,477,85%,2.26,0.0
1208699,543,Real Betis,5,3,12,4,9,3,11,7,3.0,45%,5.0,,3.0,446,370,83%,1.29,0.0
1208692,531,Athletic Club,8,8,23,7,17,6,7,11,0.0,45%,0.0,,1.0,392,322,82%,3.64,1.0
1208692,547,Girona,1,2,3,0,1,2,12,2,2.0,55%,4.0,,5.0,521,455,87%,0.06,1.0
1208695,534,Las Palmas,4,11,20,5,16,4,12,6,0.0,57%,6.0,,2.0,471,389,83%,1.44,0.0
1208695,533,Villarreal,4,2,9,3,8,1,12,5,5.0,43%,3.0,,3.0,366,286,78%,0.89,0.0
1208697,541,Real Madrid,9,7,23,7,11,12,14,6,2.0,60%,1.0,,0.0,664,617,93%,1.69,0.0
1208697,530,Atletico Madrid,1,7,10,2,6,4,13,1,1.0,40%,3.0,,8.0,440,380,86%,1.54,0.0
1208696,542,Alaves,4,6,12,2,12,0,16,8,3.0,66%,2.0,,2.0,437,319,73%,1.43,0.0
1208696,546,Getafe,3,1,4,0,2,2,16,3,2.0,34%,6.0,,4.0,226,117,52%,0.87,0.0
1208700,532,Valencia,4,11,19,4,11,8,14,9,1.0,44%,1.0,,4.0,362,281,78%,1.92,0.0
1208700,537,Leganes,4,6,12,2,4,8,9,3,2.0,56%,1.0,,2.0,475,406,85%,0.46,0.0
1212932,548,Real Sociedad,3,5,13,5,9,4,11,6,0.0,70%,1.0,,0.0,553,463,84%,1.67,0.0
1212932,540,Espanyol,1,1,4,2,3,1,17,0,3.0,30%,2.0,,3.0,246,167,68%,0.87,0.0
