fixture_id,team_id,team_name,shots_on_goal,shots_off_goal,total_shots,blocked_shots,shots_insidebox,shots_outsidebox,fouls,corner_kicks,offsides,ball_possession,yellow_cards,red_cards,goalkeeper_saves,total_passes,passes_accurate,passes_%
35461,124,Fluminense,5,5,15,5.0,6,9,23,5,4.0,40%,6.0,0,2.0,293,213,73%
35459,120,Botafogo,6,3,11,2.0,4,7,15,1,1.0,40%,1.0,0,3.0,446,366,82%
35459,139,Ponte Preta,3,6,15,6.0,9,6,12,6,1.0,60%,0.0,0,4.0,648,575,89%
35458,123,Sport Recife,5,2,10,3.0,7,3,20,5,1.0,44%,3.0,0,4.0,364,270,74%
35458,135,Cruzeiro,5,8,17,4.0,4,13,14,7,2.0,56%,3.0,0,4.0,457,353,77%
35457,126,Sao Paulo,4,4,11,3.0,6,5,16,5,1.0,55%,1.0,0,0.0,445,355,80%
35457,145,Avai,0,8,10,2.0,4,6,10,6,2.0,45%,2.0,0,2.0,351,258,74%
35456,133,Vasco DA Gama,7,6,18,5.0,8,10,11,3,3.0,42%,2.0,0,4.0,299,228,76%
35456,124,Fluminense,6,4,13,3.0,5,8,11,7,1.0,58%,3.0,0,4.0,421,342,81%
35455,126,Sao Paulo,5,1,8,2.0,3,5,13,9,1.0,37%,3.0,0,1.0,323,263,81%
35455,121,Palmeiras,1,8,10,1.0,2,8,16,3,2.0,63%,1.0,0,3.0,571,507,89%
35454,136,Vitoria,3,7,12,2.0,5,7,19,9,7.0,52%,3.0,0,6.0,364,276,76%
35454,147,Coritiba,8,6,16,2.0,10,6,16,6,4.0,48%,3.0,0,3.0,347,268,77%
35453,1062,Atletico-MG,7,1,10,2.0,6,4,16,6,2.0,67%,2.0,0,3.0,564,487,86%
35453,139,Ponte Preta,5,6,15,4.0,9,6,14,6,1.0,33%,2.0,0,5.0,277,200,72%
35452,128,Santos,1,7,13,5.0,8,5,8,9,1.0,54%,2.0,0,1.0,509,436,86%
35452,135,Cruzeiro,2,7,14,5.0,6,8,14,6,0.0,46%,3.0,0,1.0,427,366,86%
35451,134,Atletico Paranaense,6,4,13,3.0,9,4,10,5,3.0,43%,1.0,0,3.0,430,361,84%
35451,127,Flamengo,4,5,14,5.0,10,4,12,5,0.0,57%,0.0,0,5.0,556,495,89%
35450,144,Atletico Goianiense,5,6,14,3.0,7,7,23,5,5.0,48%,2.0,0,7.0,403,328,81%
35450,131,Corinthians,8,5,15,2.0,8,7,11,9,5.0,52%,0.0,0,5.0,430,343,80%
35449,123,Sport Recife,10,5,19,4.0,10,9,21,12,0.0,67%,5.0,1,3.0,499,420,84%
35449,130,Gremio,6,5,12,1.0,10,2,13,6,2.0,33%,1.0,0,6.0,250,178,71%
35448,120,Botafogo,4,5,11,2.0,7,4,20,2,1.0,48%,1.0,0,9.0,372,288,77%
35448,118,Bahia,10,1,17,6.0,14,3,18,11,1.0,52%,1.0,0,3.0,382,307,80%
35447,132,Chapecoense-sc,4,9,23,10.0,9,14,16,6,3.0,57%,3.0,1,3.0,519,434,84%
35447,145,Avai,3,5,11,3.0,4,7,11,0,0.0,43%,2.0,1,2.0,388,301,78%
35446,147,Coritiba,5,5,11,1.0,5,6,15,6,1.0,49%,3.0,0,2.0,383,282,74%
35446,134,Atletico Paranaense,2,4,9,3.0,3,6,11,6,5.0,51%,2.0,0,4.0,392,298,76%
35445,124,Fluminense,6,10,17,1.0,10,7,18,5,5.0,55%,0.0,0,1.0,459,357,78%
35445,136,Vitoria,2,2,7,3.0,2,5,22,2,0.0,45%,5.0,0,4.0,363,267,74%
35444,131,Corinthians,4,8,19,7.0,10,9,11,9,2.0,50%,0.0,0,0.0,442,373,84%
35444,128,Santos,0,3,5,2.0,3,2,9,1,0.0,50%,1.0,1,2.0,454,365,80%
35443,127,Flamengo,2,10,19,7.0,11,8,19,11,0.0,64%,2.0,0,1.0,423,356,84%
35443,120,Botafogo,1,2,5,2.0,2,3,19,2,4.0,36%,2.0,0,2.0,239,167,70%
35442,145,Avai,1,6,7,0.0,3,4,26,2,0.0,35%,4.0,0,2.0,322,232,72%
35442,123,Sport Recife,3,6,14,5.0,4,10,25,5,1.0,65%,4.0,0,0.0,600,516,86%
35440,121,Palmeiras,5,8,15,2.0,5,10,20,7,1.0,53%,2.0,0,3.0,398,318,80%
35440,1062,Atletico-MG,3,2,9,4.0,3,6,12,6,2.0,47%,4.0,0,4.0,363,263,72%
35439,130,Gremio,2,6,11,3.0,6,5,15,6,3.0,58%,2.0,0,,537,451,84%
35439,133,Vasco DA Gama,0,9,10,1.0,4,6,13,5,1.0,42%,3.0,0,,374,286,76%
35441,139,Ponte Preta,5,2,10,3.0,4,6,13,7,2.0,45%,2.0,0,3.0,365,289,79%
35441,126,Sao Paulo,3,6,11,2.0,8,3,12,7,3.0,55%,5.0,0,4.0,436,368,84%
35438,135,Cruzeiro,5,5,14,4.0,8,6,8,4,2.0,61%,1.0,0,2.0,525,434,83%
35438,132,Chapecoense-sc,4,4,10,2.0,4,6,16,5,1.0,39%,3.0,0,5.0,332,253,76%
35437,118,Bahia,8,5,18,5.0,9,9,21,7,6.0,59%,0.0,0,3.0,462,395,85%
35437,144,Atletico Goianiense,3,3,8,2.0,3,5,27,4,4.0,41%,2.0,0,5.0,321,248,77%
35436,124,Fluminense,7,6,15,2.0,11,4,19,10,1.0,53%,3.0,0,0.0,394,328,83%
35436,134,Atletico Paranaense,1,4,7,2.0,5,2,16,4,1.0,47%,3.0,0,6.0,346,273,79%
35435,147,Coritiba,3,1,5,1.0,3,2,14,2,7.0,43%,4.0,0,4.0,331,245,74%
35435,121,Palmeiras,4,5,12,3.0,7,5,17,8,1.0,57%,3.0,0,2.0,421,330,78%
35434,1062,Atletico-MG,4,1,7,2.0,5,2,20,2,4.0,54%,3.0,0,3.0,469,398,85%
35434,145,Avai,3,6,13,4.0,7,6,10,10,4.0,46%,1.0,0,3.0,390,307,79%
35433,128,Santos,3,5,8,0.0,4,4,13,7,2.0,61%,4.0,0,2.0,594,507,85%
35433,120,Botafogo,2,5,8,1.0,5,3,9,2,2.0,39%,2.0,0,2.0,367,294,80%
35431,123,Sport Recife,5,3,14,6.0,5,9,17,3,1.0,39%,2.0,0,7.0,302,220,73%
35431,127,Flamengo,7,5,17,5.0,13,4,16,8,2.0,61%,2.0,0,3.0,465,371,80%
35432,133,Vasco DA Gama,9,13,27,5.0,17,10,10,14,2.0,57%,0.0,0,1.0,448,381,85%
35432,131,Corinthians,6,2,10,2.0,9,1,14,1,3.0,43%,3.0,0,7.0,357,279,78%
35430,126,Sao Paulo,9,8,18,1.0,13,5,14,10,1.0,50%,1.0,0,2.0,370,297,80%
35430,136,Vitoria,3,6,11,2.0,5,6,18,6,1.0,50%,1.0,0,7.0,371,292,79%
35429,144,Atletico Goianiense,7,4,13,2.0,11,2,20,8,4.0,36%,1.0,0,4.0,297,218,73%
35429,139,Ponte Preta,4,6,10,0.0,3,7,9,3,0.0,64%,2.0,1,4.0,536,456,85%
35428,132,Chapecoense-sc,7,9,18,2.0,8,10,22,5,0.0,47%,4.0,0,1.0,362,276,76%
35428,130,Gremio,7,3,10,0.0,8,2,9,1,2.0,53%,3.0,0,3.0,414,324,78%
35427,118,Bahia,5,8,19,6.0,7,12,18,5,0.0,58%,4.0,0,3.0,534,469,88%
35427,135,Cruzeiro,4,4,12,4.0,6,6,12,6,1.0,42%,2.0,1,4.0,362,272,75%
35426,121,Palmeiras,6,7,16,3.0,9,7,24,6,3.0,55%,4.0,0,2.0,419,328,78%
35426,124,Fluminense,3,5,10,2.0,5,5,19,3,1.0,45%,2.0,0,3.0,322,251,78%
35425,133,Vasco DA Gama,4,5,14,5.0,8,6,15,3,2.0,49%,0.0,0,2.0,365,295,81%
35425,123,Sport Recife,3,5,8,0.0,6,2,19,3,2.0,51%,1.0,0,2.0,378,302,80%
35424,120,Botafogo,6,7,13,,7,6,14,5,1.0,53%,4.0,0,2.0,409,327,80%
35424,147,Coritiba,4,4,8,,3,5,28,5,1.0,47%,3.0,0,4.0,358,274,77%
35421,131,Corinthians,6,4,11,1.0,10,1,11,3,2.0,55%,1.0,0,2.0,492,417,85%
35421,126,Sao Paulo,4,4,13,5.0,8,5,15,0,1.0,45%,1.0,0,3.0,386,304,79%
35423,136,Vitoria,3,3,6,0.0,4,2,20,4,2.0,42%,3.0,0,1.0,353,237,67%
35423,1062,Atletico-MG,1,7,9,1.0,4,5,7,4,1.0,58%,2.0,0,1.0,480,381,79%
35422,139,Ponte Preta,3,2,5,0.0,3,2,8,1,3.0,34%,2.0,0,4.0,257,170,66%
35422,132,Chapecoense-sc,7,5,17,5.0,11,6,22,6,2.0,66%,4.0,0,0.0,467,372,80%
35420,145,Avai,2,7,12,3.0,5,7,17,4,1.0,38%,2.0,0,2.0,327,236,72%
35420,127,Flamengo,3,3,9,3.0,5,4,18,9,2.0,62%,1.0,0,1.0,523,410,78%
35419,135,Cruzeiro,9,7,19,3.0,8,11,11,7,1.0,69%,3.0,0,3.0,622,529,85%
35419,144,Atletico Goianiense,3,1,5,1.0,3,2,21,2,1.0,31%,4.0,0,7.0,264,175,66%
35418,134,Atletico Paranaense,2,5,16,9.0,8,8,15,7,2.0,56%,1.0,0,3.0,495,402,81%
35418,128,Santos,5,4,10,1.0,3,7,12,4,3.0,44%,2.0,1,2.0,391,303,77%
35417,130,Gremio,5,6,18,7.0,5,13,15,11,2.0,64%,0.0,0,3.0,643,558,87%
35417,118,Bahia,3,2,7,2.0,3,4,16,4,0.0,36%,1.0,0,4.0,361,276,76%
35415,123,Sport Recife,3,1,7,3.0,5,2,21,5,1.0,57%,1.0,0,1.0,465,377,81%
35415,126,Sao Paulo,1,5,7,1.0,6,1,14,1,3.0,43%,1.0,0,3.0,355,264,74%
35416,136,Vitoria,3,6,15,6.0,4,11,12,2,0.0,54%,1.0,1,5.0,456,360,79%
35416,120,Botafogo,8,3,17,6.0,13,4,10,7,2.0,46%,1.0,0,1.0,378,271,72%
35413,144,Atletico Goianiense,5,6,17,6.0,15,2,21,7,2.0,47%,3.0,0,0.0,377,273,72%
35413,145,Avai,1,2,3,0.0,2,1,24,2,1.0,53%,6.0,0,2.0,441,341,77%
35414,1062,Atletico-MG,3,9,24,12.0,8,16,11,12,2.0,68%,2.0,0,1.0,514,429,83%
35414,134,Atletico Paranaense,2,3,6,1.0,5,1,10,6,4.0,32%,6.0,1,3.0,243,148,61%
35412,127,Flamengo,5,10,23,8.0,11,12,12,5,2.0,55%,2.0,0,3.0,476,385,81%
35412,139,Ponte Preta,3,8,14,3.0,2,12,16,4,1.0,45%,2.0,0,3.0,380,296,78%
35411,128,Santos,5,2,9,2.0,6,3,16,10,2.0,45%,1.0,0,6.0,406,318,78%
35411,121,Palmeiras,6,6,16,4.0,5,11,14,7,3.0,55%,3.0,0,4.0,490,403,82%
35410,131,Corinthians,3,2,7,2.0,4,3,9,6,6.0,52%,0.0,0,2.0,533,445,83%
35410,135,Cruzeiro,2,10,18,6.0,8,10,16,7,4.0,48%,1.0,0,2.0,470,388,83%
35409,132,Chapecoense-sc,10,5,17,2.0,10,7,24,3,1.0,51%,3.0,0,1.0,363,283,78%
35409,133,Vasco DA Gama,2,3,5,0.0,3,2,15,5,0.0,49%,2.0,0,8.0,362,263,73%
35408,147,Coritiba,1,4,7,2.0,3,4,16,5,5.0,47%,1.0,1,3.0,323,245,76%
35408,118,Bahia,3,6,10,1.0,3,7,14,6,2.0,53%,4.0,1,2.0,367,274,75%
35407,124,Fluminense,2,5,12,5.0,5,7,12,3,2.0,50%,4.0,0,2.0,494,423,86%
35407,130,Gremio,4,5,12,3.0,3,9,17,2,1.0,50%,3.0,0,2.0,505,415,82%
35406,144,Atletico Goianiense,6,10,24,8.0,14,10,16,11,,65%,1.0,0,2.0,601,530,88%
35406,134,Atletico Paranaense,3,3,9,3.0,4,5,15,0,,35%,5.0,0,6.0,332,242,73%
35405,133,Vasco DA Gama,5,7,16,4.0,7,9,20,4,,49%,4.0,0,4.0,399,316,79%
35405,145,Avai,4,6,11,1.0,6,5,22,6,,51%,1.0,0,4.0,415,322,78%
35404,128,Santos,4,9,13,0.0,7,6,17,5,2.0,57%,3.0,0,2.0,560,485,87%
35404,139,Ponte Preta,2,3,9,4.0,4,5,13,2,3.0,43%,4.0,0,4.0,423,344,81%
35403,147,Coritiba,5,7,13,1.0,6,7,18,10,3.0,45%,2.0,0,0.0,339,256,76%
35403,131,Corinthians,0,0,5,5.0,1,4,13,4,5.0,55%,3.0,0,5.0,434,348,80%
35399,118,Bahia,9,5,15,1.0,8,7,14,3,2.0,61%,2.0,0,1.0,442,353,80%
35399,121,Palmeiras,5,6,17,6.0,9,8,23,5,1.0,39%,5.0,0,7.0,271,171,63%
35401,124,Fluminense,4,6,12,2.0,5,7,16,3,0.0,39%,1.0,0,3.0,239,166,69%
35401,127,Flamengo,5,6,15,4.0,7,8,25,4,1.0,61%,6.0,0,2.0,367,293,80%
35402,126,Sao Paulo,2,9,12,1.0,9,3,12,5,4.0,60%,2.0,0,2.0,445,353,79%
35402,1062,Atletico-MG,3,3,8,2.0,3,5,24,3,4.0,40%,2.0,0,1.0,312,227,73%
35400,132,Chapecoense-sc,6,8,21,7.0,7,14,11,8,2.0,58%,0.0,0,2.0,421,345,82%
35400,120,Botafogo,4,3,7,0.0,5,2,13,3,4.0,42%,2.0,0,6.0,309,214,69%
35398,123,Sport Recife,6,3,11,2.0,9,2,10,5,3.0,57%,,0,3.0,495,404,82%
35398,136,Vitoria,6,5,14,3.0,11,3,19,5,1.0,43%,,0,5.0,374,286,76%
35397,135,Cruzeiro,5,12,17,0.0,10,7,12,2,,55%,5.0,0,4.0,541,441,82%
35397,130,Gremio,7,5,15,3.0,11,4,14,8,,45%,2.0,0,2.0,442,338,76%
35396,136,Vitoria,3,11,17,3.0,8,9,15,8,4.0,59%,2.0,0,3.0,453,366,81%
35396,128,Santos,6,3,10,1.0,7,3,10,5,4.0,41%,1.0,0,4.0,319,226,71%
35394,120,Botafogo,3,4,7,0.0,4,3,20,2,1.0,43%,5.0,0,2.0,360,271,75%
35394,133,Vasco DA Gama,3,12,19,4.0,12,7,11,6,1.0,57%,1.0,0,0.0,440,366,83%
35395,121,Palmeiras,4,5,13,4.0,7,6,10,6,5.0,67%,2.0,0,4.0,536,459,86%
35395,144,Atletico Goianiense,4,3,9,2.0,6,3,17,3,6.0,33%,2.0,0,3.0,259,173,67%
35391,134,Atletico Paranaense,7,3,12,2.0,4,8,17,5,2.0,34%,3.0,0,5.0,299,219,73%
35391,126,Sao Paulo,5,13,28,10.0,12,16,15,8,1.0,66%,3.0,0,6.0,553,481,87%
35393,145,Avai,5,5,14,4.0,8,6,19,5,1.0,49%,1.0,0,2.0,423,326,77%
35393,124,Fluminense,4,6,15,5.0,12,4,20,4,0.0,51%,1.0,0,5.0,445,354,80%
35392,1062,Atletico-MG,2,1,5,2.0,4,1,23,3,2.0,52%,2.0,0,4.0,431,330,77%
35392,123,Sport Recife,6,5,12,1.0,7,5,26,2,3.0,48%,1.0,0,0.0,390,291,75%
35389,131,Corinthians,5,7,16,4.0,12,4,15,5,2.0,48%,4.0,1,1.0,434,372,86%
35389,118,Bahia,1,11,18,6.0,3,15,12,9,2.0,52%,4.0,1,2.0,444,395,89%
35390,139,Ponte Preta,1,4,6,1.0,4,2,21,5,0.0,51%,2.0,0,2.0,405,313,77%
35390,135,Cruzeiro,2,4,8,2.0,2,6,23,1,3.0,49%,2.0,0,0.0,392,308,79%
35387,127,Flamengo,11,6,20,3.0,13,7,21,6,3.0,51%,3.0,0,1.0,359,288,80%
35387,132,Chapecoense-sc,2,8,13,3.0,8,5,13,7,1.0,49%,1.0,0,6.0,329,255,78%
35388,130,Gremio,12,3,17,2.0,8,9,18,6,4.0,52%,2.0,0,6.0,439,358,82%
35388,147,Coritiba,6,5,12,1.0,3,9,11,3,0.0,48%,0.0,0,10.0,396,315,80%
35386,128,Santos,3,5,9,1.0,7,2,13,9,0.0,56%,0.0,0,2.0,531,434,82%
35386,123,Sport Recife,3,6,9,0.0,5,4,17,0,1.0,44%,1.0,0,3.0,416,321,77%
35385,133,Vasco DA Gama,5,6,12,1.0,8,4,21,3,0.0,52%,2.0,0,2.0,434,350,81%
35385,144,Atletico Goianiense,2,2,5,1.0,2,3,19,1,1.0,48%,0.0,0,4.0,398,299,75%
35384,126,Sao Paulo,3,11,15,1.0,7,8,12,6,0.0,52%,1.0,0,5.0,365,281,77%
35384,124,Fluminense,6,3,9,0.0,4,5,25,3,4.0,48%,1.0,0,2.0,342,262,77%
35382,130,Gremio,6,6,15,3.0,7,8,16,7,2.0,56%,4.0,0,2.0,564,486,86%
35382,131,Corinthians,3,1,5,1.0,4,1,16,2,0.0,44%,5.0,0,6.0,448,358,80%
35380,134,Atletico Paranaense,11,4,15,0.0,10,5,10,5,3.0,48%,0.0,0,2.0,473,384,81%
35380,136,Vitoria,3,6,12,3.0,5,7,11,1,2.0,52%,3.0,0,7.0,517,437,85%
35381,135,Cruzeiro,9,9,22,4.0,9,13,15,8,2.0,54%,0.0,0,2.0,413,313,76%
35381,147,Coritiba,2,6,9,1.0,6,3,26,9,2.0,46%,2.0,0,7.0,333,231,69%
35383,139,Ponte Preta,2,4,9,3.0,6,3,21,2,3.0,55%,6.0,2,0.0,440,336,76%
35383,121,Palmeiras,2,4,6,0.0,4,2,28,4,0.0,45%,3.0,1,1.0,365,248,68%
35379,118,Bahia,3,6,14,5.0,5,9,6,5,1.0,42%,3.0,1,3.0,375,295,79%
35379,127,Flamengo,4,4,13,5.0,8,5,23,3,0.0,58%,3.0,0,3.0,518,439,85%
35378,132,Chapecoense-sc,1,9,15,5.0,10,5,24,8,2.0,67%,5.0,0,2.0,462,350,76%
35378,1062,Atletico-MG,3,1,5,1.0,2,3,19,0,7.0,33%,5.0,0,1.0,237,132,56%
35377,120,Botafogo,9,14,31,8.0,21,10,11,17,1.0,72%,1.0,0,0.0,588,511,87%
35377,145,Avai,2,2,8,4.0,7,1,10,2,0.0,28%,2.0,0,8.0,231,151,65%
35376,121,Palmeiras,1,9,14,4.0,9,6,23,4,2.0,60%,3.0,0,2.0,480,395,82%
35376,130,Gremio,2,3,6,1.0,1,5,14,0,1.0,40%,1.0,0,1.0,328,240,73%
35375,144,Atletico Goianiense,4,4,16,8.0,10,6,14,3,0.0,32%,4.0,1,1.0,263,190,72%
35375,128,Santos,2,7,13,4.0,6,7,10,11,4.0,68%,1.0,0,3.0,553,494,89%
35373,123,Sport Recife,3,11,19,5.0,12,7,12,11,0.0,57%,1.0,0,1.0,462,383,83%
35373,134,Atletico Paranaense,1,1,2,0.0,1,1,18,4,2.0,43%,3.0,0,2.0,353,278,79%
35372,127,Flamengo,7,6,15,2.0,10,5,17,10,5.0,47%,1.0,0,1.0,412,337,82%
35372,126,Sao Paulo,2,8,12,2.0,8,4,14,0,0.0,53%,1.0,0,5.0,464,395,85%
35371,131,Corinthians,9,7,19,3.0,11,8,14,10,2.0,66%,3.0,0,0.0,645,572,89%
35371,120,Botafogo,0,3,3,0.0,1,2,14,2,1.0,34%,2.0,0,8.0,342,260,76%
35374,136,Vitoria,7,12,21,2.0,14,7,17,11,1.0,55%,5.0,0,1.0,439,346,79%
35374,118,Bahia,1,4,6,1.0,3,3,16,5,2.0,45%,3.0,0,6.0,359,265,74%
35370,1062,Atletico-MG,4,3,11,4.0,7,4,23,4,3.0,47%,4.0,0,4.0,357,246,69%
35370,135,Cruzeiro,5,5,10,0.0,4,6,18,3,1.0,53%,4.0,0,1.0,394,282,72%
35368,145,Avai,3,6,10,1.0,6,4,14,6,3.0,44%,2.0,0,3.0,407,315,77%
35368,139,Ponte Preta,3,9,18,6.0,10,8,25,5,0.0,56%,2.0,0,3.0,525,422,80%
35369,147,Coritiba,5,8,16,3.0,11,5,17,8,2.0,60%,3.0,0,2.0,395,313,79%
35369,133,Vasco DA Gama,4,3,10,3.0,7,3,20,5,1.0,40%,5.0,0,3.0,253,168,66%
35367,124,Fluminense,8,2,12,2.0,12,0,14,6,6.0,68%,3.0,0,4.0,453,381,84%
35367,132,Chapecoense-sc,7,12,23,4.0,13,10,22,5,2.0,32%,6.0,1,5.0,202,132,65%
35366,144,Atletico Goianiense,5,7,18,6.0,13,5,12,14,3.0,51%,1.0,0,4.0,353,264,75%
35366,136,Vitoria,6,3,9,0.0,5,4,23,4,4.0,49%,4.0,0,4.0,366,276,75%
35365,133,Vasco DA Gama,1,3,10,6.0,4,6,23,6,2.0,41%,4.0,0,2.0,282,207,73%
35365,127,Flamengo,3,2,9,4.0,6,3,15,9,2.0,59%,1.0,0,1.0,415,337,81%
35364,131,Corinthians,8,2,13,3.0,9,4,17,2,1.0,48%,2.0,0,6.0,498,406,82%
35364,139,Ponte Preta,6,8,20,6.0,7,13,8,5,4.0,52%,2.0,0,6.0,518,438,85%
35363,132,Chapecoense-sc,6,11,26,9.0,14,12,18,10,0.0,43%,1.0,0,2.0,359,281,78%
35363,134,Atletico Paranaense,3,1,4,0.0,3,1,13,2,4.0,57%,3.0,0,5.0,504,414,82%
35360,118,Bahia,5,10,20,5.0,9,11,16,10,2.0,72%,4.0,0,0.0,620,551,89%
35360,124,Fluminense,2,4,7,1.0,5,2,18,2,1.0,28%,2.0,0,4.0,242,172,71%
35362,130,Gremio,11,7,19,1.0,11,8,9,11,2.0,72%,1.0,0,1.0,685,599,87%
35362,145,Avai,3,4,8,1.0,3,5,17,5,1.0,28%,6.0,1,12.0,257,166,65%
35361,135,Cruzeiro,6,4,11,1.0,4,7,12,1,0.0,38%,1.0,0,0.0,306,236,77%
35361,121,Palmeiras,1,5,8,2.0,5,3,15,9,3.0,62%,4.0,0,3.0,484,393,81%
35358,120,Botafogo,3,6,11,2.0,9,2,14,4,1.0,56%,1.0,0,5.0,503,409,81%
35358,1062,Atletico-MG,6,1,9,2.0,6,3,27,7,1.0,44%,3.0,0,2.0,391,311,80%
35359,128,Santos,8,7,17,2.0,13,4,18,6,0.0,51%,4.0,0,3.0,442,375,85%
35359,126,Sao Paulo,5,7,14,2.0,7,7,5,2,2.0,49%,3.0,0,5.0,414,339,82%
35357,147,Coritiba,6,3,16,7.0,9,7,16,10,2.0,58%,2.0,1,4.0,399,314,79%
35357,123,Sport Recife,6,5,12,1.0,10,3,18,2,2.0,42%,2.0,0,6.0,291,209,72%
35356,139,Ponte Preta,9,10,27,8.0,14,13,12,18,0.0,66%,1.0,0,4.0,569,501,88%
35356,118,Bahia,7,4,11,0.0,7,4,14,0,2.0,34%,3.0,0,9.0,307,231,75%
35355,1062,Atletico-MG,6,10,24,8.0,15,9,9,15,1.0,63%,1.0,0,2.0,485,406,84%
35355,128,Santos,3,6,10,1.0,6,4,13,4,3.0,37%,2.0,0,6.0,298,224,75%
35354,124,Fluminense,0,8,12,4.0,6,6,13,6,0.0,58%,3.0,0,4.0,509,435,85%
35354,120,Botafogo,5,8,16,3.0,9,7,20,7,2.0,42%,4.0,0,0.0,360,289,80%
35352,121,Palmeiras,3,12,18,3.0,10,8,16,8,3.0,61%,3.0,0,0.0,490,389,79%
35352,131,Corinthians,2,1,3,0.0,3,0,14,1,5.0,39%,4.0,0,3.0,332,230,69%
35351,134,Atletico Paranaense,6,6,14,2.0,7,7,16,9,0.0,61%,3.0,0,3.0,621,532,86%
35351,135,Cruzeiro,5,8,15,2.0,6,9,9,1,1.0,39%,1.0,0,6.0,403,322,80%
35353,136,Vitoria,5,10,18,3.0,14,4,16,8,3.0,67%,4.0,0,1.0,514,407,79%
35353,133,Vasco DA Gama,4,3,10,3.0,7,4,14,9,5.0,33%,3.0,0,4.0,251,167,67%
35350,123,Sport Recife,5,4,11,2.0,8,3,9,5,1.0,52%,2.0,0,1.0,385,293,76%
35350,132,Chapecoense-sc,1,7,11,3.0,2,9,26,8,1.0,48%,8.0,0,2.0,346,264,76%
35349,126,Sao Paulo,3,8,18,7.0,11,7,18,9,,73%,0.0,0,1.0,600,529,88%
