fixture_id,team,formation,coach,player_id,player_name,number,position,grid,status
837992,Fluminense,3-4-2-1,Abel Braga,10080,Fábio,12,G,1:1,starter
837992,Fluminense,3-4-2-1,Abel Braga,50081,David Braz,44,D,2:3,starter
837992,Fluminense,3-4-2-1,Abel Braga,10237,Manoel,26,D,2:2,starter
837992,Fluminense,3-4-2-1,Abel Braga,105501,Cris Silva,15,M,2:1,starter
837992,Fluminense,3-4-2-1,Abel Braga,10306,Nino,33,D,3:4,starter
837992,Fluminense,3-4-2-1,Abel Braga,133194,Calegari,31,M,3:3,starter
837992,Fluminense,3-4-2-1,Abel Braga,9883,Nathan,13,F,3:2,starter
837992,Fluminense,3-4-2-1,Abel Braga,10348,Yago Felipe,20,M,3:1,starter
837992,Fluminense,3-4-2-1,Abel Braga,13708,J. Arias,21,F,4:2,starter
837992,Fluminense,3-4-2-1,Abel Braga,265784,André,7,M,4:1,starter
837992,Fluminense,3-4-2-1,Abel Braga,13523,G. Cano,14,F,5:1,starter
837992,Fluminense,3-4-2-1,Abel Braga,10396,Nonato,8,M,,substitute
837992,Fluminense,3-4-2-1,Abel Braga,265785,Luiz Henrique,11,F,,substitute
837992,Fluminense,3-4-2-1,Abel Braga,10104,Fred,9,F,,substitute
837992,Fluminense,3-4-2-1,Abel Braga,9936,Willian,17,F,,substitute
837992,Fluminense,3-4-2-1,Abel Braga,61809,Luccas Claro,4,D,,substitute
837992,Fluminense,3-4-2-1,Abel Braga,10298,Marcos Felipe,1,G,,substitute
837992,Fluminense,3-4-2-1,Abel Braga,63949,M. Pineida,6,D,,substitute
837992,Fluminense,3-4-2-1,Abel Braga,280245,Martinelli,38,M,,substitute
837992,Fluminense,3-4-2-1,Abel Braga,10301,Matheus Ferraz,3,D,,substitute
837992,Fluminense,3-4-2-1,Abel Braga,10527,Caio Paulista,70,F,,substitute
837992,Fluminense,3-4-2-1,Abel Braga,10267,Samuel Xavier,2,D,,substitute
837992,Fluminense,3-4-2-1,Abel Braga,10128,Wellington,5,M,,substitute
837992,Santos,4-4-2,F. Bustos,9979,João Paulo,34,G,1:1,starter
837992,Santos,4-4-2,F. Bustos,44304,Maicon,33,D,2:4,starter
837992,Santos,4-4-2,F. Bustos,10117,Mádson,13,D,2:3,starter
837992,Santos,4-4-2,F. Bustos,9416,Eduardo Bauermann,4,D,2:2,starter
837992,Santos,4-4-2,F. Bustos,330238,Lucas Pires,44,D,2:1,starter
837992,Santos,4-4-2,F. Bustos,10568,Willian Maranhão,5,M,3:4,starter
837992,Santos,4-4-2,F. Bustos,2580,J. Julio,8,F,3:3,starter
837992,Santos,4-4-2,F. Bustos,70590,R. Fernández,14,M,3:2,starter
837992,Santos,4-4-2,F. Bustos,9714,Vinicius Zanocelo,25,M,3:1,starter
837992,Santos,4-4-2,F. Bustos,9937,Ricardo Goulart,10,M,4:2,starter
837992,Santos,4-4-2,F. Bustos,267771,Marcos Leonardo,9,F,4:1,starter
837992,Santos,4-4-2,F. Bustos,278495,Gabriel Pirani,20,M,,substitute
837992,Santos,4-4-2,F. Bustos,16552,B. Angulo,15,F,,substitute
837992,Santos,4-4-2,F. Bustos,279811,Lucas Barbosa,21,M,,substitute
837992,Santos,4-4-2,F. Bustos,10001,Sandry,6,M,,substitute
837992,Santos,4-4-2,F. Bustos,47538,E. Velázquez,61,D,,substitute
837992,Santos,4-4-2,F. Bustos,10131,Camacho,29,M,,substitute
837992,Santos,4-4-2,F. Bustos,321454,Diogenes,52,G,,substitute
837992,Santos,4-4-2,F. Bustos,9986,Luiz Felipe,2,D,,substitute
837992,Santos,4-4-2,F. Bustos,50822,Auro,27,D,,substitute
837992,Santos,4-4-2,F. Bustos,54061,Lucas Braga,30,F,,substitute
837992,Santos,4-4-2,F. Bustos,44492,Marcos Guilherme,23,F,,substitute
837992,Santos,4-4-2,F. Bustos,9989,Felipe Jonatan,3,D,,substitute
837998,Atletico Goianiense,4-2-3-1,Umberto Louzer,9556,Luan Polli,1,G,1:1,starter
837998,Atletico Goianiense,4-2-3-1,Umberto Louzer,33336,Wanderson,3,D,2:4,starter
837998,Atletico Goianiense,4-2-3-1,Umberto Louzer,10349,Jefferson,6,D,2:3,starter
837998,Atletico Goianiense,4-2-3-1,Umberto Louzer,10381,Dudu,2,D,2:2,starter
837998,Atletico Goianiense,4-2-3-1,Umberto Louzer,9696,Edson,4,D,2:1,starter
837998,Atletico Goianiense,4-2-3-1,Umberto Louzer,9325,Jorginho,10,M,3:2,starter
837998,Atletico Goianiense,4-2-3-1,Umberto Louzer,157150,Wellington Rato,9,F,3:1,starter
837998,Atletico Goianiense,4-2-3-1,Umberto Louzer,9218,Marlon Freitas,8,M,4:3,starter
837998,Atletico Goianiense,4-2-3-1,Umberto Louzer,10025,Shaylon,7,M,4:2,starter
837998,Atletico Goianiense,4-2-3-1,Umberto Louzer,9460,Baralhas,5,M,4:1,starter
837998,Atletico Goianiense,4-2-3-1,Umberto Louzer,159774,Léo Pereira,11,M,5:1,starter
837998,Atletico Goianiense,4-2-3-1,Umberto Louzer,70568,D. Churín,18,F,,substitute
837998,Atletico Goianiense,4-2-3-1,Umberto Louzer,10060,Rickson,16,M,,substitute
837998,Atletico Goianiense,4-2-3-1,Umberto Louzer,77791,Hayner,13,D,,substitute
837998,Atletico Goianiense,4-2-3-1,Umberto Louzer,349326,Isaac,15,M,,substitute
837998,Atletico Goianiense,4-2-3-1,Umberto Louzer,1054,Renan Santos,12,G,,substitute
