fixture_id,team_id,team_name,shots_on_goal,shots_off_goal,total_shots,blocked_shots,shots_insidebox,shots_outsidebox,fouls,corner_kicks,offsides,ball_possession,yellow_cards,red_cards,goalkeeper_saves,total_passes,passes_accurate,passes_%,expected_goals
1005661,125,America Mineiro,8,8,22,6,12,10,12,7,3.0,47%,3.0,,3,384,311,81%,1.21
1005668,1193,Cuiaba,3,8,14,3,10,4,17,4,3.0,34%,3.0,,1,246,169,69%,1.22
1005668,794,RB Bragantino,2,4,7,1,4,3,21,5,2.0,66%,3.0,,2,511,411,80%,0.89
1005664,135,Cruzeiro,6,9,21,6,12,9,21,11,1.0,49%,6.0,1.0,7,488,393,81%,1.50
1005664,130,Gremio,7,2,11,2,4,7,8,5,3.0,51%,2.0,0.0,5,511,405,79%,0.81
1005665,119,Internacional,4,5,16,7,8,8,14,6,2.0,36%,3.0,,3,310,251,81%,1.02
1005665,127,Flamengo,4,8,16,4,11,5,13,2,3.0,64%,1.0,,2,586,515,88%,1.43
1005662,128,Santos,2,5,12,5,6,6,11,9,0.0,37%,3.0,,5,318,247,78%,0.88
1005662,1062,Atletico-MG,5,6,15,4,4,11,21,6,1.0,63%,3.0,,2,553,466,84%,1.26
1005660,133,Vasco DA Gama,3,4,11,4,7,4,19,2,,36%,4.0,,5,257,175,68%,1.71
1005660,121,Palmeiras,7,5,13,1,5,8,15,5,,64%,3.0,,1,470,378,80%,0.76
1005666,147,Coritiba,7,7,18,4,4,14,9,3,2.0,58%,1.0,,6,497,419,84%,0.72
1005666,154,Fortaleza EC,9,4,16,3,14,2,10,7,2.0,42%,2.0,,7,343,270,79%,2.60
1005663,151,Goias,7,6,18,5,9,9,21,5,4.0,51%,5.0,,1,392,317,81%,0.97
1005663,131,Corinthians,2,4,10,4,4,6,23,8,1.0,49%,2.0,,4,396,319,81%,0.34
1005667,118,Bahia,5,3,13,5,9,4,18,6,0.0,60%,1.0,,1,540,452,84%,0.91
1005667,120,Botafogo,3,2,5,0,2,3,9,3,5.0,40%,2.0,,4,368,289,79%,0.20
1005676,147,Coritiba,5,8,16,3,12,4,14,7,2.0,33%,4.0,,5,288,211,73%,1.88
1005676,126,Sao Paulo,6,9,22,7,8,14,12,6,2.0,67%,1.0,,4,609,535,88%,1.04
1005677,154,Fortaleza EC,18,2,20,0,15,5,8,8,2.0,30%,0.0,,1,253,195,77%,5.57
1005677,124,Fluminense,3,3,12,6,8,4,14,5,1.0,70%,3.0,,13,598,540,90%,1.37
1005671,121,Palmeiras,6,7,21,8,9,12,20,12,0.0,54%,3.0,,2,510,432,85%,1.43
1005671,131,Corinthians,2,2,9,5,3,6,15,3,1.0,46%,3.0,,4,438,364,83%,0.47
1005672,128,Santos,6,4,12,2,9,3,19,2,0.0,44%,3.0,1.0,6,294,216,73%,1.82
1005672,125,America Mineiro,8,7,19,4,7,12,16,6,1.0,56%,4.0,0.0,3,369,284,77%,1.71
1005673,794,RB Bragantino,5,5,12,2,8,4,18,5,1.0,45%,5.0,2.0,2,369,287,78%,1.06
1005673,135,Cruzeiro,5,7,18,6,9,9,8,9,4.0,55%,3.0,0.0,5,467,378,81%,2.03
1005674,1062,Atletico-MG,6,9,16,1,11,5,18,1,2.0,59%,3.0,0.0,2,574,497,87%,1.99
1005674,134,Atletico Paranaense,3,1,8,4,3,5,11,5,3.0,41%,3.0,1.0,4,398,321,81%,0.59
1005669,127,Flamengo,13,8,24,3,19,5,14,7,3.0,74%,4.0,0.0,3,642,565,88%,3.34
1005669,120,Botafogo,6,3,12,3,9,3,12,2,1.0,26%,4.0,1.0,11,225,157,70%,2.45
1005675,119,Internacional,8,6,18,4,10,8,16,8,1.0,57%,4.0,0.0,2,464,401,86%,0.95
1005675,151,Goias,1,7,14,6,10,4,10,11,4.0,43%,2.0,1.0,7,331,272,82%,0.72
1005678,1193,Cuiaba,4,4,15,7,7,8,15,7,2.0,51%,5.0,1.0,4,411,342,83%,1.36
1005678,130,Gremio,6,4,12,2,7,5,11,5,2.0,49%,5.0,0.0,3,431,349,81%,1.64
1005670,133,Vasco DA Gama,6,6,15,3,7,8,19,7,5.0,55%,1.0,,5,433,347,80%,0.91
1005670,118,Bahia,6,4,12,2,8,4,19,6,0.0,45%,4.0,,6,357,269,75%,1.27
1005684,135,Cruzeiro,3,6,10,1,6,4,17,4,0.0,55%,6.0,,3,497,400,80%,1.37
1005684,128,Santos,4,4,9,1,6,3,15,4,5.0,45%,3.0,,1,391,301,77%,1.11
1005679,124,Fluminense,9,10,23,4,9,14,12,9,1.0,79%,3.0,,0,732,653,89%,1.83
1005679,133,Vasco DA Gama,1,5,8,2,3,5,19,1,1.0,21%,3.0,,8,190,114,60%,0.71
1005688,125,America Mineiro,4,8,15,3,11,4,19,4,5.0,46%,3.0,1.0,4,400,315,79%,1.38
1005688,1193,Cuiaba,5,3,9,1,4,5,12,6,2.0,54%,3.0,0.0,3,476,382,80%,0.48
1005687,118,Bahia,5,5,15,5,8,7,28,3,1.0,51%,2.0,,4,421,337,80%,1.38
1005687,147,Coritiba,4,1,10,5,4,6,24,5,2.0,49%,6.0,,4,403,319,79%,0.38
1005681,126,Sao Paulo,4,1,7,2,5,2,16,4,2.0,43%,3.0,,3,372,305,82%,1.74
1005681,119,Internacional,4,3,15,8,9,6,9,9,3.0,57%,4.0,,2,488,423,87%,0.92
1005686,134,Atletico Paranaense,4,3,10,3,6,4,15,2,2.0,39%,2.0,,4,348,270,78%,1.34
1005686,127,Flamengo,4,3,14,7,4,10,11,8,0.0,61%,2.0,,2,533,452,85%,1.44
1005680,120,Botafogo,7,9,22,6,14,8,14,5,0.0,39%,1.0,,1,341,279,82%,2.09
1005680,1062,Atletico-MG,1,5,9,3,5,4,8,9,4.0,61%,3.0,,5,536,458,85%,0.48
1005685,130,Gremio,3,4,11,4,7,4,9,4,3.0,42%,5.0,,5,349,243,70%,1.64
1005685,794,RB Bragantino,7,6,21,8,12,9,20,7,2.0,58%,2.0,,0,468,355,76%,1.83
1005683,151,Goias,4,7,15,4,7,8,13,4,1.0,43%,2.0,1.0,3,396,334,84%,0.74
1005683,121,Palmeiras,7,5,16,4,11,5,29,6,1.0,57%,6.0,0.0,4,523,463,89%,2.12
1005682,131,Corinthians,8,10,21,3,11,10,6,5,3.0,49%,2.0,,1,486,415,85%,1.00
1005682,154,Fortaleza EC,2,7,16,7,7,9,9,5,2.0,51%,2.0,,7,514,456,89%,0.98
1005695,119,Internacional,3,8,12,1,6,6,11,4,2.0,47%,2.0,,3,423,359,85%,1.03
1005695,134,Atletico Paranaense,5,3,14,6,9,5,10,3,2.0,53%,4.0,,3,504,427,85%,1.44
1005692,128,Santos,9,3,14,2,9,5,18,1,5.0,41%,3.0,,3,367,293,80%,1.93
1005692,118,Bahia,3,9,17,5,7,10,13,4,1.0,59%,4.0,,6,537,465,87%,1.19
1005693,794,RB Bragantino,9,5,20,6,8,12,16,5,3.0,62%,5.0,,1,440,344,78%,1.62
1005693,125,America Mineiro,3,2,10,5,8,2,17,4,2.0,38%,3.0,,7,272,166,61%,1.98
1005689,127,Flamengo,5,11,23,7,18,5,21,8,1.0,57%,0.0,,6,547,487,89%,2.66
1005689,151,Goias,6,4,14,4,7,7,9,7,1.0,43%,1.0,,3,403,340,84%,0.77
1005698,1193,Cuiaba,1,5,7,1,1,6,12,6,0.0,47%,1.0,,3,465,400,86%,0.28
1005698,1062,Atletico-MG,7,1,8,0,5,3,17,1,1.0,53%,2.0,,1,552,477,86%,2.68
1005691,121,Palmeiras,10,15,28,3,16,12,10,7,2.0,58%,2.0,,1,560,497,89%,4.37
1005691,130,Gremio,2,1,3,0,1,2,13,4,0.0,42%,4.0,,6,408,329,81%,0.08
1005694,135,Cruzeiro,5,13,27,9,13,14,14,16,1.0,48%,1.0,0.0,4,401,354,88%,2.02
1005694,124,Fluminense,7,2,11,2,9,2,10,3,3.0,52%,5.0,1.0,5,469,406,87%,1.31
1005696,147,Coritiba,6,4,10,0,6,4,22,5,1.0,35%,2.0,,1,303,221,73%,0.83
1005696,133,Vasco DA Gama,2,3,6,1,5,1,15,5,3.0,65%,1.0,,4,544,451,83%,0.70
1005690,120,Botafogo,6,5,16,5,7,9,12,3,,53%,1.0,,4,605,543,90%,2.54
1005690,131,Corinthians,4,4,12,4,7,5,5,3,,47%,2.0,,3,526,463,88%,0.57
1005697,154,Fortaleza EC,2,10,16,4,13,3,9,4,3.0,44%,3.0,1.0,1,369,298,81%,0.88
1005697,126,Sao Paulo,1,5,13,7,5,8,17,10,2.0,56%,5.0,1.0,4,479,407,85%,0.80
1005707,118,Bahia,6,11,20,3,14,6,16,10,0.0,52%,8.0,2.0,1,413,350,85%,1.03
1005707,127,Flamengo,5,7,14,2,9,5,13,4,5.0,48%,5.0,0.0,4,386,333,86%,2.53
1005701,121,Palmeiras,6,9,22,7,15,7,12,15,3.0,58%,1.0,,2,443,360,81%,1.51
1005701,794,RB Bragantino,3,4,8,1,3,5,19,6,2.0,42%,4.0,,5,331,262,79%,1.15
1005699,124,Fluminense,2,4,7,1,6,1,14,7,0.0,62%,3.0,,2,643,562,87%,0.91
1005699,1193,Cuiaba,2,4,13,7,5,8,10,3,4.0,38%,4.0,,0,391,334,85%,0.92
1005704,1062,Atletico-MG,4,8,14,2,10,4,14,3,0.0,54%,2.0,,4,515,406,79%,1.64
1005704,119,Internacional,4,2,6,0,2,4,8,3,2.0,46%,3.0,,2,424,325,77%,0.30
1005705,130,Gremio,6,7,17,4,9,8,22,9,1.0,57%,3.0,,4,513,413,81%,0.69
1005705,154,Fortaleza EC,4,7,14,3,9,5,22,5,1.0,43%,4.0,,6,386,297,77%,0.60
1005702,131,Corinthians,3,4,7,0,2,5,16,5,0.0,34%,2.0,,0,344,276,80%,0.96
1005702,126,Sao Paulo,1,2,7,4,5,2,18,4,2.0,66%,4.0,,2,691,619,90%,0.86
1005700,133,Vasco DA Gama,9,10,23,4,15,8,14,14,0.0,70%,4.0,,0,515,433,84%,1.51
1005700,128,Santos,1,3,6,2,4,2,12,1,3.0,30%,1.0,,9,238,157,66%,0.71
1005708,125,America Mineiro,2,10,15,3,7,8,10,5,5.0,47%,2.0,,4,373,294,79%,1.26
1005708,135,Cruzeiro,8,6,16,2,14,2,17,6,3.0,53%,0.0,,2,428,344,80%,2.72
1005706,134,Atletico Paranaense,7,15,26,4,17,9,10,4,1.0,66%,2.0,,1,589,486,83%,3.13
1005706,147,Coritiba,3,2,7,2,3,4,12,1,1.0,34%,3.0,,4,309,211,68%,0.32
1005703,151,Goias,5,2,7,0,5,2,23,4,2.0,47%,6.0,,1,341,267,78%,1.90
1005703,120,Botafogo,2,10,17,5,8,9,18,7,2.0,53%,3.0,,2,391,302,77%,1.54
1005717,118,Bahia,4,14,23,5,11,12,19,4,1.0,51%,1.0,,4,428,356,83%,2.40
1005717,151,Goias,5,4,13,4,3,10,13,6,6.0,49%,3.0,,3,419,339,81%,1.03
1005710,120,Botafogo,7,7,21,7,13,8,24,7,2.0,34%,4.0,,0,271,214,79%,1.66
1005710,124,Fluminense,0,2,3,1,3,0,14,4,1.0,66%,2.0,,6,538,473,88%,0.93
1005718,125,America Mineiro,3,5,9,1,4,5,14,1,0.0,28%,4.0,,5,288,195,68%,0.52
1005718,154,Fortaleza EC,6,5,16,5,10,6,8,2,1.0,72%,2.0,,1,747,659,88%,1.13
1005711,126,Sao Paulo,7,4,15,4,11,4,9,3,0.0,52%,0.0,,2,455,370,81%,2.39
1005711,133,Vasco DA Gama,4,6,16,6,7,9,16,9,1.0,48%,4.0,,3,399,326,82%,0.99
1005716,147,Coritiba,4,6,10,0,3,7,20,5,2.0,34%,5.0,1.0,6,273,204,75%,1.05
1005716,1062,Atletico-MG,7,4,18,7,7,11,17,7,1.0,66%,8.0,1.0,3,544,475,87%,1.50
1005713,794,RB Bragantino,4,7,13,2,9,4,20,6,2.0,61%,2.0,,4,452,371,82%,1.57
1005713,134,Atletico Paranaense,4,8,14,2,6,8,12,5,3.0,39%,3.0,,2,291,199,68%,0.96
1005712,128,Santos,4,5,12,3,6,6,15,3,0.0,38%,3.0,,1,339,240,71%,0.45
1005712,121,Palmeiras,1,5,12,6,4,8,11,4,3.0,62%,2.0,,4,554,462,83%,0.50
1005709,127,Flamengo,3,3,10,4,3,7,9,6,0.0,65%,0.0,,3,671,612,91%,0.63
1005709,131,Corinthians,3,8,15,4,13,2,12,9,2.0,35%,2.0,,2,349,284,81%,1.04
1005715,130,Gremio,6,6,14,2,13,1,14,3,1.0,29%,2.0,1.0,3,231,138,60%,1.23
1005715,119,Internacional,4,14,24,6,13,11,15,7,1.0,71%,1.0,0.0,3,567,495,87%,1.46
1005714,135,Cruzeiro,8,6,15,1,8,7,16,6,5.0,65%,1.0,,1,536,438,82%,1.22
1005714,1193,Cuiaba,2,9,15,4,8,7,15,2,2.0,35%,3.0,,8,290,194,67%,1.30
1005726,134,Atletico Paranaense,4,7,16,5,9,7,14,10,1.0,66%,2.0,,2,537,463,86%,1.15
1005726,130,Gremio,4,4,10,2,7,3,15,5,2.0,34%,4.0,,3,280,189,68%,0.82
1005727,154,Fortaleza EC,6,5,15,4,11,4,11,9,3.0,50%,3.0,,1,370,304,82%,1.86
1005727,133,Vasco DA Gama,1,2,11,8,4,7,15,5,3.0,50%,1.0,,5,388,310,80%,0.61
1005719,127,Flamengo,2,8,14,4,8,6,12,2,5.0,62%,4.0,,5,617,535,87%,2.17
1005719,135,Cruzeiro,6,9,18,3,11,7,18,1,3.0,38%,5.0,,2,380,305,80%,1.20
1005728,1193,Cuiaba,3,6,10,1,6,4,8,2,0.0,44%,3.0,,1,391,302,77%,0.64
1005728,147,Coritiba,2,5,8,1,3,5,13,6,3.0,56%,5.0,,2,515,424,82%,0.96
1005721,126,Sao Paulo,6,7,16,3,8,8,12,11,3.0,68%,2.0,,3,605,546,90%,0.77
1005721,151,Goias,4,2,7,1,5,2,16,5,1.0,32%,4.0,,4,284,224,79%,0.32
1005725,119,Internacional,2,2,7,3,3,4,10,2,3.0,44%,1.0,,4,428,353,82%,0.97
1005725,118,Bahia,4,4,9,1,7,2,13,7,0.0,56%,2.0,,0,526,447,85%,1.10
1005722,131,Corinthians,4,8,14,2,5,9,18,7,2.0,30%,3.0,,7,307,240,78%,1.40
1005722,124,Fluminense,7,10,22,5,10,12,6,6,3.0,70%,2.0,,2,730,670,92%,1.20
1005723,794,RB Bragantino,9,6,18,3,11,7,13,5,3.0,59%,2.0,,1,483,381,79%,1.24
1005723,128,Santos,1,5,9,3,4,5,10,4,4.0,41%,1.0,,7,338,232,69%,0.29
1005724,1062,Atletico-MG,4,4,10,2,7,3,27,3,0.0,58%,3.0,,1,480,404,84%,0.89
1005724,121,Palmeiras,2,4,11,5,7,4,15,3,3.0,42%,3.0,,3,348,278,80%,1.15
1005720,120,Botafogo,6,4,17,7,13,4,9,7,2.0,56%,2.0,,1,472,400,85%,2.19
1005720,125,America Mineiro,1,2,4,1,1,3,11,0,3.0,44%,3.0,,4,383,297,78%,0.26
1005737,154,Fortaleza EC,2,6,11,3,8,3,17,8,3.0,54%,2.0,,2,416,334,80%,0.69
1005737,118,Bahia,2,3,7,2,3,4,9,4,3.0,46%,3.0,,2,361,274,76%,0.33
1005738,125,America Mineiro,6,6,16,4,9,7,16,2,1.0,30%,1.0,,2,290,191,66%,1.21
1005738,131,Corinthians,2,2,6,2,3,3,14,3,0.0,70%,0.0,,3,697,589,85%,1.18
1005736,134,Atletico Paranaense,7,4,16,5,6,10,15,6,3.0,48%,3.0,,4,392,321,82%,0.85
1005736,120,Botafogo,4,5,13,4,8,5,12,7,0.0,52%,1.0,,6,422,346,82%,0.61
1005734,135,Cruzeiro,5,7,19,7,13,6,19,12,3.0,65%,6.0,,2,446,375,84%,1.85
1005734,1062,Atletico-MG,3,3,7,1,3,4,21,4,5.0,35%,5.0,,6,250,166,66%,0.63
1005732,128,Santos,4,12,17,1,8,9,19,5,,56%,2.0,,2,477,400,84%,1.45
1005732,119,Internacional,3,3,8,2,4,4,12,5,,44%,4.0,,3,385,308,80%,0.96
1005729,124,Fluminense,4,6,12,2,7,5,10,6,2.0,51%,5.0,,3,420,345,82%,1.06
1005729,794,RB Bragantino,3,8,15,4,6,9,12,6,1.0,49%,2.0,,2,397,320,81%,0.58
1005735,130,Gremio,7,6,21,8,12,9,9,6,3.0,40%,2.0,,3,375,294,78%,2.05
1005735,126,Sao Paulo,4,7,17,6,10,7,13,8,2.0,60%,1.0,,5,549,466,85%,1.18
1005731,121,Palmeiras,8,6,23,9,17,6,15,11,3.0,51%,4.0,,3,412,357,87%,2.23
1005731,147,Coritiba,4,2,7,1,3,4,13,5,0.0,49%,5.0,,5,412,352,85%,0.61
1005733,151,Goias,3,7,11,1,3,8,19,4,2.0,55%,2.0,,7,445,373,84%,0.36
1005733,1193,Cuiaba,8,2,15,5,5,10,14,5,1.0,45%,3.0,,3,367,298,81%,1.50
1005730,133,Vasco DA Gama,5,7,13,1,10,3,13,4,2.0,45%,2.0,,1,413,338,82%,1.52
1005730,127,Flamengo,5,4,11,2,6,5,18,0,0.0,55%,0.0,,4,537,460,86%,0.77
1005746,147,Coritiba,7,7,19,5,12,7,15,8,4.0,46%,3.0,0.0,3,349,264,76%,1.24
1005746,128,Santos,3,2,7,2,6,1,18,3,3.0,54%,2.0,1.0,7,415,332,80%,0.66
1005747,118,Bahia,5,3,14,6,10,4,15,6,8.0,47%,5.0,,5,405,315,78%,1.40
1005747,135,Cruzeiro,7,6,15,2,11,4,9,5,5.0,53%,1.0,,3,463,376,81%,2.48
1005742,131,Corinthians,7,10,24,7,17,7,11,8,1.0,61%,2.0,,1,532,469,88%,1.29
1005742,1193,Cuiaba,2,3,10,5,5,5,13,6,1.0,39%,3.0,,6,341,272,80%,0.76
1005744,1062,Atletico-MG,6,3,16,7,11,5,8,7,5.0,61%,2.0,,2,553,435,79%,1.92
1005744,794,RB Bragantino,3,1,7,3,4,3,14,2,1.0,39%,3.0,,5,359,247,69%,0.51
1005740,120,Botafogo,10,6,21,5,15,6,16,7,1.0,55%,3.0,,3,494,423,86%,3.24
1005740,154,Fortaleza EC,3,5,9,1,6,3,12,3,4.0,45%,3.0,,8,410,337,82%,0.38
1005748,125,America Mineiro,12,5,21,4,15,6,19,7,1.0,51%,2.0,,2,364,274,75%,1.80
1005748,134,Atletico Paranaense,4,5,9,0,6,3,10,3,1.0,49%,4.0,,10,360,254,71%,0.83
1005745,119,Internacional,3,5,11,3,6,5,13,7,0.0,45%,2.0,,4,409,342,84%,1.61
1005745,133,Vasco DA Gama,5,6,14,3,9,5,21,6,4.0,55%,3.0,,1,519,448,86%,0.88
1005741,126,Sao Paulo,6,11,26,9,16,10,15,8,0.0,66%,4.0,1.0,2,581,508,87%,1.36
1005741,121,Palmeiras,4,1,10,5,5,5,17,3,2.0,34%,1.0,0.0,6,307,234,76%,0.75
1005739,127,Flamengo,4,7,14,3,9,5,20,3,1.0,53%,0.0,,7,502,410,82%,1.63
1005739,130,Gremio,8,12,25,5,17,8,17,7,1.0,47%,3.0,,1,441,351,80%,2.01
1005743,151,Goias,9,9,22,4,13,9,15,6,5.0,41%,3.0,,2,313,250,80%,2.38
1005743,124,Fluminense,4,5,14,5,11,3,23,7,1.0,59%,3.0,,7,473,410,87%,1.20
1005751,126,Sao Paulo,5,2,8,1,7,1,15,4,3.0,56%,3.0,,3,478,393,82%,0.54
1005751,134,Atletico Paranaense,5,6,14,3,6,8,11,4,2.0,44%,2.0,,3,365,303,83%,1.15
1005754,135,Cruzeiro,3,5,12,4,7,5,9,5,1.0,68%,4.0,,1,559,462,83%,1.30
1005754,154,Fortaleza EC,2,4,10,4,8,2,12,2,7.0,32%,4.0,,3,269,177,66%,1.79
1005752,128,Santos,4,5,12,3,9,3,17,5,0.0,50%,2.0,,2,426,360,85%,0.98
1005752,131,Corinthians,3,5,9,1,7,2,14,2,1.0,50%,4.0,,4,439,366,83%,1.25
1005757,118,Bahia,3,4,9,2,7,2,18,6,6.0,47%,4.0,,2,387,315,81%,0.66
1005757,121,Palmeiras,3,6,10,1,7,3,16,8,7.0,53%,3.0,,2,436,352,81%,0.82
1005749,124,Fluminense,4,4,10,2,5,5,20,3,5.0,49%,2.0,,6,418,357,85%,0.51
1005749,1062,Atletico-MG,6,5,14,3,8,6,19,5,0.0,51%,4.0,,3,426,346,81%,1.43
1005755,130,Gremio,9,11,22,2,15,7,10,10,2.0,72%,0.0,0.0,1,729,639,88%,2.21
1005755,125,America Mineiro,2,3,8,3,4,4,11,2,3.0,28%,3.0,1.0,7,280,185,66%,0.80
1005750,133,Vasco DA Gama,5,10,21,6,13,8,19,8,4.0,60%,2.0,,0,521,460,88%,1.74
1005750,151,Goias,1,6,8,1,3,5,24,2,3.0,40%,3.0,,4,361,284,79%,0.35
1005756,147,Coritiba,4,6,14,4,10,4,23,10,1.0,52%,2.0,,3,382,296,77%,1.56
1005756,119,Internacional,4,0,5,1,3,2,14,5,6.0,48%,4.0,,4,367,289,79%,0.93
1005758,1193,Cuiaba,9,8,23,6,10,13,11,6,2.0,53%,2.0,,2,484,408,84%,1.11
1005758,120,Botafogo,3,1,5,1,2,3,13,2,2.0,47%,2.0,,9,449,376,84%,0.84
1005753,794,RB Bragantino,13,11,36,12,22,14,2,17,2.0,60%,,,0,497,415,84%,3.40
1005753,127,Flamengo,0,5,7,2,6,1,5,2,2.0,40%,,,9,353,262,74%,0.75
1005766,134,Atletico Paranaense,6,9,24,9,18,6,25,5,1.0,35%,5.0,,3,321,250,78%,2.73
1005766,131,Corinthians,3,5,12,4,7,5,11,5,1.0,65%,2.0,,5,606,532,88%,0.94
1005759,124,Fluminense,10,6,17,1,13,4,9,9,2.0,48%,1.0,1.0,2,446,369,83%,2.95
1005759,118,Bahia,3,9,15,3,9,6,11,10,0.0,52%,0.0,0.0,7,471,399,85%,1.06
1005767,154,Fortaleza EC,3,2,9,4,2,7,10,3,1.0,42%,1.0,0.0,3,419,355,85%,0.69
1005767,1062,Atletico-MG,4,9,18,5,4,14,13,8,1.0,58%,1.0,1.0,1,590,519,88%,0.97
1005764,135,Cruzeiro,0,5,6,1,5,1,14,6,1.0,31%,1.0,,9,264,191,72%,0.88
1005764,126,Sao Paulo,8,3,14,3,9,5,15,5,8.0,69%,3.0,,0,615,541,88%,0.88
1005761,121,Palmeiras,4,7,15,4,11,4,17,12,4.0,64%,0.0,,1,470,384,82%,2.80
1005761,120,Botafogo,2,3,6,1,5,1,14,1,0.0,36%,3.0,,4,278,197,71%,0.75
1005765,130,Gremio,8,4,17,5,13,4,10,8,2.0,50%,2.0,0.0,6,402,311,77%,3.23
1005765,147,Coritiba,7,8,17,2,12,5,17,5,4.0,50%,4.0,1.0,3,408,331,81%,1.10
1005768,125,America Mineiro,3,8,15,4,7,8,25,3,0.0,39%,2.0,,0,302,227,75%,1.20
1005768,119,Internacional,2,1,8,5,5,3,6,2,1.0,61%,1.0,,2,504,427,85%,1.19
1005762,128,Santos,6,4,12,2,7,5,14,2,2.0,33%,2.0,,1,350,281,80%,1.63
1005762,127,Flamengo,4,1,10,5,6,4,11,7,1.0,67%,1.0,,4,716,633,88%,0.92
1005763,794,RB Bragantino,6,8,20,6,11,9,17,10,0.0,60%,2.0,,0,464,389,84%,1.87
1005763,151,Goias,0,1,4,3,3,1,23,4,6.0,40%,2.0,,4,317,237,75%,0.25
1005760,133,Vasco DA Gama,2,4,9,3,5,4,18,4,3.0,48%,6.0,,3,385,303,79%,1.80
1005760,1193,Cuiaba,3,6,14,5,5,9,13,6,5.0,52%,3.0,,1,411,335,82%,0.54
1005771,126,Sao Paulo,4,8,21,9,8,13,16,12,2.0,55%,2.0,0.0,2,474,401,85%,1.17
1005771,124,Fluminense,2,1,4,1,2,2,7,2,1.0,45%,2.0,1.0,3,403,332,82%,0.15
1005777,118,Bahia,4,7,15,4,9,6,21,7,0.0,47%,3.0,,5,403,322,80%,1.32
1005777,130,Gremio,7,5,14,2,10,4,11,2,6.0,53%,2.0,,3,464,370,80%,2.60
1005769,127,Flamengo,4,3,10,3,7,3,13,5,1.0,60%,2.0,,6,549,461,84%,1.37
1005769,154,Fortaleza EC,6,4,15,5,8,7,14,4,2.0,40%,0.0,,2,360,287,80%,1.55
1005775,119,Internacional,4,8,15,3,10,5,12,2,1.0,54%,6.0,0.0,3,515,442,86%,1.80
1005775,135,Cruzeiro,3,5,9,1,4,5,14,4,1.0,46%,4.0,1.0,4,440,358,81%,1.01
1005772,131,Corinthians,4,4,12,4,7,5,15,4,5.0,41%,3.0,,4,367,258,70%,0.55
1005772,794,RB Bragantino,5,5,10,0,5,5,17,2,1.0,59%,2.0,,4,544,453,83%,0.87
1005770,120,Botafogo,6,5,16,5,12,4,10,4,0.0,58%,2.0,,4,457,382,84%,1.55
1005770,133,Vasco DA Gama,4,6,12,2,6,6,15,8,1.0,42%,5.0,,4,330,261,79%,0.89
1005776,134,Atletico Paranaense,5,16,27,6,17,10,20,7,1.0,54%,4.0,0.0,3,435,361,83%,3.98
1005776,121,Palmeiras,5,3,10,2,6,4,9,2,4.0,46%,2.0,1.0,3,379,306,81%,1.54
1005774,1062,Atletico-MG,5,2,12,5,7,5,16,4,1.0,47%,3.0,1.0,3,367,289,79%,1.36
1005774,125,America Mineiro,6,9,23,8,16,7,19,7,3.0,53%,2.0,0.0,3,405,316,78%,2.71
1005778,1193,Cuiaba,6,4,15,5,6,9,7,9,1.0,49%,0.0,,2,362,300,83%,1.19
1005778,128,Santos,2,1,5,2,3,2,16,5,1.0,51%,2.0,,3,397,313,79%,0.27
1005773,151,Goias,7,6,19,6,13,6,20,7,1.0,64%,5.0,,6,468,389,83%,1.89
1005773,147,Coritiba,8,3,13,2,7,6,24,2,1.0,36%,8.0,,6,277,189,68%,0.91
1005780,133,Vasco DA Gama,1,7,9,1,7,2,7,4,3.0,56%,2.0,,4,465,383,82%,1.13
1005780,135,Cruzeiro,5,0,7,2,3,4,18,6,1.0,44%,3.0,,1,364,279,77%,0.50
1005788,1193,Cuiaba,6,2,10,2,3,7,12,5,9.0,41%,1.0,,2,346,259,75%,1.53
1005788,118,Bahia,2,1,6,3,4,2,13,5,0.0,59%,3.0,,5,506,422,83%,0.30
1005786,147,Coritiba,7,3,14,4,8,6,16,7,2.0,43%,5.0,,3,305,217,71%,1.53
1005786,125,America Mineiro,4,6,17,7,9,8,20,8,0.0,57%,3.0,,4,406,322,79%,0.86
1005784,1062,Atletico-MG,6,8,27,13,18,9,15,10,,60%,3.0,,1,561,474,84%,1.56
1005784,131,Corinthians,2,3,8,3,4,4,7,2,,40%,2.0,,6,398,301,76%,0.74
1005781,121,Palmeiras,4,4,11,3,7,4,13,4,5.0,43%,2.0,,3,388,317,82%,1.15
1005781,127,Flamengo,4,3,10,3,6,4,16,7,3.0,57%,3.0,,3,519,457,88%,0.90
1005782,128,Santos,6,5,15,4,12,3,17,8,1.0,34%,6.0,1.0,2,265,188,71%,2.46
1005782,151,Goias,5,8,19,6,9,10,19,13,4.0,66%,2.0,1.0,2,543,459,85%,1.96
1005779,124,Fluminense,8,3,14,3,6,8,18,7,3.0,55%,2.0,,0,510,439,86%,1.12
1005779,119,Internacional,0,5,10,5,7,3,16,4,0.0,45%,3.0,,6,404,327,81%,0.41
1005783,794,RB Bragantino,4,14,26,8,11,15,16,6,,59%,2.0,,1,419,319,76%,1.53
1005783,126,Sao Paulo,1,2,6,3,5,1,9,4,,41%,2.0,,4,295,198,67%,0.46
1005785,130,Gremio,4,11,22,7,14,8,7,10,1.0,51%,2.0,,4,465,373,80%,1.56
1005785,120,Botafogo,6,5,15,4,6,9,12,2,1.0,49%,5.0,,4,464,385,83%,1.11
