id_partida,id_league,referee,date,Stadium,Home_Team,home.id,Away_Team,away.id,home.winner,Gols_Home,Gols_Away,Half_Time_Gols_Home,Half_Time_Gols_Away,Empate
94480,71,"Caio Max Augusto Vieira, Brazil",2019-04-27T19:00:00+00:00,Morumbi,Sao Paulo,126,Botafogo,120,True,2,0,1,0,0
94475,71,"Raphael Claus, Brazil",2019-04-27T22:00:00+00:00,Arena Condá,Chapecoense-SC,132,Internacional,119,True,2,0,1,0,0
94472,71,"Rodolpho Toski Marques, Brazil",2019-04-27T22:00:00+00:00,Arena Independência,Atletico-MG,1062,Avai,145,True,2,1,1,0,0
94476,71,"Anderson Daronco, Brazil",2019-04-28T00:00:00+00:00,Estádio do Maracanã,Flamengo,127,Cruzeiro,135,True,3,1,1,1,0
94478,71,"Bruno Arleu de Araujo, Brazil",2019-04-28T14:00:00+00:00,Arena do Grêmio,Gremio,130,Santos,128,False,1,2,0,2,0
94473,71,"Wilton Pereira Sampaio, Brazil",2019-04-28T19:00:00+00:00,Arena Fonte Nova,Bahia,118,Corinthians,131,True,3,2,1,1,0
94474,71,"Rafael Trombeta, Brazil",2019-04-28T19:00:00+00:00,Estadio Castelão,Ceara,129,CSA,150,True,4,0,2,0,0
94471,71,"Luiz Flavio De Oliveira, Brazil",2019-04-28T19:00:00+00:00,Arena da Baixada,Atletico Paranaense,134,Vasco DA Gama,133,True,4,1,2,0,0
94479,71,"Braulio Da Silva Machado, Brazil",2019-04-28T22:00:00+00:00,Allianz Parque,Palmeiras,121,Fortaleza EC,154,True,4,0,1,0,0
94477,71,"Dewson Fernando Freitas da Silva, Brazil",2019-04-28T22:00:00+00:00,Estádio do Maracanã,Fluminense,124,Goias,151,False,0,1,0,0,0
94488,71,"Flavio Rodrigues De Souza, Brazil",2019-05-01T19:00:00+00:00,Estádio Beira Rio,Internacional,119,Flamengo,127,True,2,1,1,0,0
94483,71,"Ricardo Marques Ribeiro, Brazil",2019-05-01T19:00:00+00:00,Arena Corinthians,Corinthians,131,Chapecoense-SC,132,True,1,0,0,0,0
94485,71,"Caio Max Augusto Vieira, Brazil",2019-05-01T19:00:00+00:00,Estádio Rei Pelé,CSA,150,Palmeiras,121,False,1,1,0,1,1
94484,71,"Reway Wagner, Brazil",2019-05-01T22:15:00+00:00,Estádio Mineirão,Cruzeiro,135,Ceara,129,True,1,0,0,0,0
94481,71,"Wagner do Nascimento Magalhaes, Brazil",2019-05-01T22:15:00+00:00,Estádio da Ressacada,Avai,145,Gremio,130,False,1,1,0,1,1
94490,71,"Raphael Claus, Brazil",2019-05-02T00:30:00+00:00,São Januário,Vasco DA Gama,133,Atletico-MG,1062,False,1,2,0,0,0
94487,71,"Rafael Traci, Brazil",2019-05-02T00:30:00+00:00,Serra Dourada,Goias,151,Sao Paulo,126,False,1,2,1,2,0
94486,71,"Marcelo De Lima Henrique, Brazil",2019-05-02T00:30:00+00:00,Estadio Castelão,Fortaleza EC,154,Atletico Paranaense,134,True,2,1,1,1,0
94489,71,"Wilton Pereira Sampaio, Brazil",2019-05-02T22:15:00+00:00,Urbano Caldeira,Santos,128,Fluminense,124,True,2,1,0,0,0
94482,71,"Luiz Flavio De Oliveira, Brazil",2019-05-02T23:00:00+00:00,Estadio Olimpico Nilton Santos,Botafogo,120,Bahia,118,True,3,2,3,1,0
94498,71,"Wagner do Nascimento Magalhaes, Brazil",2019-05-04T22:00:00+00:00,Allianz Parque,Palmeiras,121,Internacional,119,True,1,0,1,0,0
94500,71,"Rodrigo D'alonso Ferreira, Brazil",2019-05-04T22:00:00+00:00,São Januário,Vasco DA Gama,133,Corinthians,131,False,1,1,1,1,1
94493,71,"Flavio Rodrigues De Souza, Brazil",2019-05-05T00:00:00+00:00,Estadio Castelão,Ceara,129,Atletico-MG,1062,False,1,2,1,1,0
94494,71,"Vinicius Goncalves Dias Araujo, Brazil",2019-05-05T14:00:00+00:00,Arena Condá,Chapecoense-SC,132,Atletico Paranaense,134,False,1,1,0,0,1
94492,71,"Reway Wagner, Brazil",2019-05-05T19:00:00+00:00,Estadio Olimpico Nilton Santos,Botafogo,120,Fortaleza EC,154,True,1,0,0,0,0
94499,71,"Ricardo Marques Ribeiro, Brazil",2019-05-05T19:00:00+00:00,Morumbi,Sao Paulo,126,Flamengo,127,False,1,1,0,1,1
94495,71,"Rodrigo Carvalhaes de Miranda, Brazil",2019-05-05T19:00:00+00:00,Estádio Mineirão,Cruzeiro,135,Goias,151,True,2,1,0,0,0
94496,71,"Rodolpho Toski Marques, Brazil",2019-05-05T19:00:00+00:00,Estádio Rei Pelé,CSA,150,Santos,128,False,0,0,0,0,1
94491,71,"Bruno Arleu de Araujo, Brazil",2019-05-05T22:00:00+00:00,Arena Fonte Nova,Bahia,118,Avai,145,True,1,0,1,0,0
94497,71,"Raphael Claus, Brazil",2019-05-05T22:00:00+00:00,Arena do Grêmio,Gremio,130,Fluminense,124,False,4,5,3,2,0
94506,71,"Marcelo Aparecido Ribeiro de Souza, Brazil",2019-05-11T19:00:00+00:00,Estádio do Maracanã,Fluminense,124,Botafogo,120,False,0,1,0,0,0
