fixture_id,team_id,team_name,shots_on_goal,shots_off_goal,total_shots,blocked_shots,shots_insidebox,shots_outsidebox,fouls,corner_kicks,offsides,ball_possession,yellow_cards,red_cards,goalkeeper_saves,total_passes,passes_accurate,passes_%
37284,129,Ceara,1,5,11,5.0,3,8,15,6,1.0,40%,4.0,0,4,411,343,83%
37284,130,Gremio,5,5,11,1.0,7,4,13,3,0.0,60%,2.0,0,1,638,568,89%
37280,123,Sport Recife,6,6,15,3.0,6,9,14,1,3.0,40%,4.0,0,5,355,291,82%
37280,1062,Atletico-MG,7,4,13,2.0,9,4,10,3,5.0,60%,2.0,0,3,540,467,86%
37281,133,Vasco DA Gama,4,7,13,2.0,6,7,24,4,0.0,50%,3.0,1,2,399,315,79%
37281,122,Parana,2,5,10,3.0,3,7,18,2,4.0,50%,3.0,1,3,392,314,80%
37282,136,Vitoria,6,5,22,11.0,12,10,14,10,2.0,45%,3.0,0,1,333,256,77%
37282,119,Internacional,3,6,11,2.0,9,3,12,4,2.0,55%,2.0,0,3,415,331,80%
37279,126,Sao Paulo,7,6,15,2.0,8,7,19,3,3.0,40%,2.0,0,1,326,237,73%
37279,120,Botafogo,3,7,11,1.0,6,5,16,3,1.0,60%,3.0,0,4,467,382,82%
37278,132,Chapecoense-sc,5,9,20,6.0,10,10,17,9,1.0,47%,2.0,0,3,342,274,80%
37278,129,Ceara,3,2,9,4.0,5,4,13,2,1.0,53%,3.0,0,3,414,330,80%
37277,130,Gremio,6,10,20,4.0,10,10,19,8,2.0,69%,1.0,0,3,632,561,89%
37277,124,Fluminense,3,1,6,2.0,1,5,13,0,0.0,31%,5.0,0,6,278,191,69%
37276,135,Cruzeiro,1,3,8,4.0,4,4,26,3,3.0,50%,3.0,0,4,439,348,79%
37276,121,Palmeiras,4,0,6,2.0,2,4,18,3,1.0,50%,6.0,0,0,439,353,80%
37275,127,Flamengo,6,7,16,3.0,11,5,10,4,0.0,56%,0.0,0,7,588,503,86%
37275,118,Bahia,7,6,17,4.0,9,8,7,5,2.0,44%,2.0,0,4,440,381,87%
37274,131,Corinthians,3,4,12,5.0,5,7,14,1,2.0,59%,2.0,0,6,619,548,89%
37274,125,America Mineiro,6,6,13,1.0,5,8,13,4,1.0,41%,4.0,1,2,409,327,80%
37273,134,Atletico Paranaense,9,5,17,3.0,9,8,14,4,2.0,42%,1.0,0,3,446,370,83%
37273,128,Santos,3,10,17,4.0,3,14,6,7,1.0,58%,1.0,0,7,610,543,89%
37272,119,Internacional,3,11,18,4.0,10,8,14,14,2.0,55%,3.0,0,3,457,342,75%
37272,123,Sport Recife,3,5,11,3.0,4,7,14,3,2.0,45%,3.0,0,3,396,292,74%
37271,1062,Atletico-MG,5,12,22,5.0,11,11,15,6,0.0,71%,2.0,0,0,568,498,88%
37271,132,Chapecoense-sc,3,3,7,1.0,3,4,19,3,6.0,29%,5.0,1,2,225,163,72%
37270,133,Vasco DA Gama,4,8,14,2.0,6,8,12,4,0.0,72%,2.0,0,3,668,582,87%
37270,120,Botafogo,5,6,13,2.0,10,3,16,7,0.0,28%,4.0,0,3,238,157,66%
37269,121,Palmeiras,3,2,8,3.0,6,2,22,5,2.0,48%,4.0,0,3,303,234,77%
37269,126,Sao Paulo,3,5,8,0.0,4,5,23,9,0.0,52%,4.0,0,0,326,253,78%
37266,118,Bahia,2,8,15,5.0,6,9,18,5,0.0,56%,2.0,0,2,467,381,82%
37266,130,Gremio,4,5,10,1.0,7,3,16,1,4.0,44%,5.0,0,2,372,298,80%
37265,125,America Mineiro,7,7,21,7.0,11,10,9,9,1.0,42%,1.0,0,1,391,307,79%
37265,134,Atletico Paranaense,2,4,7,1.0,5,2,15,5,4.0,58%,2.0,0,4,548,455,83%
37267,127,Flamengo,4,9,19,6.0,13,6,14,8,1.0,52%,3.0,0,2,462,406,88%
37267,131,Corinthians,2,6,15,7.0,6,9,18,7,0.0,48%,1.0,0,3,417,356,85%
37268,128,Santos,10,6,21,5.0,13,8,12,8,5.0,56%,0.0,0,4,447,390,87%
37268,136,Vitoria,6,4,14,4.0,9,5,16,11,0.0,44%,4.0,0,5,329,269,82%
37264,129,Ceara,4,4,9,1.0,5,4,13,1,1.0,42%,2.0,0,6,405,343,85%
37264,135,Cruzeiro,7,5,13,1.0,5,8,15,6,4.0,58%,4.0,0,4,563,498,88%
37263,122,Parana,5,4,12,3.0,6,6,14,4,2.0,39%,6.0,0,3,323,244,76%
37263,124,Fluminense,4,5,13,4.0,5,8,16,7,3.0,61%,3.0,0,3,487,405,83%
37262,126,Sao Paulo,3,4,9,2.0,2,7,30,6,0.0,48%,4.0,0,3,397,305,77%
37262,119,Internacional,3,8,13,2.0,5,8,8,3,1.0,52%,2.0,0,3,449,348,78%
37260,120,Botafogo,4,8,18,6.0,9,9,17,4,2.0,56%,0.0,0,2,463,395,85%
37260,129,Ceara,2,4,7,1.0,3,4,17,4,2.0,44%,3.0,0,4,365,294,81%
37261,136,Vitoria,6,4,14,4.0,9,5,20,3,2.0,47%,3.0,0,3,369,273,74%
37261,132,Chapecoense-sc,3,4,11,4.0,5,6,15,5,1.0,53%,2.0,0,5,403,311,77%
37259,123,Sport Recife,3,6,10,1.0,3,7,13,1,0.0,33%,2.0,0,3,291,226,78%
37259,134,Atletico Paranaense,3,4,10,3.0,7,3,20,6,2.0,67%,4.0,0,2,573,503,88%
37258,131,Corinthians,4,7,14,3.0,4,10,12,8,2.0,50%,3.0,0,6,425,372,88%
37258,128,Santos,7,10,19,2.0,10,9,15,11,3.0,50%,2.0,0,3,421,357,85%
37257,130,Gremio,5,4,14,5.0,7,7,13,5,0.0,52%,2.0,0,1,449,376,84%
37257,121,Palmeiras,3,4,9,2.0,5,4,30,7,1.0,48%,5.0,0,5,414,338,82%
37256,135,Cruzeiro,3,9,18,6.0,14,4,8,12,1.0,66%,1.0,0,2,533,457,86%
37256,133,Vasco DA Gama,3,2,5,0.0,1,4,14,1,3.0,34%,1.0,0,2,297,197,66%
37255,122,Parana,2,8,12,2.0,6,6,17,3,1.0,46%,4.0,0,4,412,313,76%
37255,118,Bahia,4,4,10,2.0,6,4,18,6,2.0,54%,2.0,0,1,457,373,82%
37254,124,Fluminense,3,5,11,3.0,9,2,16,10,0.0,52%,5.0,0,6,409,353,86%
37254,127,Flamengo,8,0,9,1.0,4,5,7,7,1.0,48%,2.0,0,3,383,315,82%
37253,125,America Mineiro,3,5,17,9.0,8,9,13,11,3.0,47%,2.0,0,1,434,358,82%
37253,1062,Atletico-MG,4,5,12,3.0,8,4,7,6,1.0,53%,2.0,0,2,504,421,84%
37252,134,Atletico Paranaense,5,5,14,4.0,4,10,15,5,1.0,61%,3.0,0,2,509,437,86%
37252,126,Sao Paulo,3,6,9,0.0,3,6,18,3,3.0,39%,3.0,0,5,318,250,79%
37250,132,Chapecoense-sc,3,2,10,5.0,3,7,22,3,3.0,44%,2.0,0,2,338,247,73%
37250,135,Cruzeiro,2,5,8,1.0,4,4,17,6,4.0,56%,3.0,0,1,432,354,82%
37251,133,Vasco DA Gama,7,5,13,1.0,8,5,27,1,1.0,40%,4.0,0,1,382,305,80%
37251,123,Sport Recife,2,6,13,5.0,9,5,10,2,4.0,60%,3.0,0,4,546,462,85%
37249,131,Corinthians,2,7,18,9.0,8,10,14,10,4.0,63%,2.0,0,3,499,411,82%
37249,136,Vitoria,3,6,13,4.0,5,8,19,6,0.0,37%,2.0,0,2,287,216,75%
37246,118,Bahia,9,3,21,9.0,13,8,24,13,3.0,59%,4.0,0,2,463,383,83%
37246,120,Botafogo,5,6,12,1.0,2,10,9,1,0.0,41%,4.0,1,6,340,245,72%
37247,129,Ceara,6,6,17,5.0,6,11,15,4,1.0,42%,3.0,0,1,358,281,78%
37247,121,Palmeiras,3,4,9,2.0,6,3,12,4,2.0,58%,2.0,0,4,505,419,83%
37248,130,Gremio,4,6,12,2.0,7,5,14,7,0.0,62%,2.0,0,3,586,504,86%
37248,125,America Mineiro,3,5,10,2.0,5,5,13,4,0.0,38%,3.0,0,3,357,282,79%
37245,1062,Atletico-MG,9,6,16,1.0,11,5,15,4,3.0,50%,2.0,0,2,493,442,90%
37245,124,Fluminense,4,7,15,4.0,9,6,9,7,0.0,50%,2.0,0,4,479,417,87%
37243,127,Flamengo,5,4,11,2.0,8,3,11,9,1.0,62%,2.0,0,0,601,549,91%
37243,122,Parana,0,6,7,1.0,1,6,8,5,1.0,38%,0.0,0,3,357,305,85%
37244,128,Santos,4,7,15,4.0,8,7,10,7,1.0,60%,3.0,1,2,535,458,86%
37244,119,Internacional,4,9,14,1.0,7,7,20,2,1.0,40%,4.0,0,3,348,279,80%
37242,126,Sao Paulo,5,5,14,4.0,5,9,24,6,5.0,56%,5.0,1,5,454,377,83%
37242,136,Vitoria,5,1,9,3.0,5,4,17,1,1.0,44%,3.0,1,2,362,295,81%
37241,125,America Mineiro,3,7,12,2.0,9,3,13,3,2.0,49%,5.0,0,2,413,348,84%
37241,132,Chapecoense-sc,2,6,10,2.0,6,4,15,8,1.0,51%,0.0,0,3,417,346,83%
37240,124,Fluminense,1,7,13,5.0,5,8,15,2,1.0,48%,2.0,0,1,501,443,88%
37240,128,Santos,2,4,6,0.0,5,1,12,7,3.0,52%,3.0,0,1,528,466,88%
37238,122,Parana,1,4,7,2.0,5,2,23,3,1.0,43%,8.0,0,3,365,293,80%
37238,135,Cruzeiro,4,4,10,2.0,7,3,23,4,4.0,57%,2.0,0,0,471,388,82%
37239,123,Sport Recife,1,5,10,4.0,5,5,14,4,0.0,51%,3.0,0,3,476,400,84%
37239,130,Gremio,3,2,5,0.0,2,3,16,2,2.0,49%,2.0,0,1,455,368,81%
37236,120,Botafogo,7,10,21,4.0,14,8,11,8,0.0,37%,0.0,0,3,332,269,81%
37236,134,Atletico Paranaense,3,7,20,10.0,8,12,9,9,1.0,63%,2.0,0,6,554,496,90%
37237,121,Palmeiras,5,8,15,2.0,11,4,21,4,0.0,45%,4.0,2,6,340,269,79%
37237,127,Flamengo,8,4,13,1.0,9,4,18,6,0.0,55%,6.0,3,4,408,346,85%
37234,118,Bahia,10,8,22,4.0,14,8,19,7,1.0,40%,2.0,0,2,333,263,79%
37234,131,Corinthians,2,5,11,4.0,7,4,11,8,2.0,60%,1.0,0,8,510,433,85%
37235,119,Internacional,6,6,14,2.0,12,2,13,4,3.0,54%,2.0,0,5,472,395,84%
37235,133,Vasco DA Gama,6,1,10,3.0,3,7,11,7,0.0,46%,0.0,0,3,402,306,76%
37233,1062,Atletico-MG,6,10,22,6.0,15,7,10,8,2.0,67%,1.0,0,0,672,593,88%
37233,129,Ceara,1,5,7,1.0,3,4,10,5,3.0,33%,0.0,0,3,314,258,82%
37231,129,Ceara,3,9,17,5.0,7,10,15,6,0.0,33%,0.0,0,4,291,231,79%
37231,123,Sport Recife,4,6,11,1.0,4,7,12,5,2.0,67%,0.0,0,2,575,502,87%
37230,136,Vitoria,5,4,13,4.0,7,6,24,5,1.0,51%,2.0,0,1,385,314,82%
37230,122,Parana,1,5,7,1.0,3,4,22,5,2.0,49%,2.0,0,4,364,278,76%
37228,127,Flamengo,5,12,25,8.0,11,14,11,8,0.0,70%,3.0,0,1,533,465,87%
37228,126,Sao Paulo,2,10,16,4.0,8,8,16,5,3.0,30%,5.0,1,5,217,157,72%
37229,130,Gremio,5,13,23,5.0,10,13,10,5,1.0,60%,1.0,0,1,647,576,89%
37229,1062,Atletico-MG,1,2,4,1.0,1,3,19,2,1.0,40%,2.0,0,2,424,356,84%
37227,131,Corinthians,3,3,8,2.0,2,6,19,3,0.0,49%,2.0,0,8,424,348,82%
37227,120,Botafogo,8,12,24,4.0,15,9,13,10,1.0,51%,3.0,0,1,421,341,81%
37225,132,Chapecoense-sc,3,0,5,2.0,3,2,12,5,1.0,49%,1.0,0,4,401,321,80%
37225,118,Bahia,5,4,11,2.0,3,8,19,3,1.0,51%,2.0,0,2,420,358,85%
37226,135,Cruzeiro,6,6,15,3.0,9,6,11,3,3.0,53%,3.0,0,1,521,447,86%
37226,125,America Mineiro,2,3,8,3.0,3,5,8,5,1.0,47%,1.0,0,4,453,380,84%
37223,128,Santos,4,9,16,3.0,10,6,15,8,1.0,49%,4.0,0,5,407,349,86%
37223,121,Palmeiras,6,3,11,2.0,5,6,16,2,0.0,51%,6.0,0,3,425,355,84%
37224,133,Vasco DA Gama,4,8,16,4.0,4,12,21,2,1.0,53%,3.0,0,4,427,337,79%
37224,124,Fluminense,5,2,14,7.0,12,2,21,4,1.0,47%,2.0,0,3,362,288,80%
37222,134,Atletico Paranaense,6,10,20,4.0,10,10,11,4,2.0,52%,5.0,1,2,434,371,85%
37222,119,Internacional,4,7,14,3.0,6,8,16,6,1.0,48%,5.0,0,4,385,318,83%
37221,127,Flamengo,3,0,3,0.0,3,0,2,0,0.0,63%,0.0,0,3,288,238,83%
37221,120,Botafogo,3,3,8,2.0,2,6,3,4,0.0,37%,0.0,1,1,152,109,72%
37220,126,Sao Paulo,8,6,18,4.0,9,9,9,10,2.0,46%,2.0,0,2,315,254,81%
37220,131,Corinthians,3,6,12,3.0,6,6,21,7,0.0,54%,7.0,0,4,377,317,84%
37215,118,Bahia,7,5,14,2.0,9,5,18,5,1.0,54%,3.0,0,3,402,322,80%
37215,136,Vitoria,4,3,10,3.0,7,3,26,7,0.0,46%,6.0,1,3,330,247,75%
37216,121,Palmeiras,4,5,10,1.0,4,6,20,2,4.0,44%,2.0,0,5,405,326,80%
37216,1062,Atletico-MG,7,4,14,3.0,9,5,18,7,4.0,56%,2.0,1,1,506,419,83%
