id_partida,id_league,referee,date,Stadium,Home_Team,home.id,Away_Team,away.id,home.winner,Gols_Home,Gols_Away,Half_Time_Gols_Home,Half_Time_Gols_Away,Empate
37351,71,"Rodolpho Toski Marques, Brazil",2018-04-14T19:00:00+00:00,Estádio Mineirão,Cruzeiro,135,Gremio,130,False,0,1,0,0,0
37350,71,"Reway Wagner, Brazil",2018-04-14T22:00:00+00:00,Estadio Manoel Barradas,Vitoria,136,Flamengo,127,False,2,2,1,1,1
37349,71,"Rodrigo D'Alonso Ferreira, Brazil",2018-04-15T00:00:00+00:00,Pacaembú,Santos,128,Ceara,129,True,2,0,1,0,0
37348,71,"Savio Pereira Sampaio, Brazil",2018-04-15T14:00:00+00:00,Arena Independência,America Mineiro,125,Sport Recife,123,True,3,0,3,0,0
37346,71,"Eduardo Tomaz de Aquino Valadao, Brazil",2018-04-15T19:00:00+00:00,Estádio Beira Rio,Internacional,119,Bahia,118,True,2,0,1,0,0
37345,71,"Anderson Daronco, Brazil",2018-04-15T19:00:00+00:00,Arena Corinthians,Corinthians,131,Fluminense,124,True,2,1,1,0,0
37347,71,"Andre Luiz de Freitas Castro, Brazil",2018-04-15T19:00:00+00:00,São Januário,Vasco DA Gama,133,Atletico-MG,1062,True,2,1,0,1,0
37344,71,"Dewson Fernando Freitas da Silva, Brazil",2018-04-15T22:00:00+00:00,Arena da Baixada,Atletico Paranaense,134,Chapecoense-sc,132,True,5,1,0,0,0
37342,71,"Ricardo Marques Ribeiro, Brazil",2018-04-16T23:00:00+00:00,Estádio Nilton Santos,Botafogo,120,Palmeiras,121,False,1,1,0,0,1
37343,71,"Braulio Da Silva Machado, Brazil",2018-04-16T23:00:00+00:00,Morumbi,Sao Paulo,126,Parana,122,True,1,0,1,0,0
37341,71,"Claudio Francisco Lima E. Silva, Brazil",2018-04-21T19:00:00+00:00,Arena Fonte Nova,Bahia,118,Santos,128,True,1,0,0,0,0
37340,71,"Leandro Bizzio Marinho,",2018-04-21T22:00:00+00:00,Estádio Ilha do Urubu,Flamengo,127,America Mineiro,125,True,2,0,2,0,0
37339,71,"Pericles Bassols Pegado Cortez, Brazil",2018-04-22T14:00:00+00:00,Durival Britto e Silva,Parana,122,Corinthians,131,False,0,4,0,2,0
37338,71,"Marcelo De Lima Henrique, Brazil",2018-04-22T19:00:00+00:00,Allianz Parque,Palmeiras,121,Internacional,119,True,1,0,1,0,0
37337,71,"Flavio Rodrigues De Souza, Brazil",2018-04-22T19:00:00+00:00,Estádio do Maracanã,Fluminense,124,Cruzeiro,135,True,1,0,0,0,0
37335,71,"Paulo Roberto Alves Junior, Brazil",2018-04-22T19:00:00+00:00,Estadio Castelão,Ceara,129,Sao Paulo,126,False,0,0,0,0,1
37336,71,"Luiz Flavio De Oliveira, Brazil",2018-04-22T19:00:00+00:00,Arena Condá,Chapecoense-sc,132,Vasco DA Gama,133,False,1,1,1,0,1
37334,71,"Grazianni Maciel Rocha, Brazil",2018-04-22T19:00:00+00:00,Arena Independência,Atletico-MG,1062,Vitoria,136,True,2,1,1,0,0
37333,71,"Raphael Claus, Brazil",2018-04-22T22:00:00+00:00,Arena do Grêmio,Gremio,130,Atletico Paranaense,134,False,0,0,0,0,1
37332,71,"Rafael Traci, Brazil",2018-04-23T23:00:00+00:00,Ilha do Retiro,Sport Recife,123,Botafogo,120,False,1,1,0,0,1
37331,71,"Vinicius Goncalves Dias Araujo, Brazil",2018-04-28T19:00:00+00:00,Estádio Nilton Santos,Botafogo,120,Gremio,130,True,2,1,1,1,0
37326,71,"Ricardo Marques Ribeiro, Brazil",2018-04-29T19:00:00+00:00,Arena Fonte Nova,Bahia,118,Atletico Paranaense,134,False,0,0,0,0,1
37329,71,"Igor Junio Benevenuto, Brazil",2018-04-29T19:00:00+00:00,Allianz Parque,Palmeiras,121,Chapecoense-sc,132,False,0,0,0,0,1
37330,71,"Daniel Nobre Bins, Brazil",2018-04-29T19:00:00+00:00,Durival Britto e Silva,Parana,122,Sport Recife,123,False,1,2,0,1,0
37328,71,"Rodolpho Toski Marques, Brazil",2018-04-29T19:00:00+00:00,Estádio do Maracanã,Fluminense,124,Sao Paulo,126,False,1,1,0,1,1
37327,71,"Anderson Daronco, Brazil",2018-04-29T19:00:00+00:00,Estadio Castelão,Ceara,129,Flamengo,127,False,0,3,0,1,0
37325,71,"Dewson Fernando Freitas da Silva, Brazil",2018-04-29T19:00:00+00:00,Arena Independência,Atletico-MG,1062,Corinthians,131,True,1,0,0,0,0
37324,71,"Wagner do Nascimento Magalhaes, Brazil",2018-04-29T22:00:00+00:00,Estádio Beira Rio,Internacional,119,Cruzeiro,135,False,0,0,0,0,1
37323,71,"Vinicius Furlan, Brazil",2018-04-30T23:00:00+00:00,Arena Independência,America Mineiro,125,Vitoria,136,True,2,1,2,0,0
37321,71,"Rafael Traci, Brazil",2018-05-05T22:00:00+00:00,Morumbi,Sao Paulo,126,Atletico-MG,1062,False,2,2,1,0,1
37322,71,"Flavio Rodrigues De Souza, Brazil",2018-05-05T22:00:00+00:00,São Januário,Vasco DA Gama,133,America Mineiro,125,True,4,1,0,1,0
37320,71,"Savio Pereira Sampaio, Brazil",2018-05-06T14:00:00+00:00,Arena Corinthians,Corinthians,131,Ceara,129,False,1,1,1,1,1
37318,71,"Luiz Flavio De Oliveira, Brazil",2018-05-06T19:00:00+00:00,Estádio Ilha do Urubu,Flamengo,127,Internacional,119,True,2,0,0,0,0
37316,71,"Claudio Francisco Lima E. Silva, Brazil",2018-05-06T19:00:00+00:00,Arena da Baixada,Atletico Paranaense,134,Palmeiras,121,False,1,3,0,1,0
37317,71,"Leandro Bizzio Marinho,",2018-05-06T19:00:00+00:00,Estádio Mineirão,Cruzeiro,135,Botafogo,120,True,1,0,0,0,0
37319,71,"Rodrigo D'alonso Ferreira, Brazil",2018-05-06T19:00:00+00:00,Estadio Manoel Barradas,Vitoria,136,Fluminense,124,False,1,2,1,0,0
37315,71,"Grazianni Maciel Rocha, Brazil",2018-05-06T22:00:00+00:00,Ilha do Retiro,Sport Recife,123,Bahia,118,True,2,0,1,0,0
37314,71,"Pericles Bassols Pegado Cortez, Brazil",2018-05-06T22:00:00+00:00,Arena do Grêmio,Gremio,130,Santos,128,True,5,1,2,1,0
37313,71,"Raphael Claus, Brazil",2018-05-07T23:00:00+00:00,Arena Condá,Chapecoense-sc,132,Parana,122,False,1,1,0,0,1
37312,71,"Wilton Pereira Sampaio, Brazil",2018-05-12T19:00:00+00:00,Arena do Grêmio,Gremio,130,Internacional,119,False,0,0,0,0,1
37311,71,"Bruno Arleu de Araujo, Brazil",2018-05-13T14:00:00+00:00,Estádio Mineirão,Cruzeiro,135,Sport Recife,123,True,2,0,1,0,0
37307,71,"Dewson Fernando Freitas da Silva, Brazil",2018-05-13T19:00:00+00:00,Arena Fonte Nova,Bahia,118,Sao Paulo,126,False,2,2,2,1,1
37309,71,"Anderson Daronco, Brazil",2018-05-13T19:00:00+00:00,Arena Corinthians,Corinthians,131,Palmeiras,121,True,1,0,1,0,0
37308,71,"Leandro Pedro Vuaden, Brazil",2018-05-13T19:00:00+00:00,Arena Condá,Chapecoense-sc,132,Flamengo,127,True,3,2,1,0,0
37310,71,"Jean Pierre Goncalves Lima, Brazil",2018-05-13T19:00:00+00:00,São Januário,Vasco DA Gama,133,Vitoria,136,False,2,3,1,1,0
37306,71,"Luiz Flavio De Oliveira, Brazil",2018-05-13T19:00:00+00:00,Arena da Baixada,Atletico Paranaense,134,Atletico-MG,1062,False,1,2,1,0,0
37305,71,"Reway Wagner, Brazil",2018-05-13T22:00:00+00:00,Pacaembú,Santos,128,Parana,122,True,3,1,0,0,0
37303,71,"Raphael Claus, Brazil",2018-05-14T23:00:00+00:00,Estádio Nilton Santos,Botafogo,120,Fluminense,124,True,2,1,1,1,0
37304,71,"Eduardo Tomaz de Aquino Valadao, Brazil",2018-05-14T23:00:00+00:00,Estadio Castelão,Ceara,129,America Mineiro,125,False,2,2,1,2,1
