,fixture_id,team_id,team_name,shots_on_goal,shots_off_goal,total_shots,blocked_shots,shots_insidebox,shots_outsidebox,fouls,corner_kicks,offsides,ball_possession,yellow_cards,red_cards,goalkeeper_saves,total_passes,passes_accurate,passes_%,expected_goals,goals_prevented
0,1180355,119,Internacional,9,6,17,2,13,4,21,6,3.0,53%,5.0,0.0,3,513,440,86%,1.89,0.0
1,1180355,118,Bahia,4,3,9,2,6,3,13,3,2.0,47%,3.0,0.0,7,467,386,83%,0.7,0.0
2,1180364,140,Criciuma,3,4,10,3,5,5,11,0,3.0,47%,4.0,0.0,3,423,340,80%,0.71,0.0
3,1180364,152,Juventude,4,7,15,4,4,11,15,4,4.0,53%,6.0,0.0,2,464,378,81%,0.57,0.0
4,1180358,124,Fluminense,11,10,26,5,13,13,8,13,0.0,69%,3.0,0.0,6,520,452,87%,1.76,0.0
5,1180358,794,RB Bragantino,8,7,16,1,10,6,19,6,0.0,31%,4.0,0.0,9,228,157,69%,1.16,0.0
6,1180361,126,Sao Paulo,5,5,14,4,8,6,10,11,2.0,72%,2.0,0.0,0,691,606,88%,0.53,0.0
7,1180361,154,Fortaleza EC,2,3,6,1,4,2,14,4,1.0,28%,3.0,0.0,4,272,184,68%,0.36,0.0
8,1180360,131,Corinthians,2,7,14,5,6,8,16,3,0.0,48%,8.0,0.0,3,347,277,80%,0.46,0.0
9,1180360,1062,Atletico-MG,3,2,8,3,2,6,14,3,2.0,52%,6.0,1.0,2,400,320,80%,0.32,0.0
10,1180359,133,Vasco DA Gama,3,7,15,5,11,4,19,3,1.0,47%,4.0,0.0,1,446,382,86%,0.9,0.0
11,1180359,130,Gremio,2,5,9,2,7,2,10,5,1.0,53%,1.0,0.0,1,504,440,87%,1.24,0.0
12,1180362,134,Atletico Paranaense,9,6,20,5,15,5,16,7,2.0,62%,0.0,0.0,0,582,512,88%,1.96,0.0
13,1180362,1193,Cuiaba,0,1,1,0,1,0,9,0,1.0,38%,3.0,0.0,5,367,309,84%,0.31,0.0
14,1180363,144,Atletico Goianiense,4,5,11,2,9,2,12,4,2.0,32%,5.0,2.0,0,208,150,72%,1.62,0.0
15,1180363,127,Flamengo,2,8,15,5,8,7,12,4,1.0,68%,3.0,0.0,3,471,405,86%,1.21,0.0
16,1180356,135,Cruzeiro,5,4,15,6,9,6,12,6,2.0,56%,4.0,0.0,1,399,334,84%,1.65,0.0
17,1180356,120,Botafogo,3,3,6,0,4,2,11,3,0.0,44%,3.0,1.0,2,319,252,79%,2.03,0.0
18,1180357,136,Vitoria,5,4,13,4,8,5,12,3,2.0,56%,3.0,0.0,3,403,339,84%,1.39,2.0
19,1180357,121,Palmeiras,4,7,15,4,7,8,15,9,3.0,44%,5.0,0.0,5,307,241,79%,0.86,2.0
20,1180367,118,Bahia,5,5,12,2,7,5,15,4,3.0,40%,4.0,0.0,2,353,279,79%,1.08,0.0
21,1180367,124,Fluminense,3,3,9,3,6,3,23,3,2.0,60%,5.0,0.0,3,536,466,87%,0.37,0.0
22,1180365,130,Gremio,7,4,14,3,8,6,7,9,0.0,48%,1.0,0.0,0,434,350,81%,1.13,0.0
23,1180365,134,Atletico Paranaense,0,3,4,1,2,2,13,2,1.0,52%,3.0,0.0,5,466,373,80%,0.17,0.0
24,1180371,794,RB Bragantino,5,9,17,3,10,7,14,4,0.0,40%,2.0,0.0,2,324,238,73%,0.95,0.0
25,1180371,133,Vasco DA Gama,3,8,13,2,10,3,15,6,3.0,60%,1.0,0.0,3,462,386,84%,1.19,0.0
26,1180370,121,Palmeiras,3,11,18,4,12,6,17,6,4.0,64%,2.0,0.0,1,474,391,82%,1.45,0.0
27,1180370,119,Internacional,2,3,5,0,4,1,21,2,1.0,36%,4.0,0.0,3,288,199,69%,1.12,0.0
28,1180374,152,Juventude,8,4,16,4,8,8,16,6,1.0,45%,3.0,1.0,2,391,314,80%,1.63,0.0
29,1180374,131,Corinthians,2,11,17,4,11,6,10,7,2.0,55%,1.0,0.0,6,473,383,81%,1.16,0.0
30,1180372,154,Fortaleza EC,3,6,14,5,9,5,13,7,0.0,39%,2.0,0.0,4,296,229,77%,0.64,0.0
31,1180372,135,Cruzeiro,6,6,14,2,7,7,10,5,2.0,61%,3.0,1.0,2,476,408,86%,0.82,0.0
32,1180366,1062,Atletico-MG,6,8,22,8,8,14,12,9,2.0,68%,2.0,0.0,0,712,640,90%,1.04,0.0
33,1180366,140,Criciuma,1,4,5,0,4,1,10,2,0.0,32%,4.0,0.0,5,333,277,83%,0.34,0.0
34,1180368,127,Flamengo,6,4,12,2,9,3,19,9,1.0,47%,1.0,0.0,2,404,324,80%,1.3,0.0
35,1180368,126,Sao Paulo,3,3,10,4,5,5,19,1,2.0,53%,3.0,0.0,4,463,394,85%,0.69,0.0
36,1180369,120,Botafogo,4,6,13,3,7,6,13,8,1.0,53%,3.0,0.0,3,466,387,83%,0.66,0.0
37,1180369,144,Atletico Goianiense,3,4,12,5,7,5,11,8,2.0,47%,4.0,0.0,3,401,326,81%,0.89,0.0
38,1180378,124,Fluminense,8,2,11,1,8,3,16,2,1.0,58%,4.0,0.0,4,546,479,88%,1.31,1.0
39,1180378,133,Vasco DA Gama,5,8,21,8,15,6,17,7,4.0,42%,5.0,0.0,6,384,308,80%,1.91,1.0
40,1180375,130,Gremio,4,3,7,0,4,3,10,3,0.0,57%,4.0,0.0,3,543,473,87%,0.63,0.0
41,1180375,1193,Cuiaba,3,8,14,3,10,4,5,4,0.0,43%,2.0,0.0,3,400,323,81%,1.39,0.0
42,1180381,794,RB Bragantino,3,5,10,2,5,5,21,3,0.0,35%,4.0,0.0,4,275,167,61%,0.45,0.0
43,1180381,131,Corinthians,4,8,15,3,10,5,10,4,4.0,65%,2.0,0.0,2,494,397,80%,1.2,0.0
44,1180376,1062,Atletico-MG,4,3,9,2,5,4,15,4,1.0,56%,2.0,0.0,2,561,495,88%,1.13,-1.0
45,1180376,135,Cruzeiro,3,1,10,6,5,5,17,4,2.0,44%,2.0,0.0,1,439,379,86%,0.85,-1.0
46,1180380,121,Palmeiras,1,8,12,3,4,8,23,6,3.0,49%,5.0,0.0,3,337,258,77%,0.4,0.0
47,1180380,127,Flamengo,3,3,8,2,4,4,14,5,0.0,51%,4.0,0.0,1,360,279,78%,0.24,0.0
48,1180382,134,Atletico Paranaense,0,4,5,1,3,2,6,1,0.0,46%,1.0,0.0,1,159,128,81%,0.38,0.0
49,1180382,119,Internacional,1,4,7,2,5,2,6,1,0.0,54%,4.0,0.0,0,194,157,81%,0.27,0.0
50,1180377,136,Vitoria,8,4,13,1,7,6,12,2,6.0,42%,3.0,0.0,5,375,308,82%,1.69,0.0
51,1180377,118,Bahia,7,6,20,7,10,10,13,7,2.0,58%,3.0,0.0,6,520,455,88%,2.54,0.0
52,1180379,120,Botafogo,6,5,13,2,11,2,22,5,1.0,56%,3.0,0.0,0,490,440,90%,2.96,-1.0
53,1180379,152,Juventude,1,5,12,6,5,7,10,4,1.0,44%,4.0,1.0,1,385,332,86%,0.33,-1.0
54,1180383,144,Atletico Goianiense,1,4,9,4,2,7,13,4,0.0,35%,5.0,2.0,4,321,253,79%,0.24,0.0
55,1180383,126,Sao Paulo,7,4,19,8,12,7,9,3,2.0,65%,0.0,0.0,1,632,561,89%,1.66,0.0
56,1180389,133,Vasco DA Gama,5,8,21,8,14,7,13,5,0.0,58%,1.0,0.0,6,518,456,88%,2.02,1.0
57,1180389,140,Criciuma,10,5,17,2,9,8,7,4,2.0,42%,0.0,0.0,5,392,336,86%,1.95,1.0
58,1180393,1193,Cuiaba,1,2,4,1,2,2,11,3,2.0,33%,4.0,0.0,2,288,237,82%,0.25,0.0
59,1180393,1062,Atletico-MG,5,4,12,3,10,2,17,10,1.0,67%,5.0,1.0,1,585,539,92%,2.15,0.0
60,1180387,118,Bahia,4,5,14,5,10,4,10,4,1.0,60%,2.0,0.0,2,620,542,87%,1.16,1.0
61,1180387,130,Gremio,2,1,3,0,2,1,15,0,2.0,40%,4.0,2.0,3,415,352,85%,0.12,1.0
62,1180388,127,Flamengo,0,11,15,4,10,5,12,8,2.0,60%,1.0,0.0,1,512,443,87%,0.82,0.0
63,1180388,120,Botafogo,3,1,9,5,4,5,15,3,1.0,40%,4.0,0.0,0,358,290,81%,1.01,0.0
64,1180390,131,Corinthians,7,4,17,6,8,9,15,6,1.0,31%,4.0,0.0,2,269,212,79%,1.23,0.0
65,1180390,124,Fluminense,2,5,13,6,3,10,15,8,2.0,69%,2.0,0.0,4,627,559,89%,0.38,0.0
66,1180386,135,Cruzeiro,6,5,15,4,7,8,12,10,0.0,54%,2.0,0.0,3,469,399,85%,1.2,0.0
67,1180386,136,Vitoria,3,5,8,0,3,5,6,4,0.0,46%,0.0,0.0,3,404,340,84%,0.3,0.0
68,1180394,152,Juventude,5,6,15,4,11,4,12,4,1.0,55%,2.0,0.0,6,456,379,83%,1.17,0.0
69,1180394,134,Atletico Paranaense,6,5,15,4,6,9,17,6,3.0,45%,2.0,0.0,4,373,295,79%,1.28,0.0
70,1180392,154,Fortaleza EC,5,9,22,8,17,5,9,12,1.0,44%,1.0,0.0,2,324,232,72%,1.68,0.0
71,1180392,794,RB Bragantino,4,4,10,2,7,3,6,6,2.0,56%,1.0,0.0,4,429,324,76%,0.48,0.0
72,1180385,119,Internacional,5,9,22,8,17,5,13,13,1.0,72%,0.0,0.0,1,638,551,86%,1.92,0.0
73,1180385,144,Atletico Goianiense,2,0,4,2,2,2,12,0,5.0,28%,4.0,0.0,4,253,178,70%,0.34,0.0
74,1180391,126,Sao Paulo,1,8,16,7,11,5,10,6,2.0,57%,4.0,0.0,2,432,347,80%,0.87,0.0
75,1180391,121,Palmeiras,3,3,9,3,3,6,20,4,3.0,43%,3.0,0.0,1,329,253,77%,0.83,0.0
76,1180398,124,Fluminense,5,4,11,2,5,6,11,4,0.0,43%,5.0,0.0,5,350,260,74%,1.81,0.0
77,1180398,1062,Atletico-MG,7,6,19,6,12,7,18,10,3.0,57%,2.0,0.0,3,442,361,82%,1.28,0.0
78,1180401,794,RB Bragantino,3,5,18,10,6,12,17,8,0.0,43%,2.0,0.0,5,297,214,72%,0.65,0.0
79,1180401,127,Flamengo,6,6,19,7,11,8,10,4,1.0,57%,2.0,0.0,2,415,324,78%,1.77,0.0
80,1180400,131,Corinthians,9,6,18,3,9,9,14,9,0.0,65%,1.0,0.0,2,529,443,84%,1.85,2.0
81,1180400,154,Fortaleza EC,2,4,12,6,7,5,17,5,3.0,35%,7.0,0.0,9,282,207,73%,1.1,2.0
82,1180402,134,Atletico Paranaense,7,13,26,6,11,15,11,6,3.0,56%,1.0,0.0,2,479,428,89%,2.32,0.0
83,1180402,133,Vasco DA Gama,1,6,7,0,5,2,9,5,3.0,44%,0.0,1.0,6,371,296,80%,0.5,0.0
84,1180397,136,Vitoria,2,1,6,3,3,3,10,3,0.0,33%,3.0,1.0,3,277,217,78%,0.25,0.0
85,1180397,126,Sao Paulo,8,8,20,4,15,5,13,8,2.0,67%,4.0,0.0,1,574,520,91%,2.96,0.0
86,1180399,120,Botafogo,5,10,16,1,6,10,10,5,6.0,55%,2.0,0.0,2,530,473,89%,0.88,0.0
87,1180399,118,Bahia,4,5,10,1,7,3,5,1,0.0,45%,2.0,0.0,4,438,366,84%,2.78,0.0
88,1180403,1193,Cuiaba,1,6,9,2,6,3,10,6,2.0,45%,2.0,0.0,4,383,322,84%,0.39,0.0
89,1180403,121,Palmeiras,6,6,15,3,7,8,11,6,1.0,55%,3.0,0.0,1,471,398,85%,1.8,0.0
90,1180408,127,Flamengo,9,4,18,5,10,8,12,13,1.0,58%,1.0,0.0,3,501,422,84%,1.7,0.0
91,1180408,131,Corinthians,3,5,13,5,9,4,16,6,1.0,42%,1.0,0.0,8,361,295,82%,1.75,0.0
92,1180410,121,Palmeiras,5,11,23,7,11,12,11,9,1.0,63%,4.0,0.0,5,407,349,86%,1.99,1.0
93,1180410,134,Atletico Paranaense,6,2,11,3,7,4,17,6,1.0,37%,6.0,1.0,5,258,189,73%,0.86,1.0
94,1180413,144,Atletico Goianiense,5,6,17,6,14,3,13,5,0.0,46%,1.0,0.0,3,374,291,78%,1.48,0.0
95,1180413,135,Cruzeiro,5,3,12,4,6,6,10,5,2.0,54%,2.0,0.0,5,443,350,79%,0.53,0.0
96,1180412,154,Fortaleza EC,4,5,10,1,4,6,12,6,5.0,43%,4.0,0.0,4,351,288,82%,0.61,0.0
97,1180412,120,Botafogo,5,5,11,1,5,6,19,5,0.0,57%,6.0,0.0,2,492,417,85%,0.58,0.0
98,1180407,118,Bahia,3,3,8,2,6,2,12,6,4.0,50%,2.0,0.0,5,389,309,79%,0.78,0.0
99,1180407,794,RB Bragantino,5,6,15,4,7,8,15,7,3.0,50%,3.0,0.0,2,401,319,80%,0.5,0.0
100,1180409,133,Vasco DA Gama,8,3,17,6,12,5,12,4,1.0,57%,5.0,0.0,4,526,462,88%,1.69,0.0
101,1180409,136,Vitoria,5,5,13,3,8,5,12,4,0.0,43%,2.0,1.0,6,387,312,81%,1.68,0.0
102,1180411,126,Sao Paulo,8,4,15,3,11,4,15,7,4.0,49%,5.0,0.0,2,403,351,87%,1.77,0.0
103,1180411,124,Fluminense,2,4,7,1,5,2,12,4,0.0,51%,3.0,0.0,6,420,363,86%,0.59,0.0
104,1180415,130,Gremio,1,4,9,4,7,2,16,6,0.0,44%,4.0,0.0,2,381,279,73%,0.82,0.0
105,1180415,794,RB Bragantino,4,7,14,3,7,7,19,0,1.0,56%,2.0,0.0,1,504,415,82%,1.36,0.0
106,1180417,136,Vitoria,3,4,12,5,7,5,7,3,0.0,33%,3.0,2.0,3,302,232,77%,0.58,0.0
107,1180417,144,Atletico Goianiense,5,5,12,2,7,5,9,4,1.0,67%,2.0,0.0,3,616,557,90%,1.36,0.0
108,1180418,124,Fluminense,4,8,17,5,10,7,13,5,1.0,62%,2.0,0.0,3,562,513,91%,2.34,0.0
109,1180418,152,Juventude,4,4,12,4,5,7,19,3,3.0,38%,4.0,1.0,3,341,281,82%,1.3,0.0
110,1180423,1193,Cuiaba,3,4,8,1,6,2,12,0,4.0,36%,4.0,0.0,1,275,210,76%,0.44,0.0
111,1180423,119,Internacional,3,3,9,3,6,3,21,2,1.0,64%,4.0,0.0,3,499,425,85%,1.05,0.0
112,1180420,131,Corinthians,7,7,16,2,8,8,7,2,3.0,53%,2.0,0.0,1,444,361,81%,0.77,0.0
113,1180420,120,Botafogo,2,3,9,4,5,4,16,5,2.0,47%,4.0,0.0,7,398,310,78%,1.1,0.0
114,1180419,133,Vasco DA Gama,2,0,2,0,2,0,18,1,1.0,27%,2.0,1.0,12,229,163,71%,0.09,0.0
115,1180419,127,Flamengo,18,4,30,8,19,11,6,8,1.0,73%,0.0,0.0,1,651,600,92%,3.86,0.0
116,1180424,140,Criciuma,4,4,12,4,6,6,17,4,0.0,39%,7.0,0.0,3,280,200,71%,1.25,0.0
117,1180424,121,Palmeiras,5,11,23,7,9,14,9,6,1.0,61%,3.0,0.0,3,432,345,80%,2.88,0.0
118,1180416,1062,Atletico-MG,4,11,21,6,6,15,13,5,6.0,64%,6.0,0.0,1,580,516,89%,0.97,0.0
119,1180416,118,Bahia,2,4,9,3,3,6,9,4,0.0,36%,4.0,0.0,3,319,245,77%,0.41,0.0
120,1180421,126,Sao Paulo,4,6,11,1,6,5,18,4,0.0,56%,2.0,0.0,3,583,525,90%,0.57,-1.0
121,1180421,135,Cruzeiro,3,5,10,2,7,3,11,2,1.0,44%,2.0,1.0,2,464,403,87%,0.6,-1.0
122,1180422,154,Fortaleza EC,4,4,11,3,6,5,12,2,0.0,52%,3.0,0.0,2,425,342,80%,1.27,0.0
123,1180422,134,Atletico Paranaense,2,9,15,4,7,8,17,4,2.0,48%,4.0,0.0,3,387,315,81%,0.71,0.0
124,1180404,152,Juventude,2,5,8,1,3,5,13,4,1.0,42%,3.0,1.0,5,351,262,75%,1.25,0.0
125,1180404,144,Atletico Goianiense,5,9,22,8,15,7,12,7,1.0,58%,4.0,0.0,1,487,400,82%,1.66,0.0
126,1180373,1193,Cuiaba,0,7,11,4,6,5,19,4,1.0,54%,3.0,0.0,4,444,369,83%,0.42,0.0
127,1180373,136,Vitoria,4,7,13,2,6,7,14,3,1.0,46%,4.0,0.0,0,379,311,82%,0.96,0.0
128,1180414,140,Criciuma,9,9,23,5,12,11,10,6,5.0,62%,5.0,1.0,2,506,434,86%,1.78,0.0
129,1180414,1193,Cuiaba,7,4,13,2,8,5,13,2,0.0,38%,6.0,0.0,6,317,244,77%,1.47,0.0
130,1180433,144,Atletico Goianiense,7,8,22,7,18,4,12,3,1.0,73%,3.0,0.0,1,520,453,87%,3.08,0.0
131,1180433,131,Corinthians,3,3,7,1,5,2,13,4,0.0,27%,5.0,1.0,6,191,123,64%,0.43,0.0
132,1180434,152,Juventude,2,8,12,2,9,3,16,5,1.0,60%,3.0,0.0,3,509,423,83%,0.68,0.0
133,1180434,136,Vitoria,4,9,18,5,7,11,8,4,1.0,40%,4.0,0.0,1,347,276,80%,0.48,0.0
134,1180429,120,Botafogo,6,9,19,4,13,6,22,14,4.0,44%,3.0,0.0,0,311,241,77%,1.75,0.0
135,1180429,124,Fluminense,0,5,6,1,4,2,13,2,0.0,56%,3.0,0.0,5,406,341,84%,0.22,0.0
136,1180431,794,RB Bragantino,5,7,15,3,7,8,17,8,1.0,55%,5.0,1.0,2,421,340,81%,1.18,0.0
137,1180431,1062,Atletico-MG,4,2,10,4,6,4,18,5,2.0,45%,6.0,1.0,4,342,248,73%,1.01,0.0
138,1180426,135,Cruzeiro,6,5,12,1,7,5,9,6,0.0,51%,3.0,0.0,4,441,380,86%,1.01,0.0
139,1180426,1193,Cuiaba,5,5,16,6,11,5,12,4,1.0,49%,2.0,0.0,4,413,353,85%,1.68,0.0
140,1180425,119,Internacional,0,6,7,1,4,3,15,5,1.0,54%,5.0,0.0,5,434,365,84%,0.2,0.0
141,1180425,126,Sao Paulo,4,3,9,2,8,1,18,3,3.0,46%,4.0,0.0,0,385,307,80%,0.79,0.0
142,1180428,127,Flamengo,6,8,16,2,10,6,9,4,0.0,42%,2.0,0.0,4,380,331,87%,0.96,0.0
143,1180428,130,Gremio,5,6,15,4,10,5,10,6,0.0,58%,4.0,0.0,4,537,479,89%,0.98,0.0
144,1180432,134,Atletico Paranaense,7,10,23,6,14,9,9,5,2.0,57%,0.0,0.0,3,479,404,84%,2.69,0.0
145,1180432,140,Criciuma,4,5,12,3,7,5,12,3,3.0,43%,1.0,0.0,4,366,287,78%,1.4,0.0
146,1180427,118,Bahia,3,6,12,3,6,6,14,5,0.0,54%,6.0,0.0,6,513,430,84%,1.43,0.0
147,1180427,154,Fortaleza EC,6,8,21,7,11,10,9,9,6.0,46%,1.0,0.0,2,418,352,84%,1.28,0.0
148,1180430,121,Palmeiras,6,13,28,9,14,14,10,10,1.0,57%,1.0,0.0,2,397,330,83%,2.36,0.0
149,1180430,133,Vasco DA Gama,2,6,9,1,5,4,14,6,1.0,43%,2.0,0.0,4,298,224,75%,0.24,0.0
150,1180441,794,RB Bragantino,2,1,6,3,5,1,12,1,0.0,36%,4.0,1.0,5,296,226,76%,0.48,-1.0
151,1180441,152,Juventude,6,5,14,3,8,6,12,1,5.0,64%,4.0,0.0,0,538,463,86%,2.07,-1.0
152,1180438,124,Fluminense,5,4,9,0,5,4,10,3,1.0,56%,4.0,1.0,5,563,471,84%,0.67,0.0
153,1180438,144,Atletico Goianiense,7,7,17,3,11,6,12,3,1.0,44%,1.0,0.0,4,440,340,77%,1.87,0.0
154,1180440,131,Corinthians,8,4,16,4,8,8,15,9,1.0,40%,4.0,1.0,6,337,289,86%,1.02,0.0
155,1180440,126,Sao Paulo,7,2,12,3,6,6,10,5,1.0,60%,5.0,0.0,6,518,450,87%,0.99,0.0
156,1180442,134,Atletico Paranaense,3,6,14,5,5,9,11,5,0.0,48%,4.0,1.0,5,370,309,84%,1.79,0.0
157,1180442,127,Flamengo,6,1,9,2,7,2,11,9,2.0,52%,3.0,0.0,2,407,329,81%,0.57,0.0
158,1180437,136,Vitoria,4,5,11,2,7,4,6,4,3.0,39%,1.0,0.0,4,345,265,77%,1.48,0.0
159,1180437,119,Internacional,5,8,15,2,9,6,16,2,2.0,61%,5.0,0.0,2,535,457,85%,1.22,0.0
160,1180435,130,Gremio,4,5,15,6,8,7,12,7,0.0,45%,3.0,0.0,3,406,323,80%,1.03,0.0
161,1180435,120,Botafogo,5,5,14,4,8,6,11,4,0.0,55%,3.0,0.0,2,504,425,84%,0.7,0.0
162,1180439,133,Vasco DA Gama,4,7,14,3,8,6,11,5,0.0,50%,2.0,0.0,2,373,276,74%,1.06,1.0
163,1180439,135,Cruzeiro,2,3,8,3,1,7,11,5,3.0,50%,4.0,0.0,4,387,292,75%,0.21,1.0
164,1180444,140,Criciuma,5,6,17,6,12,5,14,6,4.0,32%,4.0,1.0,4,228,146,64%,1.92,0.0
165,1180444,118,Bahia,6,10,22,6,9,13,13,7,1.0,68%,1.0,0.0,3,518,439,85%,0.78,0.0
166,1180443,1193,Cuiaba,13,5,21,3,11,10,9,5,1.0,55%,1.0,0.0,0,511,460,90%,3.59,0.0
167,1180443,154,Fortaleza EC,0,2,2,0,1,1,6,1,1.0,45%,3.0,2.0,8,416,359,86%,0.06,0.0
168,1180436,1062,Atletico-MG,3,5,11,3,5,6,16,3,1.0,52%,5.0,2.0,5,415,328,79%,0.37,0.0
169,1180436,121,Palmeiras,9,8,22,5,14,8,16,6,2.0,48%,3.0,0.0,3,373,293,79%,2.79,0.0
170,1180449,120,Botafogo,1,7,8,0,4,4,13,5,1.0,62%,0.0,0.0,5,508,440,87%,0.62,0.0
171,1180449,134,Atletico Paranaense,6,5,16,5,12,4,14,9,2.0,38%,5.0,0.0,0,311,255,82%,1.48,0.0
172,1180453,144,Atletico Goianiense,1,8,12,3,7,5,10,5,1.0,50%,1.0,1.0,5,462,370,80%,0.64,0.0
173,1180453,140,Criciuma,7,5,19,7,12,7,11,1,4.0,50%,1.0,0.0,0,470,369,79%,1.51,0.0
174,1180451,126,Sao Paulo,4,10,15,1,8,7,5,4,3.0,66%,2.0,0.0,2,618,559,90%,0.87,0.0
175,1180451,1193,Cuiaba,3,7,11,1,6,5,16,6,0.0,34%,3.0,0.0,4,318,250,79%,0.48,0.0
176,1180454,152,Juventude,5,5,14,4,6,8,13,5,1.0,55%,2.0,0.0,2,443,370,84%,1.34,-1.0
177,1180454,133,Vasco DA Gama,2,3,6,1,4,2,18,4,5.0,45%,3.0,1.0,3,365,290,79%,0.32,-1.0
178,1180452,154,Fortaleza EC,4,6,13,3,8,5,15,8,1.0,52%,3.0,0.0,2,526,463,88%,1.71,0.0
179,1180452,130,Gremio,2,4,8,2,3,5,7,3,3.0,48%,4.0,1.0,3,499,426,85%,1.01,0.0
180,1180445,119,Internacional,5,2,11,4,4,7,17,3,4.0,47%,1.0,0.0,3,362,285,79%,0.52,0.0
181,1180445,131,Corinthians,3,4,13,6,7,6,13,7,1.0,53%,2.0,0.0,4,390,306,78%,0.82,0.0
182,1180446,135,Cruzeiro,5,7,17,5,9,8,16,6,3.0,35%,3.0,0.0,4,329,265,81%,1.82,0.0
183,1180446,124,Fluminense,4,4,9,1,4,5,11,5,0.0,65%,2.0,0.0,3,632,567,90%,0.31,0.0
184,1180447,136,Vitoria,6,5,12,1,8,4,15,2,0.0,39%,2.0,0.0,5,344,259,75%,1.47,-2.0
185,1180447,1062,Atletico-MG,7,8,19,4,11,8,13,4,1.0,61%,2.0,0.0,2,534,458,86%,1.91,-2.0
186,1180448,127,Flamengo,3,7,14,4,8,6,8,6,1.0,35%,1.0,0.0,2,364,316,87%,1.09,0.0
187,1180448,118,Bahia,3,5,8,0,4,4,10,2,3.0,65%,1.0,0.0,1,720,666,93%,0.75,0.0
188,1180450,121,Palmeiras,7,6,24,11,16,8,10,10,5.0,41%,0.0,0.0,2,308,227,74%,3.16,1.0
189,1180450,794,RB Bragantino,3,8,13,2,8,5,9,3,2.0,59%,2.0,0.0,5,462,371,80%,1.4,1.0
190,1180464,140,Criciuma,4,6,16,6,8,8,16,4,2.0,38%,4.0,0.0,1,314,231,74%,1.27,0.0
191,1180464,120,Botafogo,2,6,11,3,9,2,14,7,1.0,62%,3.0,0.0,2,519,443,85%,0.71,0.0
192,1180455,130,Gremio,2,5,10,3,7,3,12,5,1.0,58%,3.0,0.0,1,498,393,79%,0.51,0.0
193,1180455,119,Internacional,2,9,16,5,9,7,11,4,0.0,42%,2.0,0.0,2,362,281,78%,1.14,0.0
194,1180463,1193,Cuiaba,3,5,10,2,7,3,9,5,0.0,53%,3.0,0.0,9,434,350,81%,0.91,0.0
195,1180463,144,Atletico Goianiense,9,4,18,5,8,10,12,4,1.0,47%,1.0,0.0,3,389,313,80%,0.72,0.0
196,1180459,133,Vasco DA Gama,7,6,14,1,12,2,13,2,0.0,41%,3.0,0.0,1,344,279,81%,1.28,-2.0
197,1180459,126,Sao Paulo,2,3,10,5,7,3,14,8,1.0,59%,1.0,0.0,4,490,430,88%,0.36,-2.0
198,1180457,118,Bahia,6,3,14,5,7,7,6,3,4.0,64%,0.0,0.0,0,647,589,91%,2.72,0.0
199,1180457,135,Cruzeiro,1,5,7,1,3,4,13,1,4.0,36%,3.0,1.0,2,380,314,83%,0.7,0.0
200,1180458,124,Fluminense,0,2,2,0,1,1,16,2,4.0,54%,4.0,1.0,3,468,391,84%,0.26,0.0
201,1180458,127,Flamengo,4,8,14,2,8,6,13,6,0.0,46%,3.0,0.0,0,382,307,80%,2.0,0.0
202,1180462,134,Atletico Paranaense,7,8,20,5,12,8,19,11,1.0,54%,2.0,0.0,5,372,310,83%,1.42,0.0
203,1180462,131,Corinthians,6,7,15,2,4,11,12,2,1.0,46%,1.0,0.0,7,318,264,83%,1.18,0.0
204,1180460,121,Palmeiras,10,12,28,6,15,13,14,10,3.0,57%,2.0,0.0,7,424,348,82%,2.88,0.0
205,1180460,152,Juventude,8,6,16,2,10,6,7,4,0.0,43%,3.0,0.0,7,333,261,78%,1.37,0.0
206,1180461,794,RB Bragantino,6,7,16,3,9,7,10,6,2.0,64%,3.0,0.0,4,554,476,86%,1.47,0.0
207,1180461,136,Vitoria,5,3,10,2,8,2,11,7,4.0,36%,2.0,0.0,4,305,228,75%,0.68,0.0
208,1180456,1062,Atletico-MG,8,5,21,8,11,10,15,3,1.0,67%,3.0,0.0,2,514,439,85%,0.9,0.0
209,1180456,154,Fortaleza EC,3,7,13,3,10,3,17,4,0.0,33%,2.0,0.0,7,255,172,67%,1.29,0.0
210,1180469,120,Botafogo,4,7,12,1,2,10,13,7,1.0,49%,2.0,0.0,5,410,322,79%,0.55,-1.0
