id_partida,id_league,referee,date,Stadium,Home_Team,home.id,Away_Team,away.id,home.winner,Gols_Home,Gols_Away,Half_Time_Gols_Home,Half_Time_Gols_Away,Empate
710747,39,D. Coote,2021-12-29T20:15:00+00:00,Brentford Community Stadium,Brentford,55,Manchester City,50,False,0,1,0,1,0
710753,39,J. Moss,2021-12-30T20:15:00+00:00,Old Trafford,Manchester United,33,Burnley,44,True,3,1,3,1,0
710756,39,S. Attwell,2022-01-01T12:30:00+00:00,Emirates Stadium,Arsenal,42,Manchester City,50,False,1,2,1,0,0
710765,39,R. Jones,2022-01-01T15:00:00+00:00,Vicarage Road,Watford,38,Tottenham,47,False,0,1,0,0,0
710759,39,D. England,2022-01-01T17:30:00+00:00,Selhurst Park,Crystal Palace,52,West Ham,48,False,2,3,0,3,0
710760,39,J. Brooks,2022-01-02T14:00:00+00:00,Goodison Park,Everton,45,Brighton,51,False,2,3,0,2,0
710757,39,C. Pawson,2022-01-02T14:00:00+00:00,Brentford Community Stadium,Brentford,55,Aston Villa,66,True,2,1,1,1,0
710761,39,P. Tierney,2022-01-02T14:00:00+00:00,Elland Road,Leeds,63,Burnley,44,True,3,1,1,0,0
710758,39,A. Taylor,2022-01-02T16:30:00+00:00,Stamford Bridge,Chelsea,49,Liverpool,40,False,2,2,2,2,1
710763,39,M. Dean,2022-01-03T17:30:00+00:00,Old Trafford,Manchester United,33,Wolves,39,False,0,1,0,0,0
710731,39,S. Attwell,2022-01-11T19:45:00+00:00,St. Mary's Stadium,Southampton,41,Brentford,55,True,4,1,2,1,0
710734,39,S. Hooper,2022-01-12T19:45:00+00:00,London Stadium,West Ham,48,Norwich,71,True,2,0,1,0,0
710767,39,R. Jones,2022-01-14T20:00:00+00:00,The American Express Community Stadium,Brighton,51,Crystal Palace,52,False,1,1,0,0,1
710770,39,C. Pawson,2022-01-15T12:30:00+00:00,Etihad Stadium,Manchester City,50,Chelsea,49,True,1,0,0,0,0
710771,39,P. Tierney,2022-01-15T15:00:00+00:00,St. James' Park,Newcastle,34,Watford,38,False,1,1,0,0,1
710775,39,M. Salisbury,2022-01-15T15:00:00+00:00,Molineux Stadium,Wolves,39,Southampton,41,True,3,1,1,0,0
710772,39,A. Madley,2022-01-15T15:00:00+00:00,Carrow Road,Norwich,71,Everton,45,True,2,1,2,0,0
710766,39,D. Coote,2022-01-15T17:30:00+00:00,Villa Park,Aston Villa,66,Manchester United,33,False,2,2,0,1,1
710769,39,J. Moss,2022-01-16T14:00:00+00:00,Anfield,Liverpool,40,Brentford,55,True,3,0,1,0,0
710774,39,M. Dean,2022-01-16T14:00:00+00:00,London Stadium,West Ham,48,Leeds,63,False,2,3,1,2,0
710787,39,K. Friend,2022-01-18T20:00:00+00:00,The American Express Community Stadium,Brighton,51,Chelsea,49,False,1,1,0,1,1
710720,39,J. Moss,2022-01-19T19:30:00+00:00,King Power Stadium,Leicester,46,Tottenham,47,False,2,3,1,1,0
710717,39,A. Marriner,2022-01-19T20:00:00+00:00,Brentford Community Stadium,Brentford,55,Manchester United,33,False,1,3,0,0,0
710785,39,M. Dean,2022-01-21T20:00:00+00:00,Vicarage Road,Watford,38,Norwich,71,False,0,3,0,0,0
710780,39,C. Pawson,2022-01-22T12:30:00+00:00,Goodison Park,Everton,45,Aston Villa,66,False,0,1,0,1,0
710783,39,J. Moss,2022-01-22T15:00:00+00:00,Old Trafford,Manchester United,33,West Ham,48,True,1,0,0,0,0
710777,39,P. Bankes,2022-01-22T15:00:00+00:00,Brentford Community Stadium,Brentford,55,Wolves,39,False,1,2,0,0,0
710781,39,C. Kavanagh,2022-01-22T15:00:00+00:00,Elland Road,Leeds,63,Newcastle,34,False,0,1,0,0,0
710784,39,S. Hooper,2022-01-22T17:30:00+00:00,St. Mary's Stadium,Southampton,41,Manchester City,50,False,1,1,1,0,1
710776,39,D. Coote,2022-01-23T14:00:00+00:00,Emirates Stadium,Arsenal,42,Burnley,44,False,0,0,0,0,1
710782,39,M. Atkinson,2022-01-23T14:00:00+00:00,King Power Stadium,Leicester,46,Brighton,51,False,1,1,0,0,1
710779,39,K. Friend,2022-01-23T14:00:00+00:00,Selhurst Park,Crystal Palace,52,Liverpool,40,False,1,3,0,2,0
710778,39,P. Tierney,2022-01-23T16:30:00+00:00,Stamford Bridge,Chelsea,49,Tottenham,47,True,2,0,0,0,0
710719,39,C. Pawson,2022-02-05T18:00:00+00:00,Turf Moor,Burnley,44,Watford,38,False,0,0,0,0,1
